#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
47,Patrik Elias,2012-13,NJD,L,C,48,14,22,36,+5,22,0.75,8,21,5,14,1,1,0,0,118,11.9,18:43,43.6
48,Teddy Purcell,2012-13,TBL,R,L,48,11,25,36,-1,12,0.75,8,23,3,13,0,0,0,2,94,11.7,16:45,33.3
49,Jaromir Jagr,2012-13,"DAL,BOS",L,R,45,16,19,35,-2,22,0.78,10,24,6,11,0,0,1,4,115,13.9,18:20,0.0
50,Michael Ryder,2012-13,"DAL,MTL",R,R,46,16,19,35,+2,16,0.76,8,18,8,17,0,0,0,5,101,15.8,16:03,33.3
51,Tomas Fleischmann,2012-13,FLA,L,L,48,12,23,35,-10,16,0.73,9,21,2,13,1,1,0,2,121,9.9,18:44,50.0
52,Brad Boyes,2012-13,NYI,R,R,48,10,25,35,-6,16,0.73,9,22,1,13,0,0,1,1,97,10.3,18:13,25.0
53,Cody Hodgson,2012-13,BUF,R,C,48,15,19,34,-4,20,0.71,11,27,3,5,1,2,0,1,114,13.2,18:24,46.8
54,Jason Pominville,2012-13,"BUF,MIN",R,R,47,14,20,34,+1,8,0.72,11,24,2,9,1,1,0,2,118,11.9,20:11,48.6
55,Brad Richards,2012-13,NYR,L,C,46,11,23,34,+8,14,0.74,8,25,3,9,0,0,0,1,110,10.0,18:49,50.6
56,Jeff Carter,2012-13,LAK,R,C,48,26,7,33,0,16,0.69,18,23,8,10,0,0,1,8,133,19.6,17:35,52.6
57,Troy Brouwer,2012-13,WSH,R,R,47,19,14,33,-5,28,0.70,11,16,7,16,1,1,1,5,111,17.1,18:32,47.8
58,Evander Kane,2012-13,WPG,L,L,48,17,16,33,-3,80,0.69,15,29,2,4,0,0,1,4,190,9.0,20:27,39.4
59,Jarome Iginla,2012-13,"CGY,PIT",R,R,44,14,19,33,-5,31,0.75,8,21,6,12,0,0,0,3,134,10.5,18:49,49.8
60,Tomas Plekanec,2012-13,MTL,L,C,47,14,19,33,+3,24,0.70,10,18,4,15,0,0,0,2,133,10.5,19:13,50.6
61,Jamie Benn,2012-13,DAL,L,L,41,12,21,33,-12,40,0.80,9,23,3,10,0,0,0,3,110,10.9,19:55,46.1
62,Justin Williams,2012-13,LAK,R,R,48,11,22,33,+15,22,0.69,10,27,1,6,0,0,0,3,142,7.8,16:59,33.3
63,David Krejci,2012-13,BOS,R,C,47,10,23,33,+1,20,0.70,10,26,0,7,0,0,0,5,93,10.8,18:30,55.2
64,Evgeni Malkin,2012-13,PIT,L,C,31,9,24,33,+5,36,1.06,5,15,4,18,0,0,0,3,99,9.1,19:42,47.2
65,James van Riemsdyk,2012-13,TOR,L,L,48,18,14,32,-7,26,0.67,13,26,5,6,0,0,0,3,140,12.9,19:12,55.8
66,Tyler Seguin,2012-13,BOS,R,C,48,16,16,32,+23,16,0.67,12,26,4,6,0,0,0,2,161,9.9,17:01,48.9
67,Wayne Simmonds,2012-13,PHI,R,R,45,15,17,32,-7,84,0.71,9,16,6,16,0,0,0,4,110,13.6,15:38,66.7
68,Michael Cammalleri,2012-13,CGY,L,L,44,13,19,32,-15,25,0.73,8,17,5,15,0,0,0,3,102,12.8,18:03,51.0
69,Mike Richards,2012-13,LAK,L,C,48,12,20,32,-8,42,0.67,6,17,6,15,0,0,0,3,82,14.6,16:21,49.0
70,Vincent Lecavalier,2012-13,TBL,L,C,39,10,22,32,-5,29,0.82,5,23,5,9,0,0,0,0,86,11.6,17:53,54.5
71,Patrice Bergeron,2012-13,BOS,R,C,42,10,22,32,+24,18,0.76,8,27,2,4,0,1,1,3,125,8.0,19:18,62.1
72,Lee Stempniak,2012-13,CGY,R,R,47,9,23,32,+2,12,0.68,5,22,4,6,0,4,0,2,113,8.0,17:54,13.0
73,Bryan Little,2012-13,WPG,R,C,48,7,25,32,+8,4,0.67,5,26,2,5,0,1,1,2,84,8.3,19:48,51.2
74,Ryan Suter,2012-13,MIN,L,D,48,4,28,32,+2,24,0.67,1,17,3,15,0,0,0,1,91,4.4,27:17,--
75,Patrick Marleau,2012-13,SJS,L,C,48,17,14,31,-2,24,0.65,10,16,6,14,1,1,0,3,150,11.3,19:07,47.3
76,Marian Hossa,2012-13,CHI,L,R,40,17,14,31,+20,16,0.78,12,23,4,6,1,2,3,6,116,14.7,18:02,33.3
77,Nail Yakupov,2012-13,EDM,L,R,48,17,14,31,-4,24,0.65,11,21,6,10,0,0,1,2,81,21.0,14:34,0.0
78,Joe Pavelski,2012-13,SJS,R,C,48,16,15,31,+2,10,0.65,11,19,5,11,0,1,0,5,130,12.3,18:55,51.8
79,Ryan Callahan,2012-13,NYR,R,R,45,16,15,31,+9,12,0.69,8,20,6,8,2,3,1,4,144,11.1,21:31,46.7
80,Johan Franzen,2012-13,DET,L,R,41,14,17,31,+13,41,0.76,8,19,6,12,0,0,0,1,116,12.1,18:05,48.4
81,Jonathan Huberdeau,2012-13,FLA,L,L,48,14,17,31,-15,18,0.65,12,22,2,9,0,0,0,1,112,12.5,16:56,33.3
82,Ilya Kovalchuk,2012-13,NJD,R,L,37,11,20,31,-6,20,0.84,5,13,2,14,4,4,1,5,123,8.9,23:55,31.8
83,Jordan Staal,2012-13,CAR,L,C,48,10,21,31,-18,32,0.65,9,23,1,7,0,1,0,1,114,8.8,20:06,50.1
84,Tyler Ennis,2012-13,BUF,L,R,47,10,21,31,-14,16,0.66,8,17,2,14,0,0,0,0,108,9.3,17:53,41.9
85,Vinny Prospal,2012-13,CBJ,L,L,48,12,18,30,+3,32,0.63,8,23,4,7,0,0,0,2,85,14.1,16:32,44.4
86,Bobby Ryan,2012-13,ANA,R,R,46,11,19,30,+3,17,0.65,9,24,2,6,0,0,0,1,101,10.9,16:35,30.9
87,Andrei Markov,2012-13,MTL,L,D,48,10,20,30,-9,14,0.63,2,7,8,23,0,0,1,4,79,12.7,24:08,--
88,Keith Yandle,2012-13,PHX,L,D,48,10,20,30,+4,54,0.63,5,20,5,10,0,0,0,3,130,7.7,22:15,--
89,Lars Eller,2012-13,MTL,L,C,46,8,22,30,+8,45,0.65,7,25,1,5,0,0,0,1,84,9.5,14:50,49.3
90,Dustin Brown,2012-13,LAK,R,R,46,18,11,29,+6,22,0.63,10,16,8,13,0,0,0,1,142,12.7,19:30,36.6
91,Loui Eriksson,2012-13,DAL,L,L,48,12,17,29,-9,8,0.60,9,18,2,10,1,1,1,3,104,11.5,20:07,26.5
92,Derick Brassard,2012-13,"CBJ,NYR",L,C,47,12,17,29,+1,16,0.62,9,18,3,11,0,0,0,1,88,13.6,16:33,48.2
93,Kyle Turris,2012-13,OTT,R,C,48,12,17,29,+6,24,0.60,9,20,3,9,0,0,1,2,118,10.2,19:38,49.0
94,Ray Whitney,2012-13,DAL,R,L,32,11,18,29,+1,4,0.91,7,17,4,12,0,0,0,1,62,17.7,19:24,31.4
95,Cory Conacher,2012-13,"TBL,OTT",L,C,47,11,18,29,+3,20,0.62,10,25,1,4,0,0,0,3,67,16.4,13:58,26.7
96,Frans Nielsen,2012-13,NYI,L,C,48,6,23,29,-3,12,0.60,3,18,2,10,1,1,0,1,93,6.5,18:01,48.0
97,Kimmo Timonen,2012-13,PHI,L,D,45,5,24,29,+3,36,0.64,2,12,3,17,0,0,0,1,78,6.4,21:46,--
98,Niklas Kronwall,2012-13,DET,L,D,48,5,24,29,-5,44,0.60,3,13,2,16,0,0,0,2,67,7.5,24:22,--
99,Cody Franson,2012-13,TOR,R,D,45,4,25,29,+4,8,0.64,1,16,3,13,0,0,0,0,70,5.7,18:47,--
100,Brendan Gallagher,2012-13,MTL,R,R,44,15,13,28,+10,33,0.64,12,24,3,4,0,0,0,3,117,12.8,13:52,32.0
101,Radim Vrbata,2012-13,PHX,R,R,34,12,16,28,+6,14,0.82,9,15,2,12,1,1,0,1,106,11.3,18:19,31.3
102,Tyler Bozak,2012-13,TOR,R,C,46,12,16,28,-1,6,0.61,7,18,4,9,1,1,0,3,61,19.7,20:19,52.6
103,David Desharnais,2012-13,MTL,L,C,48,10,18,28,-2,26,0.58,8,21,2,7,0,0,0,3,66,15.2,16:28,50.0
104,Dion Phaneuf,2012-13,TOR,L,D,48,9,19,28,-4,65,0.58,6,12,3,16,0,0,1,1,88,10.2,25:11,--
105,Shea Weber,2012-13,NSH,R,D,48,9,19,28,-2,48,0.58,6,16,3,12,0,0,1,1,124,7.3,25:55,--
106,Dustin Byfuglien,2012-13,WPG,R,D,43,8,20,28,-1,34,0.65,4,18,4,10,0,0,2,2,142,5.6,24:24,--
107,Derek Roy,2012-13,"DAL,VAN",L,C,42,7,21,28,+4,6,0.67,5,19,2,8,0,1,0,1,85,8.2,18:36,45.6
108,David Backes,2012-13,STL,R,R,48,6,22,28,+5,62,0.58,5,22,1,5,0,1,0,1,100,6.0,19:37,52.3
109,Tomas Kopecky,2012-13,FLA,L,R,47,15,12,27,-8,28,0.57,10,17,4,9,1,1,0,0,92,16.3,17:41,48.8
110,Shane Doan,2012-13,PHX,R,R,48,13,14,27,+6,37,0.56,13,24,0,3,0,0,1,2,129,10.1,18:03,26.7
111,Devin Setoguchi,2012-13,MIN,R,R,48,13,14,27,+5,20,0.56,8,21,5,6,0,0,1,3,97,13.4,14:26,41.2
112,Mark Letestu,2012-13,CBJ,R,C,46,13,14,27,+7,10,0.59,8,20,3,5,2,2,1,2,92,14.1,16:31,50.1
113,Marian Gaborik,2012-13,"NYR,CBJ",L,R,47,12,15,27,-3,14,0.57,11,18,1,9,0,0,2,5,151,8.0,18:31,33.3
114,Alex Tanguay,2012-13,CGY,L,L,40,11,16,27,-13,22,0.68,8,17,2,9,1,1,1,1,44,25.0,19:22,39.3
115,Jiri Hudler,2012-13,CGY,L,R,42,10,17,27,-13,22,0.64,5,19,5,8,0,0,0,0,56,17.9,17:10,32.3
116,Jannik Hansen,2012-13,VAN,R,R,47,10,17,27,+12,8,0.57,9,24,1,3,0,0,0,2,99,10.1,17:33,9.7
117,Brandon Saad,2012-13,CHI,L,L,46,10,17,27,+17,12,0.59,9,23,0,3,1,1,0,2,98,10.2,16:28,37.0
118,Alex Galchenyuk,2012-13,MTL,L,C,48,9,18,27,+14,20,0.56,9,26,0,1,0,0,0,2,79,11.4,12:19,42.8
119,Saku Koivu,2012-13,ANA,L,C,47,8,19,27,+4,18,0.57,4,19,4,8,0,0,0,0,55,14.6,17:36,51.4
120,Brian Campbell,2012-13,FLA,L,D,48,8,19,27,-22,12,0.56,2,10,6,17,0,0,0,2,70,11.4,26:25,--
121,Alexander Steen,2012-13,STL,L,L,40,8,19,27,+5,14,0.68,5,18,3,9,0,0,1,3,129,6.2,19:00,46.1
122,Justin Schultz,2012-13,EDM,R,D,48,8,19,27,-17,8,0.56,4,12,4,15,0,0,0,3,85,9.4,21:27,0.0
123,Matt Cullen,2012-13,MIN,L,C,42,7,20,27,+9,10,0.64,7,23,0,4,0,0,0,0,79,8.9,15:53,54.7
124,Milan Lucic,2012-13,BOS,L,L,46,7,20,27,+8,75,0.59,7,25,0,2,0,0,0,0,79,8.9,16:55,48.6
125,Mark Streit,2012-13,NYI,L,D,48,6,21,27,-14,22,0.56,3,16,3,11,0,0,0,1,83,7.2,23:21,--
126,Sergei Gonchar,2012-13,OTT,L,D,45,3,24,27,+4,26,0.60,1,15,2,12,0,0,1,3,85,3.5,24:00,--
127,Duncan Keith,2012-13,CHI,L,D,47,3,24,27,+16,31,0.57,1,16,2,10,0,1,0,0,91,3.3,24:07,--
128,Alex Goligoski,2012-13,DAL,L,D,47,3,24,27,+4,18,0.57,3,15,0,11,0,1,0,0,80,3.8,22:23,--
129,Curtis Glencross,2012-13,CGY,L,L,40,15,11,26,-8,18,0.65,11,19,3,6,1,1,0,3,92,16.3,18:14,43.5
130,Brian Gionta,2012-13,MTL,R,R,48,14,12,26,+3,8,0.54,9,19,5,7,0,0,0,3,112,12.5,18:07,33.3
131,Mike Green,2012-13,WSH,R,D,35,12,14,26,-3,20,0.74,8,12,4,14,0,0,1,2,96,12.5,24:51,--
132,Damien Brunner,2012-13,DET,R,R,44,12,14,26,-6,12,0.59,9,16,3,10,0,0,0,1,123,9.8,15:35,40.0
133,Daniel Alfredsson,2012-13,OTT,R,R,47,10,16,26,+1,33,0.55,7,14,3,11,0,1,0,2,101,9.9,19:21,42.1
134,Brayden Schenn,2012-13,PHI,L,C,47,8,18,26,-8,24,0.55,6,16,2,10,0,0,0,0,79,10.1,15:32,45.5
135,Mikkel Boedker,2012-13,PHX,L,L,48,7,19,26,0,12,0.54,4,19,3,7,0,0,0,2,83,8.4,18:29,9.1
136,Patrik Berglund,2012-13,STL,L,C,48,17,8,25,-2,12,0.52,10,17,5,6,2,2,1,3,74,23.0,16:50,46.3
137,Brenden Morrow,2012-13,"DAL,PIT",L,L,44,12,13,25,-3,37,0.57,10,21,2,4,0,0,0,2,55,21.8,14:52,54.2
138,David Legwand,2012-13,NSH,L,C,48,12,13,25,-6,20,0.52,10,21,2,4,0,0,0,2,78,15.4,18:26,50.2
139,David Perron,2012-13,STL,R,L,48,10,15,25,0,44,0.52,8,19,2,6,0,0,0,2,84,11.9,18:00,36.4
140,Slava Voynov,2012-13,LAK,R,D,48,6,19,25,+5,14,0.52,5,17,1,8,0,0,0,2,79,7.6,22:18,100.0
141,David Clarkson,2012-13,NJD,R,R,48,15,9,24,-6,78,0.50,9,16,6,8,0,0,0,5,180,8.3,17:36,24.0
142,Alexandre Burrows,2012-13,VAN,L,R,47,13,11,24,+15,54,0.51,12,21,1,3,0,0,0,2,140,9.3,18:54,44.4
143,Jeff Skinner,2012-13,CAR,L,L,42,13,11,24,-21,26,0.57,8,15,5,9,0,0,0,0,159,8.2,18:28,47.7
144,Teemu Selanne,2012-13,ANA,R,R,46,12,12,24,-10,28,0.52,9,17,3,7,0,0,0,1,96,12.5,15:42,50.6
145,Matt Read,2012-13,PHI,R,R,42,11,13,24,+1,2,0.57,10,21,1,3,0,0,0,2,72,15.3,18:01,29.2
146,Carl Hagelin,2012-13,NYR,L,L,48,10,14,24,+10,18,0.50,9,23,1,1,0,0,0,1,132,7.6,17:18,41.2
147,Steve Ott,2012-13,BUF,L,C,48,9,15,24,+3,93,0.50,7,19,2,3,0,2,1,3,73,12.3,18:33,55.7
148,Paul Stastny,2012-13,COL,L,C,40,9,15,24,-7,14,0.60,7,14,2,10,0,0,0,1,87,10.3,19:21,52.4
149,Cody Eakin,2012-13,DAL,L,C,48,7,17,24,+1,31,0.50,4,21,3,3,0,0,0,1,67,10.5,15:05,48.6
150,Francois Beauchemin,2012-13,ANA,L,D,48,6,18,24,+19,22,0.50,5,16,1,8,0,0,0,0,74,8.1,23:27,--
151,Martin Erat,2012-13,"NSH,WSH",L,R,45,5,19,24,-7,30,0.53,4,16,1,8,0,0,0,2,69,7.3,17:55,51.6
152,Alex Pietrangelo,2012-13,STL,R,D,47,5,19,24,0,10,0.51,3,17,2,6,0,1,0,0,93,5.4,25:07,--
153,Dan Hamhuis,2012-13,VAN,L,D,47,4,20,24,+9,12,0.51,3,17,0,6,1,1,0,0,61,6.6,23:23,--
154,Kyle Okposo,2012-13,NYI,R,R,48,4,20,24,-2,38,0.50,4,21,0,3,0,0,0,0,101,4.0,16:57,55.9
155,Ryan Nugent-Hopkins,2012-13,EDM,L,C,40,4,20,24,+3,8,0.60,2,13,2,11,0,0,0,0,78,5.1,18:52,41.0
156,Oliver Ekman-Larsson,2012-13,PHX,L,D,48,3,21,24,+5,26,0.50,3,16,0,8,0,0,0,1,101,3.0,25:06,--
157,Andrew Cogliano,2012-13,ANA,L,C,48,13,10,23,+14,6,0.48,11,21,0,0,2,2,0,1,79,16.5,15:22,34.8
158,Martin Hanzal,2012-13,PHX,L,C,39,11,12,23,+2,24,0.59,7,15,4,7,0,1,0,2,93,11.8,18:32,46.8
159,Bryan Bickell,2012-13,CHI,L,L,48,9,14,23,+12,25,0.48,9,23,0,0,0,0,0,2,82,11.0,12:48,33.3
160,Viktor Stalberg,2012-13,CHI,L,L,47,9,14,23,+16,25,0.49,9,21,0,2,0,0,0,1,113,8.0,14:07,0.0
161,Nikolay Kulemin,2012-13,TOR,L,L,48,7,16,23,-5,22,0.48,7,23,0,0,0,0,0,0,72,9.7,16:44,50.0
162,Paul Martin,2012-13,PIT,L,D,34,6,17,23,+14,16,0.68,4,14,2,9,0,0,0,1,38,15.8,25:20,--
163,Matt Stajan,2012-13,CGY,L,C,43,5,18,23,+7,26,0.53,5,23,0,0,0,0,0,1,44,11.4,17:10,46.2
164,Kevin Shattenkirk,2012-13,STL,R,D,48,5,18,23,+2,20,0.48,3,14,2,9,0,0,0,0,84,6.0,21:18,--
165,Jussi Jokinen,2012-13,"CAR,PIT",L,L,43,13,9,22,-5,24,0.51,10,15,3,7,0,0,0,3,74,17.6,15:26,57.9
166,Nathan Horton,2012-13,BOS,R,R,43,13,9,22,+1,22,0.51,13,21,0,1,0,0,0,1,114,11.4,16:51,50.0
167,Jamie McGinn,2012-13,COL,L,L,47,11,11,22,-13,26,0.47,8,15,3,7,0,0,0,2,128,8.6,17:17,50.0
168,Mason Raymond,2012-13,VAN,L,L,46,10,12,22,+2,16,0.48,6,16,4,6,0,0,0,1,79,12.7,15:49,34.0
169,Alexander Edler,2012-13,VAN,L,D,45,8,14,22,-5,37,0.49,3,12,5,10,0,0,0,0,113,7.1,23:51,100.0
170,Jay Bouwmeester,2012-13,"CGY,STL",L,D,47,7,15,22,-6,22,0.47,6,13,1,7,0,2,0,0,79,8.9,24:38,--
171,Dennis Wideman,2012-13,CGY,R,D,46,6,16,22,-9,12,0.48,2,8,4,13,0,1,0,1,94,6.4,25:01,0.0
172,Drew Doughty,2012-13,LAK,R,D,48,6,16,22,+4,36,0.46,3,12,3,10,0,0,0,0,114,5.3,26:24,--
173,John Carlson,2012-13,WSH,R,D,48,6,16,22,+11,18,0.46,6,17,0,5,0,0,0,0,97,6.2,23:01,100.0
174,Marcus Johansson,2012-13,WSH,L,L,34,6,16,22,+3,4,0.65,3,17,3,4,0,1,0,1,40,15.0,16:35,46.0
175,Christian Ehrhoff,2012-13,BUF,L,D,47,5,17,22,+6,34,0.47,4,13,1,9,0,0,0,2,102,4.9,25:11,--
176,Matt Carle,2012-13,TBL,L,D,48,5,17,22,+1,4,0.46,3,17,2,5,0,0,0,0,66,7.6,23:45,--
177,Fedor Tyutin,2012-13,CBJ,L,D,48,4,18,22,+9,28,0.46,4,16,0,5,0,1,1,1,56,7.1,24:06,100.0
178,Michael Grabner,2012-13,NYI,L,L,45,16,5,21,+4,12,0.47,13,17,2,3,1,1,0,3,108,14.8,14:48,45.5
179,Shawn Matthias,2012-13,FLA,L,L,48,14,7,21,-8,16,0.44,11,17,2,3,1,1,0,1,106,13.2,15:11,44.1
180,Antoine Vermette,2012-13,PHX,L,C,48,13,8,21,-3,36,0.44,10,18,3,3,0,0,0,3,91,14.3,18:15,57.5
181,Dany Heatley,2012-13,MIN,L,L,36,11,10,21,-12,8,0.58,8,14,3,7,0,0,0,1,83,13.3,18:32,38.7
182,Mike Fisher,2012-13,NSH,R,C,38,10,11,21,+6,27,0.55,9,15,1,6,0,0,0,0,68,14.7,19:28,48.9
183,Kyle Palmieri,2012-13,ANA,R,R,42,10,11,21,+2,9,0.50,8,18,2,3,0,0,0,5,92,10.9,12:20,8.3
184,Matt Cooke,2012-13,PIT,L,L,48,8,13,21,-2,36,0.44,8,21,0,0,0,0,0,1,61,13.1,14:43,21.4
185,Andy McDonald,2012-13,STL,L,C,37,7,14,21,-2,16,0.57,6,14,1,7,0,0,0,2,86,8.1,17:15,48.0
186,Michael Del Zotto,2012-13,NYR,L,D,46,3,18,21,+6,18,0.46,2,12,0,8,1,1,0,0,81,3.7,23:10,--
187,John Mitchell,2012-13,COL,L,C,47,10,10,20,+5,18,0.43,9,17,1,3,0,0,0,1,72,13.9,16:45,49.7
188,Ales Hemsky,2012-13,EDM,R,R,38,9,11,20,-6,16,0.53,4,11,5,9,0,0,0,1,82,11.0,15:42,50.0
189,Brent Burns,2012-13,SJS,R,D,30,9,11,20,0,20,0.67,7,17,2,3,0,0,0,0,81,11.1,16:17,30.8
190,Joel Ward,2012-13,WSH,R,R,39,8,12,20,+7,12,0.51,6,16,1,3,1,1,0,1,52,15.4,15:08,58.5
191,Pierre-Marc Bouchard,2012-13,MIN,L,C,43,8,12,20,+3,8,0.47,8,18,0,2,0,0,0,2,71,11.3,13:57,14.3
192,Brent Seabrook,2012-13,CHI,R,D,47,8,12,20,+12,23,0.43,5,13,3,7,0,0,1,1,65,12.3,22:00,--
193,Clarke MacArthur,2012-13,TOR,L,L,40,8,12,20,+3,26,0.50,6,16,2,4,0,0,0,1,62,12.9,14:55,83.3
194,Benoit Pouliot,2012-13,TBL,L,L,34,8,12,20,+8,15,0.59,8,17,0,3,0,0,1,1,60,13.3,13:14,32.3
195,Dan Boyle,2012-13,SJS,R,D,46,7,13,20,+3,27,0.43,2,6,5,13,0,1,0,0,97,7.2,22:48,--
