#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
47,Jason Pominville,2008-09,BUF,R,R,82,20,46,66,-4,18,0.80,13,41,6,24,1,1,1,2,239,8.4,19:46,37.3
48,Devin Setoguchi,2008-09,SJS,R,R,81,31,34,65,+16,25,0.80,20,42,11,23,0,0,0,3,246,12.6,16:13,28.6
49,Alex Kovalev,2008-09,MTL,L,R,78,26,39,65,-5,74,0.83,14,31,11,32,1,2,1,4,209,12.4,19:26,32.0
50,J-P Dumont,2008-09,NSH,L,R,82,16,49,65,+1,20,0.79,11,43,5,22,0,0,0,4,176,9.1,17:30,50.0
51,Thomas Vanek,2008-09,BUF,R,L,73,40,24,64,-1,44,0.88,18,36,20,26,2,2,0,5,211,19.0,17:12,16.7
52,Andrei Markov,2008-09,MTL,L,D,78,12,52,64,-2,36,0.82,5,24,7,39,0,1,0,3,165,7.3,24:38,--
53,Loui Eriksson,2008-09,DAL,L,L,82,36,27,63,+14,14,0.77,28,50,7,12,1,1,1,4,178,20.2,19:50,18.2
54,Jason Blake,2008-09,TOR,L,L,78,25,38,63,-2,40,0.81,19,43,5,18,1,2,0,5,302,8.3,18:21,46.8
55,Travis Zajac,2008-09,NJD,R,C,82,20,42,62,+33,29,0.76,14,43,5,15,1,4,0,2,185,10.8,18:39,53.1
56,Mark Recchi,2008-09,"TBL,BOS",L,R,80,23,38,61,-18,22,0.76,17,34,6,27,0,0,1,3,129,17.8,16:46,42.9
57,Alexei Ponikarovsky,2008-09,TOR,L,L,82,23,38,61,+6,38,0.74,18,48,5,13,0,0,0,3,185,12.4,15:47,54.6
58,Stephen Weiss,2008-09,FLA,L,C,78,14,47,61,+19,22,0.78,9,39,4,21,1,1,1,4,154,9.1,17:48,50.9
59,Phil Kessel,2008-09,BOS,R,R,70,36,24,60,+23,16,0.86,28,45,8,15,0,0,0,6,232,15.5,16:34,48.3
60,David Booth,2008-09,FLA,L,L,72,31,29,60,+10,38,0.83,20,43,11,16,0,1,1,5,246,12.6,17:05,41.2
61,Scott Hartnell,2008-09,PHI,L,L,82,30,30,60,+14,143,0.73,23,46,6,13,1,1,0,5,210,14.3,17:48,50.0
62,Brian Gionta,2008-09,NJD,R,R,81,20,40,60,+12,32,0.74,14,45,3,11,3,4,0,1,248,8.1,16:58,38.6
63,Johan Franzen,2008-09,DET,L,R,71,34,25,59,+21,44,0.83,22,39,11,19,1,1,1,8,246,13.8,18:06,56.0
64,Alex Frolov,2008-09,LAK,R,L,77,32,27,59,-6,30,0.77,19,32,12,25,1,2,0,1,176,18.2,19:55,45.5
65,Nik Antropov,2008-09,"TOR,NYR",L,C,81,28,31,59,-14,30,0.73,20,41,8,17,0,1,0,4,224,12.5,17:11,40.2
66,Milan Hejduk,2008-09,COL,R,R,82,27,32,59,-19,16,0.72,16,39,10,19,1,1,0,2,211,12.8,19:56,45.0
67,Ryan Smyth,2008-09,COL,L,L,77,26,33,59,-15,62,0.77,15,38,10,20,1,1,0,3,257,10.1,20:17,51.2
68,Ryan Kesler,2008-09,VAN,R,C,82,26,33,59,+8,61,0.72,14,37,10,18,2,4,0,2,179,14.5,19:28,54.0
69,Joe Pavelski,2008-09,SJS,R,C,80,25,34,59,+5,46,0.74,14,32,8,23,3,4,0,3,266,9.4,18:58,56.3
70,Nicklas Lidstrom,2008-09,DET,L,D,78,16,43,59,+31,30,0.76,6,25,10,33,0,1,1,4,180,8.9,24:49,--
71,Scott Niedermayer,2008-09,ANA,L,D,82,14,45,59,-8,70,0.72,5,23,9,32,0,4,2,2,178,7.9,26:55,0.0
72,Brian Rafalski,2008-09,DET,R,D,78,10,49,59,+17,20,0.76,5,31,5,28,0,0,0,1,141,7.1,23:10,--
73,Nikolay Zherdev,2008-09,NYR,R,R,82,23,35,58,+6,39,0.71,18,46,4,11,1,1,0,3,219,10.5,16:50,9.1
74,Scott Gomez,2008-09,NYR,L,C,77,16,42,58,-2,60,0.75,12,40,3,17,1,1,1,7,271,5.9,21:04,52.4
75,Jason Arnott,2008-09,NSH,R,C,65,33,24,57,+2,49,0.88,24,40,9,17,0,0,1,5,196,16.8,18:55,50.6
76,Bobby Ryan,2008-09,ANA,R,R,64,31,26,57,+13,33,0.89,19,34,12,23,0,0,0,3,174,17.8,15:26,46.2
77,Olli Jokinen,2008-09,"PHX,CGY",L,C,76,29,28,57,-12,67,0.75,18,35,9,20,2,2,0,3,236,12.3,18:53,43.4
78,Jiri Hudler,2008-09,DET,L,R,82,23,34,57,+7,16,0.70,17,29,6,28,0,0,0,2,155,14.8,13:39,44.8
79,Milan Michalek,2008-09,SJS,L,L,77,23,34,57,+11,52,0.74,17,36,6,19,0,2,0,6,179,12.9,18:27,46.7
80,Dan Boyle,2008-09,SJS,R,D,77,16,41,57,+6,52,0.74,8,24,8,32,0,1,1,4,213,7.5,24:46,0.0
81,Chris Drury,2008-09,NYR,R,C,81,22,34,56,-8,32,0.69,11,34,10,20,1,2,1,2,219,10.1,20:15,51.0
82,Kristian Huselius,2008-09,CBJ,L,L,74,21,35,56,+1,44,0.76,16,42,5,14,0,0,0,2,212,9.9,19:31,28.9
83,Mark Streit,2008-09,NYI,L,D,74,16,40,56,+5,62,0.76,5,25,10,29,1,2,0,1,150,10.7,25:13,--
84,Matt Stajan,2008-09,TOR,L,C,76,15,40,55,-4,54,0.72,9,41,5,11,1,3,0,1,114,13.2,16:56,51.4
85,David Backes,2008-09,STL,R,R,82,31,23,54,-3,165,0.66,23,40,6,11,2,3,0,1,208,14.9,17:41,44.4
86,Teemu Selanne,2008-09,ANA,R,R,65,27,27,54,-3,36,0.83,11,26,16,28,0,0,1,5,186,14.5,16:29,49.1
87,Tuomo Ruutu,2008-09,CAR,L,L,79,26,28,54,0,79,0.68,16,37,10,17,0,0,1,4,190,13.7,18:19,51.4
88,Michael Ryder,2008-09,BOS,R,R,74,27,26,53,+28,26,0.72,17,36,10,17,0,0,0,7,185,14.6,14:55,46.7
89,Dustin Brown,2008-09,LAK,R,R,80,24,29,53,-15,64,0.66,17,35,7,18,0,0,1,6,292,8.2,19:24,46.3
90,Sheldon Souray,2008-09,EDM,L,D,81,23,30,53,+1,98,0.65,10,29,12,23,1,1,0,5,268,8.6,24:51,--
91,Brooks Laich,2008-09,WSH,L,C,82,23,30,53,-1,31,0.65,13,27,9,24,1,2,0,3,185,12.4,17:17,51.1
92,Chris Kunitz,2008-09,"ANA,PIT",L,L,82,23,30,53,+12,71,0.65,17,40,6,12,0,1,0,3,178,12.9,16:26,48.2
93,Shea Weber,2008-09,NSH,R,D,81,23,30,53,+1,80,0.65,12,32,10,19,1,2,1,4,251,9.2,23:58,--
94,Kris Versteeg,2008-09,CHI,R,R,78,22,31,53,+15,55,0.68,12,30,6,16,4,7,1,3,139,15.8,17:02,46.6
95,Pavol Demitra,2008-09,VAN,L,R,69,20,33,53,+6,20,0.77,16,37,4,16,0,0,1,1,143,14.0,17:29,54.6
96,Shawn Horcoff,2008-09,EDM,L,C,80,17,36,53,+7,39,0.66,9,32,8,21,0,0,0,2,178,9.6,21:22,53.9
97,Ryane Clowe,2008-09,SJS,L,L,71,22,30,52,+8,51,0.73,11,28,11,24,0,0,0,1,161,13.7,17:47,40.8
98,Brian Campbell,2008-09,CHI,L,D,82,7,45,52,+5,22,0.63,3,28,4,24,0,0,0,1,108,6.5,22:34,--
99,Bryan Little,2008-09,ATL,R,C,79,31,20,51,-5,24,0.65,19,31,12,20,0,0,0,4,172,18.0,16:55,43.5
100,Alexandre Burrows,2008-09,VAN,L,R,82,28,23,51,+23,150,0.62,24,46,0,0,4,5,1,3,175,16.0,16:51,46.3
101,Rod Brind'Amour,2008-09,CAR,L,C,80,16,35,51,-23,36,0.64,9,25,6,24,1,2,0,1,135,11.9,18:58,61.0
102,Niklas Kronwall,2008-09,DET,L,D,80,6,45,51,+2,50,0.64,2,28,4,22,0,1,0,1,121,5.0,22:54,100.0
103,Joffrey Lupul,2008-09,PHI,R,L,79,25,25,50,+1,58,0.63,19,35,6,15,0,0,0,4,194,12.9,15:41,47.6
104,Andrew Brunette,2008-09,MIN,L,L,80,22,28,50,-5,18,0.63,13,32,9,18,0,0,0,3,118,18.6,16:57,22.2
105,Zdeno Chara,2008-09,BOS,L,D,80,19,31,50,+23,95,0.63,8,20,11,28,0,2,0,3,216,8.8,26:04,25.0
106,Martin Erat,2008-09,NSH,L,R,71,17,33,50,-7,48,0.70,14,32,3,16,0,2,0,3,149,11.4,18:34,29.0
107,Saku Koivu,2008-09,MTL,L,C,65,16,34,50,+4,44,0.77,11,31,5,17,0,2,2,5,123,13.0,17:03,54.1
108,David Perron,2008-09,STL,R,L,81,15,35,50,+13,50,0.62,11,35,4,15,0,0,0,3,161,9.3,14:32,16.7
109,Dennis Wideman,2008-09,BOS,R,D,79,13,37,50,+32,34,0.63,6,24,6,25,1,1,1,2,169,7.7,24:39,--
110,Keith Tkachuk,2008-09,STL,L,L,79,25,24,49,-11,61,0.62,11,28,14,21,0,0,1,4,185,13.5,16:57,51.4
111,Jordan Staal,2008-09,PIT,L,C,82,22,27,49,+5,37,0.60,19,39,2,6,1,4,0,3,166,13.3,19:51,47.0
112,Daymond Langkow,2008-09,CGY,L,C,73,21,28,49,+1,20,0.67,17,33,4,16,0,0,0,3,161,13.0,17:11,46.9
113,Cory Stillman,2008-09,FLA,L,L,63,17,32,49,+1,37,0.78,9,28,8,21,0,0,0,2,115,14.8,16:35,36.7
114,Andrew Ladd,2008-09,CHI,L,L,82,15,34,49,+26,28,0.60,15,47,0,1,0,1,0,2,195,7.7,14:24,23.8
115,Bill Guerin,2008-09,"NYI,PIT",R,R,78,21,27,48,-12,81,0.62,16,30,5,18,0,0,0,4,226,9.3,16:40,46.9
116,Mikhail Grabovski,2008-09,TOR,L,C,78,20,28,48,-8,92,0.62,14,33,6,15,0,0,1,2,120,16.7,16:13,44.5
117,Sergei Samsonov,2008-09,CAR,R,L,81,16,32,48,-8,28,0.59,13,29,3,19,0,0,1,3,155,10.3,17:19,57.1
118,Brad Richards,2008-09,DAL,L,C,56,16,32,48,-4,6,0.86,11,27,5,19,0,2,0,2,180,8.9,20:29,50.6
119,Craig Conroy,2008-09,CGY,R,C,82,12,36,48,+20,28,0.59,11,46,0,0,1,2,0,1,104,11.5,15:22,52.8
120,Chris Pronger,2008-09,ANA,L,D,82,11,37,48,0,88,0.59,7,19,4,28,0,1,1,2,196,5.6,26:56,28.6
121,Mike Knuble,2008-09,PHI,R,R,82,27,20,47,+5,62,0.57,16,26,11,20,0,1,0,6,173,15.6,18:10,35.3
122,Patrik Berglund,2008-09,STL,L,C,76,21,26,47,+19,16,0.62,14,25,7,22,0,0,0,1,143,14.7,14:43,39.8
123,Jason Williams,2008-09,"ATL,CBJ",R,C,80,19,28,47,-4,24,0.59,12,33,7,14,0,0,1,4,153,12.4,15:51,46.0
124,Dave Bolland,2008-09,CHI,R,C,81,19,28,47,+19,52,0.58,15,40,2,3,2,4,1,4,111,17.1,16:27,44.4
125,Tim Connolly,2008-09,BUF,R,C,48,18,29,47,+12,22,0.98,12,28,5,18,1,1,0,5,126,14.3,19:07,42.1
126,Dion Phaneuf,2008-09,CGY,L,D,80,11,36,47,-11,100,0.59,7,26,4,21,0,0,0,4,277,4.0,26:32,--
127,R.J. Umberger,2008-09,CBJ,L,C,82,26,20,46,-10,53,0.56,17,34,9,11,0,1,1,2,234,11.1,18:46,48.0
128,Petr Sykora,2008-09,PIT,L,R,76,25,21,46,+3,36,0.61,12,27,13,19,0,0,0,10,180,13.9,16:17,41.7
129,Markus Naslund,2008-09,NYR,L,L,82,24,22,46,-10,57,0.56,16,32,8,14,0,0,0,0,215,11.2,17:11,50.0
130,Steven Stamkos,2008-09,TBL,R,C,79,23,23,46,-13,39,0.58,14,29,9,17,0,0,0,1,181,12.7,14:56,45.4
131,Steve Ott,2008-09,DAL,L,C,64,19,27,46,+3,135,0.72,14,34,5,12,0,0,0,0,132,14.4,17:35,46.5
132,Pierre-Marc Bouchard,2008-09,MIN,L,C,71,16,30,46,-5,20,0.65,14,30,2,16,0,0,0,1,142,11.3,16:59,57.9
133,Mike Modano,2008-09,DAL,L,C,80,15,31,46,-13,46,0.58,11,28,4,18,0,0,1,4,197,7.6,18:18,52.5
134,Matthew Lombardi,2008-09,"CGY,PHX",L,C,69,14,32,46,+13,44,0.67,12,37,1,8,1,1,0,2,177,7.9,17:41,52.0
135,Ryan Malone,2008-09,TBL,L,L,70,26,19,45,+4,98,0.64,19,34,7,11,0,0,0,3,124,21.0,17:45,29.8
136,Owen Nolan,2008-09,MIN,R,R,59,25,20,45,+5,26,0.76,13,28,12,17,0,0,0,5,148,16.9,16:24,46.6
137,Nathan Horton,2008-09,FLA,R,R,67,22,23,45,-5,48,0.67,16,30,5,14,1,1,0,5,131,16.8,17:51,43.7
138,Blake Wheeler,2008-09,BOS,R,R,81,21,24,45,+36,46,0.56,16,37,3,5,2,3,0,3,150,14.0,13:41,38.2
139,Michael Frolik,2008-09,FLA,L,R,79,21,24,45,+10,22,0.57,20,33,1,12,0,0,0,2,158,13.3,14:48,40.3
140,Drew Stafford,2008-09,BUF,R,R,79,20,25,45,+3,29,0.57,11,28,9,17,0,0,0,0,183,10.9,15:38,20.0
141,Vinny Prospal,2008-09,TBL,L,L,82,19,26,45,-20,52,0.55,12,30,7,15,0,0,0,2,194,9.8,17:41,53.0
142,Dominic Moore,2008-09,"TOR,BUF",L,C,81,13,32,45,-2,92,0.56,8,35,4,9,1,1,0,1,165,7.9,16:50,54.1
143,Rob Blake,2008-09,SJS,R,D,73,10,35,45,+15,110,0.62,4,23,6,22,0,0,0,1,198,5.1,21:16,--
144,Jaroslav Spacek,2008-09,BUF,L,D,80,8,37,45,+2,38,0.56,4,23,4,22,0,0,0,0,130,6.2,22:17,--
145,Ryan Suter,2008-09,NSH,L,D,82,7,38,45,-16,73,0.55,4,27,3,18,0,0,1,3,143,4.9,24:16,--
146,Tom Gilbert,2008-09,EDM,R,D,82,5,40,45,+6,26,0.55,3,28,2,16,0,1,0,1,107,4.7,21:58,--
147,Patrick Sharp,2008-09,CHI,R,L,61,26,18,44,+6,41,0.72,17,25,9,18,0,1,0,4,184,14.1,17:57,45.8
148,Todd Bertuzzi,2008-09,CGY,L,R,66,15,29,44,-13,74,0.67,9,28,6,16,0,0,1,4,127,11.8,18:36,46.7
149,Andy McDonald,2008-09,STL,L,C,46,15,29,44,-13,24,0.96,8,24,6,19,1,1,1,1,128,11.7,19:05,58.0
150,Antti Miettinen,2008-09,MIN,R,R,82,15,29,44,-1,32,0.54,9,28,4,13,2,3,0,3,186,8.1,18:17,46.7
151,Rich Peverley,2008-09,"NSH,ATL",R,C,66,15,29,44,+13,33,0.67,12,35,2,7,1,2,1,5,117,12.8,16:05,51.8
152,Lee Stempniak,2008-09,"STL,TOR",R,R,75,14,30,44,-12,33,0.59,11,30,3,13,0,1,1,1,171,8.2,16:32,30.8
153,Duncan Keith,2008-09,CHI,L,D,77,8,36,44,+33,60,0.57,5,32,2,11,1,1,1,1,173,4.6,25:34,--
154,Matt Cullen,2008-09,CAR,L,C,69,22,21,43,+11,20,0.62,16,31,4,7,2,5,0,2,139,15.8,16:48,51.7
155,Ales Kotalik,2008-09,"BUF,EDM",R,R,75,20,23,43,-5,34,0.57,11,22,9,21,0,0,0,1,208,9.6,15:27,42.4
156,Patrick O'Sullivan,2008-09,"LAK,EDM",L,C,81,16,27,43,-6,28,0.53,13,33,2,9,1,1,0,1,259,6.2,19:09,41.4
157,Kevin Bieksa,2008-09,VAN,R,D,72,11,32,43,-4,97,0.60,6,16,5,25,0,2,0,2,153,7.2,23:29,--
158,Kimmo Timonen,2008-09,PHI,L,D,77,3,40,43,+19,54,0.56,1,14,2,28,0,1,0,0,104,2.9,24:31,0.0
159,Niklas Hagman,2008-09,TOR,L,L,65,22,20,42,-5,4,0.65,16,29,6,13,0,0,1,3,168,13.1,17:05,0.0
160,Chuck Kobasew,2008-09,BOS,R,R,68,21,21,42,+5,56,0.62,15,33,6,9,0,0,0,3,129,16.3,14:41,23.1
161,David Legwand,2008-09,NSH,L,C,73,20,22,42,-3,32,0.58,16,31,1,7,3,4,0,1,175,11.4,19:27,49.8
162,Michal Handzus,2008-09,LAK,L,C,82,18,24,42,-7,32,0.51,10,24,7,16,1,2,2,4,143,12.6,18:54,54.5
163,Erik Cole,2008-09,"EDM,CAR",L,L,80,18,24,42,0,73,0.53,13,33,5,9,0,0,0,1,178,10.1,17:37,40.8
164,Milan Lucic,2008-09,BOS,L,L,72,17,25,42,+17,136,0.58,15,34,2,8,0,0,0,3,97,17.5,14:57,60.0
165,Jay Bouwmeester,2008-09,FLA,L,D,82,15,27,42,-2,68,0.51,6,21,9,20,0,1,0,2,182,8.2,26:59,--
166,Wojtek Wolski,2008-09,COL,L,L,78,14,28,42,-13,28,0.54,11,30,2,11,1,1,1,3,169,8.3,18:23,48.2
167,Marek Zidlicky,2008-09,MIN,R,D,76,12,30,42,-12,76,0.55,2,17,10,25,0,0,0,3,147,8.2,22:07,--
168,Christian Ehrhoff,2008-09,SJS,L,D,77,8,34,42,-12,63,0.55,3,17,5,25,0,0,1,2,165,4.9,21:14,--
169,Andrei Kostitsyn,2008-09,MTL,L,L,74,23,18,41,-7,50,0.55,17,26,6,15,0,0,0,2,169,13.6,15:35,50.0
170,Jarret Stoll,2008-09,LAK,R,C,74,18,23,41,-7,68,0.55,8,19,10,22,0,0,0,1,155,11.6,17:05,57.2
171,Alex Tanguay,2008-09,MTL,L,L,50,16,25,41,+13,34,0.82,11,25,5,16,0,0,0,3,76,21.1,16:05,33.3
172,Antoine Vermette,2008-09,"OTT,CBJ",L,C,79,16,25,41,-7,50,0.52,12,28,3,12,1,1,1,1,174,9.2,18:22,57.7
173,Sam Gagner,2008-09,EDM,R,C,76,16,25,41,-1,51,0.54,10,30,6,11,0,0,0,1,156,10.3,16:46,42.0
174,Steve Reinprecht,2008-09,PHX,L,C,73,14,27,41,0,20,0.56,11,34,3,7,0,0,0,3,95,14.7,15:54,46.3
175,Viktor Kozlov,2008-09,WSH,R,C,67,13,28,41,-9,16,0.61,11,26,2,15,0,0,0,0,153,8.5,15:40,30.3
176,Brandon Dubinsky,2008-09,NYR,L,C,82,13,28,41,-6,112,0.50,9,31,3,8,1,2,0,7,188,6.9,16:38,53.6
177,Colby Armstrong,2008-09,ATL,R,R,82,22,18,40,+5,75,0.49,19,36,3,4,0,0,0,2,141,15.6,15:09,28.6
178,Ryan Callahan,2008-09,NYR,R,R,81,22,18,40,+7,45,0.49,19,35,2,4,1,1,0,1,237,9.3,17:04,70.0
179,Rene Bourque,2008-09,CGY,L,R,58,21,19,40,+18,70,0.69,20,38,0,1,1,1,0,0,149,14.1,16:05,50.0
180,Mikael Samuelsson,2008-09,DET,R,R,81,19,21,40,0,50,0.49,12,20,7,20,0,0,0,1,257,7.4,15:22,25.0
181,Dainius Zubrus,2008-09,NJD,L,C,82,15,25,40,+6,69,0.49,14,29,1,11,0,0,0,3,130,11.5,15:16,51.3
182,Pavel Kubina,2008-09,TOR,R,D,82,14,26,40,-15,94,0.49,5,18,9,22,0,0,2,4,184,7.6,22:03,--
183,Daniel Cleary,2008-09,DET,L,R,74,14,26,40,0,46,0.54,11,34,3,6,0,0,0,3,163,8.6,16:56,55.4
184,Curtis Glencross,2008-09,CGY,L,L,74,13,27,40,+14,42,0.54,11,34,1,5,1,1,0,3,152,8.6,14:41,48.4
185,Valtteri Filppula,2008-09,DET,L,C,80,12,28,40,+9,42,0.50,11,36,1,4,0,0,0,1,129,9.3,16:06,52.1
186,Cam Barker,2008-09,CHI,L,D,68,6,34,40,-6,65,0.59,1,10,5,29,0,1,0,1,101,5.9,18:20,0.0
187,Filip Kuba,2008-09,OTT,L,D,71,3,37,40,+4,28,0.56,1,14,2,26,0,0,0,0,111,2.7,23:17,--
188,Tomas Plekanec,2008-09,MTL,L,C,80,20,19,39,-9,54,0.49,11,24,6,12,3,3,0,2,202,9.9,17:15,50.6
189,David Moss,2008-09,CGY,R,R,81,20,19,39,-5,22,0.48,12,27,8,11,0,1,0,4,194,10.3,13:36,50.0
190,Robert Lang,2008-09,MTL,R,C,50,18,21,39,+6,36,0.78,9,20,8,17,1,2,0,3,101,17.8,16:53,48.8
191,Kyle Okposo,2008-09,NYI,R,R,65,18,21,39,-6,36,0.60,9,25,9,13,0,1,1,3,165,10.9,18:01,33.3
192,Ruslan Fedotenko,2008-09,PIT,L,L,65,16,23,39,+18,44,0.60,15,35,1,4,0,0,1,3,117,13.7,14:06,22.2
193,Bryan McCabe,2008-09,FLA,L,D,69,15,24,39,-1,41,0.57,7,20,8,19,0,0,1,3,153,9.8,23:08,--
194,T.J. Oshie,2008-09,STL,R,R,57,14,25,39,+16,30,0.68,7,22,6,13,1,4,0,1,101,13.9,16:35,43.1
195,John-Michael Liles,2008-09,COL,L,D,75,12,27,39,-19,31,0.52,6,18,6,21,0,0,1,1,146,8.2,21:33,--
