#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
196,Nikolay Kulemin,2009-10,TOR,L,L,78,16,20,36,0,16,0.46,15,33,0,2,1,1,2,3,145,11.0,16:22,40.9
197,Shawn Horcoff,2009-10,EDM,L,C,77,13,23,36,-29,51,0.47,9,24,4,10,0,2,0,1,123,10.6,19:26,46.5
198,Derick Brassard,2009-10,CBJ,L,C,79,9,27,36,-17,48,0.46,5,26,4,10,0,0,0,0,125,7.2,14:57,41.8
199,Jack Johnson,2009-10,LAK,L,D,80,8,28,36,-15,48,0.45,5,23,3,13,0,0,0,0,130,6.2,22:37,--
200,Blake Comeau,2009-10,NYI,R,L,61,17,18,35,-2,40,0.57,16,28,0,3,1,4,0,2,133,12.8,15:25,47.6
201,Clarke MacArthur,2009-10,"BUF,ATL",L,L,81,16,19,35,-16,49,0.43,11,26,4,8,1,1,0,3,129,12.4,14:42,43.8
202,Josh Bailey,2009-10,NYI,L,R,73,16,19,35,+5,18,0.48,12,24,3,10,1,1,2,2,112,14.3,15:09,40.1
203,James van Riemsdyk,2009-10,PHI,L,L,78,15,20,35,-1,30,0.45,11,28,4,7,0,0,0,6,173,8.7,12:58,0.0
204,Tuomo Ruutu,2009-10,CAR,L,L,54,14,21,35,-4,50,0.65,9,23,5,12,0,0,0,1,122,11.5,16:23,40.4
205,Valtteri Filppula,2009-10,DET,L,C,55,11,24,35,-4,24,0.64,9,25,1,8,1,2,0,1,114,9.7,18:14,51.7
206,Mikhail Grabovski,2009-10,TOR,L,C,59,10,25,35,+3,10,0.59,7,29,2,5,1,1,1,3,126,7.9,16:48,49.8
207,Matt Carle,2009-10,PHI,L,D,80,6,29,35,+19,16,0.44,4,21,2,14,0,0,0,1,137,4.4,23:23,--
208,Milan Michalek,2009-10,OTT,L,L,66,22,12,34,-12,18,0.52,12,20,8,12,2,2,0,3,163,13.5,18:15,50.0
209,Dustin Byfuglien,2009-10,CHI,R,D,82,17,17,34,-7,94,0.41,11,23,6,11,0,0,1,3,211,8.1,16:25,50.0
210,Daniel Cleary,2009-10,DET,L,R,64,15,19,34,-3,29,0.53,13,27,2,7,0,0,0,2,140,10.7,17:14,49.6
211,Jason Chimera,2009-10,"CBJ,WSH",L,L,78,15,19,34,-1,98,0.44,14,33,1,1,0,0,0,1,160,9.4,13:42,55.0
212,Drew Stafford,2009-10,BUF,R,R,71,14,20,34,+4,35,0.48,9,23,5,11,0,0,0,1,181,7.7,14:28,47.7
213,Joel Ward,2009-10,NSH,R,R,71,13,21,34,-5,18,0.48,9,29,3,4,1,1,0,1,134,9.7,17:33,38.3
214,Marc-Andre Bergeron,2009-10,MTL,L,D,60,13,21,34,-7,16,0.57,6,12,7,22,0,0,1,4,123,10.6,15:04,--
215,Bryan Little,2009-10,ATL,R,C,79,13,21,34,-6,20,0.43,10,28,3,6,0,0,0,1,165,7.9,15:45,44.2
216,Patrick O'Sullivan,2009-10,EDM,L,C,73,11,23,34,-35,32,0.47,7,21,3,12,1,1,0,3,191,5.8,17:31,36.4
217,Ed Jovanovski,2009-10,PHX,L,D,66,10,24,34,-12,55,0.52,5,18,5,14,0,2,1,2,117,8.6,21:38,0.0
218,Andrei Markov,2009-10,MTL,L,D,45,6,28,34,+11,32,0.76,2,17,4,16,0,1,0,1,85,7.1,23:48,--
219,Anton Stralman,2009-10,CBJ,R,D,73,6,28,34,-17,37,0.47,2,12,4,22,0,0,0,0,121,5.0,20:29,--
220,Michael Ryder,2009-10,BOS,R,R,82,18,15,33,+3,35,0.40,11,23,7,10,0,0,0,1,191,9.4,15:18,13.3
221,Owen Nolan,2009-10,MIN,R,R,73,16,17,33,-12,40,0.45,11,23,4,9,1,1,0,3,151,10.6,16:36,47.2
222,Andrei Kostitsyn,2009-10,MTL,L,L,59,15,18,33,+1,32,0.56,9,24,6,9,0,0,1,2,136,11.0,15:59,16.7
223,Curtis Glencross,2009-10,CGY,L,L,67,15,18,33,+11,58,0.49,10,25,2,4,3,4,0,2,117,12.8,15:43,37.5
224,Manny Malhotra,2009-10,SJS,L,C,71,14,19,33,+17,41,0.46,12,25,2,8,0,0,0,4,111,12.6,15:37,62.5
225,Martin Hanzal,2009-10,PHX,L,C,81,11,22,33,0,104,0.41,9,27,2,6,0,0,0,0,147,7.5,18:29,50.6
226,Marc Savard,2009-10,BOS,L,C,41,10,23,33,+2,14,0.80,4,16,6,17,0,0,0,2,90,11.1,18:35,48.8
227,Scottie Upshall,2009-10,PHX,L,R,49,18,14,32,+5,50,0.65,16,29,2,3,0,0,0,4,119,15.1,15:03,41.2
228,Chris Kelly,2009-10,OTT,L,C,81,15,17,32,-7,38,0.40,15,32,0,0,0,0,0,3,112,13.4,14:58,45.6
229,Ryan Potulny,2009-10,EDM,L,C,64,15,17,32,-21,28,0.50,7,20,7,10,1,2,0,2,152,9.9,16:17,47.4
230,Chris Drury,2009-10,NYR,R,C,77,14,18,32,-10,31,0.42,12,23,2,8,0,1,0,1,148,9.5,17:47,52.9
231,Radek Dvorak,2009-10,FLA,R,R,76,14,18,32,-7,20,0.42,10,26,1,3,3,3,0,1,140,10.0,17:26,17.7
232,Nigel Dawes,2009-10,CGY,L,L,66,14,18,32,+1,18,0.48,10,23,4,9,0,0,0,2,96,14.6,14:32,0.0
233,Keith Tkachuk,2009-10,STL,L,L,67,13,19,32,-2,56,0.48,8,21,5,10,0,1,0,1,120,10.8,13:30,56.0
234,Chris Kunitz,2009-10,PIT,L,L,50,13,19,32,+3,39,0.64,10,24,2,7,1,1,0,0,131,9.9,16:26,40.0
235,Dion Phaneuf,2009-10,"CGY,TOR",L,D,81,12,20,32,+1,83,0.40,7,16,5,16,0,0,2,3,225,5.3,24:14,--
236,Kyle Brodziak,2009-10,MIN,R,C,82,9,23,32,-3,22,0.39,9,29,0,3,0,0,1,3,140,6.4,15:20,48.4
237,Carlo Colaiacovo,2009-10,STL,L,D,67,7,25,32,+8,60,0.48,2,23,4,7,1,2,0,1,74,9.5,17:18,100.0
238,Fedor Tyutin,2009-10,CBJ,L,D,80,6,26,32,-7,49,0.40,3,14,3,18,0,0,0,2,149,4.0,23:31,33.3
239,Dennis Seidenberg,2009-10,"FLA,BOS",L,D,79,4,28,32,+6,39,0.41,2,22,2,9,0,1,0,1,153,2.6,22:55,0.0
240,Sean Avery,2009-10,NYR,L,L,69,11,20,31,0,160,0.45,8,22,3,9,0,0,0,1,139,7.9,13:23,28.6
241,Richard Park,2009-10,NYI,R,R,81,9,22,31,-9,28,0.38,8,29,0,1,1,1,0,4,146,6.2,15:45,51.5
242,John-Michael Liles,2009-10,COL,L,D,59,6,25,31,-2,30,0.53,3,11,3,20,0,0,1,2,96,6.3,18:28,--
243,Tom Gilbert,2009-10,EDM,R,D,82,5,26,31,-10,16,0.38,3,20,1,9,1,2,0,0,98,5.1,22:25,--
244,Matt Cooke,2009-10,PIT,L,L,79,15,15,30,+17,106,0.38,13,26,2,3,0,1,0,1,105,14.3,14:47,54.2
245,Mike Modano,2009-10,DAL,L,C,59,14,16,30,-6,22,0.51,11,20,3,10,0,0,0,2,115,12.2,14:18,50.4
246,Marcel Goc,2009-10,NSH,L,C,73,12,18,30,+10,14,0.41,12,30,0,0,0,0,0,1,118,10.2,14:41,52.1
247,Ruslan Fedotenko,2009-10,PIT,L,L,80,11,19,30,-17,50,0.38,8,23,3,7,0,0,0,3,158,7.0,14:39,35.7
248,Mark Giordano,2009-10,CGY,L,D,82,11,19,30,+17,81,0.37,6,16,5,14,0,0,0,1,111,9.9,20:50,--
249,Vernon Fiddler,2009-10,PHX,L,C,76,8,22,30,+13,46,0.39,5,27,0,0,3,3,0,1,119,6.7,14:21,52.5
250,Rob Blake,2009-10,SJS,R,D,70,7,23,30,+14,60,0.43,3,21,4,8,0,1,0,1,182,3.9,21:21,--
251,Dennis Wideman,2009-10,BOS,R,D,76,6,24,30,-14,34,0.39,4,15,2,13,0,2,0,2,146,4.1,23:33,--
252,Brent Seabrook,2009-10,CHI,R,D,78,4,26,30,+20,59,0.38,4,22,0,6,0,2,2,2,129,3.1,23:13,--
253,James Wisniewski,2009-10,ANA,R,D,69,3,27,30,-5,56,0.43,1,18,2,9,0,3,0,0,146,2.1,24:21,--
254,Glen Metropolit,2009-10,MTL,R,C,69,16,13,29,-1,24,0.42,6,16,10,13,0,0,0,1,115,13.9,13:34,49.5
255,Colby Armstrong,2009-10,ATL,R,R,79,15,14,29,+6,61,0.37,14,24,0,2,1,3,0,1,101,14.9,14:48,50.0
256,Sergei Samsonov,2009-10,CAR,R,L,72,14,15,29,-15,32,0.40,12,22,2,7,0,0,1,2,104,13.5,13:23,0.0
257,Rostislav Olesz,2009-10,FLA,L,L,78,14,15,29,-4,28,0.37,11,23,3,6,0,0,0,3,178,7.9,15:24,22.2
258,Peter Regin,2009-10,OTT,L,C,75,13,16,29,+10,20,0.39,12,24,1,5,0,0,0,1,135,9.6,12:54,44.6
259,Jay McClement,2009-10,STL,L,C,82,11,18,29,0,22,0.35,11,27,0,0,0,2,0,3,109,10.1,16:44,49.7
260,Justin Williams,2009-10,LAK,R,R,49,10,19,29,+3,39,0.59,9,22,1,7,0,0,0,1,140,7.1,16:23,36.4
261,Robert Lang,2009-10,PHX,R,C,64,9,20,29,-4,28,0.45,6,17,3,12,0,0,0,1,84,10.7,15:05,51.1
262,Kyle Quincey,2009-10,COL,L,D,79,6,23,29,+9,76,0.37,5,17,1,11,0,1,0,0,139,4.3,23:37,0.0
263,Derek Morris,2009-10,"BOS,PHX",R,D,76,4,25,29,+2,37,0.38,2,16,2,13,0,0,0,0,120,3.3,21:27,0.0
264,Jay Bouwmeester,2009-10,CGY,L,D,82,3,26,29,-4,48,0.35,2,15,1,12,0,2,0,0,130,2.3,25:55,--
265,Benoit Pouliot,2009-10,"MIN,MTL",L,L,53,17,11,28,+8,43,0.53,13,22,4,6,0,0,0,3,111,15.3,15:28,45.5
266,Artem Anisimov,2009-10,NYR,L,C,82,12,16,28,-2,32,0.34,11,26,1,2,0,0,0,2,124,9.7,12:54,44.9
267,Trent Hunter,2009-10,NYI,R,R,61,11,17,28,+3,18,0.46,8,22,3,6,0,0,0,1,159,6.9,15:11,22.2
268,Chad LaRose,2009-10,CAR,R,R,56,11,17,28,-2,24,0.50,10,27,0,0,1,1,0,0,138,8.0,15:42,16.7
269,Dominic Moore,2009-10,"FLA,MTL",L,C,69,10,18,28,-3,43,0.41,6,24,2,2,2,2,0,0,119,8.4,14:50,55.1
270,Andrew Cogliano,2009-10,EDM,L,C,82,10,18,28,-5,31,0.34,9,25,1,3,0,0,0,1,139,7.2,14:11,43.0
271,Sami Salo,2009-10,VAN,R,D,68,9,19,28,+14,18,0.41,3,13,6,13,0,2,1,3,119,7.6,20:41,--
272,Adrian Aucoin,2009-10,PHX,R,D,82,8,20,28,+2,56,0.34,7,16,1,12,0,0,1,2,144,5.6,22:33,100.0
273,Keith Ballard,2009-10,FLA,L,D,82,8,20,28,-7,88,0.34,7,18,1,9,0,1,0,1,90,8.9,22:24,--
274,Filip Kuba,2009-10,OTT,L,D,53,3,25,28,-5,28,0.53,1,17,2,11,0,0,0,0,90,3.3,22:51,0.0
275,Ales Kotalik,2009-10,"NYR,CGY",R,R,71,11,16,27,-17,67,0.38,6,10,5,17,0,0,0,4,172,6.4,14:11,50.0
276,Robert Nilsson,2009-10,EDM,L,C,60,11,16,27,-17,12,0.45,8,19,3,8,0,0,0,1,104,10.6,14:45,33.3
277,Brad Richardson,2009-10,LAK,L,R,81,11,16,27,+1,37,0.33,10,25,0,0,1,2,0,4,148,7.4,12:51,48.1
278,Dainius Zubrus,2009-10,NJD,L,C,51,10,17,27,+4,28,0.53,9,23,1,3,0,1,0,4,86,11.6,16:29,48.5
279,Marc Staal,2009-10,NYR,L,D,82,8,19,27,+11,44,0.33,8,27,0,0,0,0,0,2,78,10.3,23:08,--
280,Tyler Bozak,2009-10,TOR,R,C,37,8,19,27,-5,6,0.73,6,22,2,5,0,0,0,1,51,15.7,19:14,55.3
281,Kris Letang,2009-10,PIT,R,D,73,3,24,27,+1,51,0.37,3,22,0,5,0,0,0,0,174,1.7,21:34,--
282,Evander Kane,2009-10,ATL,L,L,66,14,12,26,+2,62,0.39,13,25,0,0,1,1,0,3,127,11.0,14:00,53.9
283,Patrik Berglund,2009-10,STL,L,C,71,13,13,26,-5,16,0.37,7,17,6,9,0,0,0,4,129,10.1,13:30,43.7
284,Jarkko Ruutu,2009-10,OTT,L,L,82,12,14,26,-2,121,0.32,12,24,0,1,0,1,0,1,106,11.3,13:21,20.8
285,Jordan Leopold,2009-10,"FLA,PIT",L,D,81,11,15,26,-2,28,0.32,10,24,1,2,0,0,2,3,95,11.6,21:56,--
286,Tim Kennedy,2009-10,BUF,L,L,78,10,16,26,-3,50,0.33,9,24,1,2,0,0,0,3,98,10.2,12:57,33.5
287,Nick Foligno,2009-10,OTT,L,L,61,9,17,26,+6,53,0.43,7,20,2,6,0,0,0,2,83,10.8,14:19,34.0
288,Vyacheslav Kozlov,2009-10,ATL,L,L,55,8,18,26,-15,33,0.47,5,14,3,12,0,0,0,1,113,7.1,15:16,40.0
289,Erik Christensen,2009-10,"ANA,NYR",L,C,58,8,18,26,+11,26,0.45,7,22,1,4,0,0,0,1,86,9.3,14:51,48.8
290,Ryan O'Reilly,2009-10,COL,L,C,81,8,18,26,+4,18,0.32,6,24,0,0,2,2,0,2,135,5.9,16:46,47.8
291,Todd White,2009-10,ATL,L,C,65,7,19,26,-11,24,0.40,5,16,2,10,0,0,0,3,92,7.6,15:15,53.8
292,Roman Hamrlik,2009-10,MTL,L,D,75,6,20,26,-2,56,0.35,4,16,2,9,0,1,1,1,100,6.0,23:26,--
293,Francois Beauchemin,2009-10,TOR,L,D,82,5,21,26,-13,33,0.32,1,16,4,10,0,0,0,1,170,2.9,25:28,75.0
294,Ron Hainsey,2009-10,ATL,L,D,80,5,21,26,-6,39,0.33,5,19,0,5,0,2,0,0,121,4.1,22:08,--
295,Erik Karlsson,2009-10,OTT,R,D,60,5,21,26,-5,24,0.43,4,16,1,10,0,0,0,0,112,4.5,20:07,--
296,Kyle Wellwood,2009-10,VAN,R,C,75,14,11,25,+6,12,0.33,11,20,3,5,0,0,0,2,98,14.3,13:52,53.8
297,Tyler Kennedy,2009-10,PIT,R,C,64,13,12,25,+10,31,0.39,12,24,1,1,0,0,0,4,175,7.4,12:35,42.2
298,Rob Schremp,2009-10,NYI,L,C,44,7,18,25,-4,8,0.57,2,15,5,10,0,0,0,0,74,9.5,13:54,47.3
299,Brooks Orpik,2009-10,PIT,L,D,73,2,23,25,+6,64,0.34,2,23,0,1,0,1,0,0,61,3.3,20:06,--
300,David Clarkson,2009-10,NJD,R,R,46,11,13,24,+3,85,0.52,8,18,3,6,0,0,0,2,106,10.4,14:27,30.0
301,Dustin Boyd,2009-10,"CGY,NSH",L,C,78,11,13,24,+6,19,0.31,11,21,0,2,0,1,0,3,112,9.8,12:14,51.6
302,Scott Parse,2009-10,LAK,R,L,59,11,13,24,+13,22,0.41,11,24,0,0,0,0,0,1,78,14.1,10:32,54.6
303,Darren Helm,2009-10,DET,L,C,75,11,13,24,-2,18,0.32,8,21,0,0,3,3,0,3,165,6.7,14:30,51.1
304,Darcy Tucker,2009-10,COL,L,R,71,10,14,24,-3,47,0.34,7,14,3,10,0,0,0,1,73,13.7,12:07,64.4
305,Arron Asham,2009-10,PHI,R,R,72,10,14,24,-2,126,0.33,10,24,0,0,0,0,0,2,91,11.0,10:04,15.4
306,Matt Bradley,2009-10,WSH,R,R,77,10,14,24,+6,47,0.31,9,23,0,0,1,1,0,5,98,10.2,11:02,39.3
307,Chris Phillips,2009-10,OTT,L,D,82,8,16,24,+8,45,0.29,6,18,1,4,1,2,0,2,82,9.8,22:21,--
308,Dan Girardi,2009-10,NYR,R,D,82,6,18,24,-2,53,0.29,4,19,1,4,1,1,0,1,108,5.6,21:29,--
309,Dan Hamhuis,2009-10,NSH,L,D,78,5,19,24,+4,49,0.31,5,23,0,1,0,0,0,0,115,4.4,21:15,--
310,Tom Poti,2009-10,WSH,L,D,70,4,20,24,+26,42,0.34,2,18,2,6,0,0,0,0,69,5.8,21:24,--
311,Taylor Pyatt,2009-10,PHX,L,L,74,12,11,23,+13,39,0.31,11,21,1,2,0,0,0,3,121,9.9,13:27,0.0
312,John Madden,2009-10,CHI,L,C,79,10,13,23,-2,12,0.29,10,22,0,0,0,1,0,0,127,7.9,15:25,53.0
313,Sean Bergenheim,2009-10,NYI,L,L,63,10,13,23,+1,45,0.37,8,20,0,0,2,3,0,0,133,7.5,14:04,29.4
314,Zach Bogosian,2009-10,ATL,R,D,81,10,13,23,-18,61,0.28,6,15,3,6,1,2,0,0,155,6.5,21:25,--
315,John Mitchell,2009-10,TOR,L,C,60,6,17,23,-7,31,0.38,5,18,1,3,0,2,0,1,90,6.7,15:49,51.2
316,Steve Montador,2009-10,BUF,R,D,78,5,18,23,0,75,0.29,5,22,0,1,0,0,0,2,134,3.7,17:06,0.0
317,Michal Rozsival,2009-10,NYR,R,D,82,3,20,23,+3,78,0.28,2,18,1,4,0,1,0,1,80,3.8,21:26,100.0
318,Jeff Schultz,2009-10,WSH,L,D,73,3,20,23,+50,32,0.32,3,23,0,0,0,0,0,0,43,7.0,19:52,--
319,Jon Sim,2009-10,NYI,L,L,77,13,9,22,-4,44,0.29,12,21,1,1,0,0,0,0,128,10.2,11:39,50.0
320,Petr Prucha,2009-10,PHX,R,R,79,13,9,22,-2,23,0.28,9,16,4,6,0,0,0,2,128,10.2,14:02,45.0
321,Paul Gaustad,2009-10,BUF,L,C,65,12,10,22,-7,82,0.34,9,17,3,5,0,0,0,1,111,10.8,15:45,57.4
322,Patrick Eaves,2009-10,DET,R,R,65,12,10,22,0,26,0.34,11,21,0,0,1,1,0,1,120,10.0,13:26,28.6
323,Daniel Carcillo,2009-10,PHI,L,L,76,12,10,22,+5,207,0.29,11,20,1,2,0,0,0,1,105,11.4,11:15,33.3
324,Steve Bernier,2009-10,VAN,R,R,59,11,11,22,0,21,0.37,8,18,3,4,0,0,0,0,95,11.6,14:10,20.6
325,Rob Niedermayer,2009-10,NJD,L,C,71,10,12,22,+3,45,0.31,9,19,0,1,1,2,0,0,93,10.8,16:49,50.6
326,Mike Grier,2009-10,BUF,R,R,73,10,12,22,-4,14,0.30,10,21,0,0,0,1,0,2,123,8.1,15:48,38.5
327,Chris Neil,2009-10,OTT,R,R,68,10,12,22,-1,175,0.32,9,21,1,1,0,0,0,2,100,10.0,11:59,50.0
328,Todd Marchant,2009-10,ANA,L,C,78,9,13,22,-16,32,0.28,6,19,0,0,3,3,0,1,83,10.8,15:49,49.9
329,Kris Draper,2009-10,DET,L,C,81,7,15,22,-2,28,0.27,6,20,1,1,0,1,0,0,98,7.1,11:32,52.0
330,Niklas Kronwall,2009-10,DET,L,D,48,7,15,22,+5,32,0.46,4,10,3,8,0,4,0,0,68,10.3,21:55,--
331,Ales Hemsky,2009-10,EDM,R,R,22,7,15,22,+7,8,1.00,4,14,3,8,0,0,0,0,57,12.3,17:56,100.0
332,Kris Russell,2009-10,CBJ,L,D,70,7,15,22,+3,32,0.31,7,15,0,7,0,0,1,1,108,6.5,18:35,--
333,Trevor Daley,2009-10,DAL,L,D,77,6,16,22,+3,25,0.29,4,16,2,5,0,1,0,2,107,5.6,22:11,--
334,Kent Huskins,2009-10,SJS,L,D,82,3,19,22,+6,47,0.27,3,20,0,2,0,0,0,0,47,6.4,17:29,--
335,Kevin Bieksa,2009-10,VAN,R,D,55,3,19,22,-5,85,0.40,2,15,1,7,0,0,0,0,95,3.2,21:49,--
336,Mike Comrie,2009-10,EDM,L,C,43,13,8,21,-9,30,0.49,8,11,5,10,0,0,0,0,97,13.4,14:14,53.2
337,Cal Clutterbuck,2009-10,MIN,R,R,74,13,8,21,-8,52,0.28,10,18,1,1,2,2,1,1,136,9.6,14:17,30.0
338,Tomas Kopecky,2009-10,CHI,L,R,74,10,11,21,0,28,0.28,9,19,1,2,0,0,0,2,95,10.5,9:29,44.1
339,Johan Franzen,2009-10,DET,L,R,27,10,11,21,+1,22,0.78,4,10,6,11,0,0,0,1,91,11.0,18:42,55.6
340,Tom Kostopoulos,2009-10,CAR,R,R,82,8,13,21,+4,106,0.26,6,18,0,0,2,3,0,0,103,7.8,12:31,47.6
341,Denis Grebeshkov,2009-10,"EDM,NSH",L,D,51,7,14,21,-16,32,0.41,6,12,1,8,0,1,0,0,47,14.9,21:24,100.0
342,Cody Franson,2009-10,NSH,R,D,61,6,15,21,+15,16,0.34,5,15,1,6,0,0,1,3,90,6.7,14:12,--
343,Randy Jones,2009-10,LAK,L,D,48,5,16,21,-3,28,0.44,3,12,1,8,1,1,0,1,54,9.3,18:10,--
344,Cam Barker,2009-10,"CHI,MIN",L,D,70,5,16,21,+5,68,0.30,1,11,4,10,0,0,0,1,105,4.8,15:31,--
345,Roman Polak,2009-10,STL,R,D,78,4,17,21,+7,59,0.27,4,21,0,0,0,0,0,1,73,5.5,19:59,--
346,Jason Demers,2009-10,SJS,R,D,51,4,17,21,+5,21,0.41,1,10,3,11,0,0,0,1,52,7.7,15:26,--
347,Jaroslav Spacek,2009-10,MTL,L,D,74,3,18,21,+9,50,0.28,2,13,1,7,0,1,0,0,99,3.0,21:48,--
348,Ryan Wilson,2009-10,COL,L,D,61,3,18,21,+13,36,0.34,3,21,0,0,0,0,0,0,46,6.5,16:16,--
349,Jack Hillen,2009-10,NYI,L,D,69,3,18,21,-5,44,0.30,2,15,1,5,0,1,0,0,78,3.9,20:42,100.0
350,Chris Butler,2009-10,BUF,L,D,59,1,20,21,-15,22,0.36,1,9,0,12,0,0,0,0,61,1.6,20:01,--
351,Daniel Paille,2009-10,"BUF,BOS",L,L,76,10,10,20,-3,12,0.26,9,18,0,0,1,2,0,0,120,8.3,13:43,30.8
352,Milan Lucic,2009-10,BOS,L,L,50,9,11,20,-7,44,0.40,9,19,0,1,0,0,0,2,72,12.5,14:21,21.4
353,Chris Clark,2009-10,"WSH,CBJ",R,R,74,7,13,20,-12,48,0.27,7,16,0,4,0,0,0,1,105,6.7,11:52,35.0
354,Kyle Cumiskey,2009-10,COL,L,D,61,7,13,20,0,20,0.33,5,13,2,7,0,0,1,1,74,9.5,19:48,--
355,Toni Lydman,2009-10,BUF,L,D,67,4,16,20,+10,30,0.30,4,18,0,2,0,0,0,1,77,5.2,18:52,--
356,Henrik Tallinder,2009-10,BUF,L,D,82,4,16,20,+13,32,0.24,4,19,0,0,0,1,0,0,53,7.6,20:37,--
357,Brad Stuart,2009-10,DET,L,D,82,4,16,20,-12,22,0.24,3,17,1,3,0,0,1,2,153,2.6,23:10,50.0
358,Victor Hedman,2009-10,TBL,L,D,74,4,16,20,-3,79,0.27,4,19,0,1,0,0,0,0,90,4.4,20:51,--
359,Ian Laperriere,2009-10,PHI,R,R,82,3,17,20,-1,162,0.24,3,19,0,0,0,1,0,0,53,5.7,12:30,42.4
360,Brett Clark,2009-10,COL,L,D,64,3,17,20,+6,28,0.31,1,13,2,7,0,0,0,1,75,4.0,19:08,--
361,Brent Burns,2009-10,MIN,R,D,47,3,17,20,-15,32,0.43,1,9,2,11,0,0,0,0,104,2.9,22:22,--
362,Nick Schultz,2009-10,MIN,L,D,80,1,19,20,-8,43,0.25,0,15,1,3,0,2,0,0,83,1.2,20:58,--
363,Mike Rupp,2009-10,PIT,L,L,81,13,6,19,+5,120,0.23,13,19,0,0,0,0,0,1,87,14.9,9:03,44.1
364,Eric Nystrom,2009-10,CGY,L,L,82,11,8,19,0,54,0.23,11,19,0,0,0,0,0,2,91,12.1,13:11,45.5
365,Brandon Yip,2009-10,COL,R,R,32,11,8,19,+5,22,0.59,7,14,4,5,0,0,0,2,65,16.9,14:41,0.0
366,Drew Miller,2009-10,"TBL,DET",L,L,80,10,9,19,+2,12,0.24,8,14,1,4,1,1,0,3,103,9.7,12:37,32.6
367,Rod Brind'Amour,2009-10,CAR,L,C,80,9,10,19,-29,36,0.24,7,14,2,5,0,0,0,2,95,9.5,12:43,58.8
368,Jeff Halpern,2009-10,"TBL,LAK",R,C,71,9,10,19,-14,39,0.27,7,14,2,5,0,0,0,1,71,12.7,14:32,51.6
369,Dan Sexton,2009-10,ANA,R,R,41,9,10,19,-3,16,0.46,7,16,2,3,0,0,0,0,93,9.7,13:30,0.0
370,Travis Moen,2009-10,MTL,L,L,81,8,11,19,-2,57,0.23,5,16,1,1,2,2,0,0,107,7.5,15:00,25.0
371,Jed Ortmeyer,2009-10,SJS,R,R,76,8,11,19,+4,37,0.25,8,17,0,1,0,1,0,1,131,6.1,11:31,27.8
372,Colin Fraser,2009-10,CHI,L,C,70,7,12,19,+6,44,0.27,7,19,0,0,0,0,0,0,92,7.6,9:36,48.8
373,Tim Gleason,2009-10,CAR,L,D,61,5,14,19,0,78,0.31,3,11,1,6,1,2,0,0,76,6.6,21:12,--
374,Braydon Coburn,2009-10,PHI,L,D,81,5,14,19,-6,54,0.23,4,16,1,3,0,0,0,0,122,4.1,21:08,--
375,Scott Nichol,2009-10,SJS,R,C,79,4,15,19,0,72,0.24,3,16,0,1,1,2,0,0,93,4.3,13:04,60.6
376,Daniel Winnik,2009-10,PHX,L,L,74,4,15,19,+1,12,0.26,4,17,0,0,0,2,0,1,83,4.8,13:09,45.5
377,Jim Slater,2009-10,ATL,L,C,61,11,7,18,+1,60,0.30,10,17,1,1,0,0,0,2,107,10.3,12:12,58.9
378,Matt Beleskey,2009-10,ANA,L,L,60,11,7,18,-10,35,0.30,11,18,0,0,0,0,0,3,123,8.9,13:59,40.0
379,Ethan Moreau,2009-10,EDM,L,L,76,9,9,18,-18,62,0.24,6,13,0,1,3,4,0,2,143,6.3,14:24,41.2
380,Blair Betts,2009-10,PHI,L,C,63,8,10,18,+7,14,0.29,6,16,1,1,1,1,0,2,63,12.7,12:37,50.9
381,Cody McLeod,2009-10,COL,L,L,74,7,11,18,-13,138,0.24,7,17,0,0,0,1,0,1,117,6.0,12:56,30.8
382,Sergei Kostitsyn,2009-10,MTL,L,L,47,7,11,18,+4,8,0.38,7,18,0,0,0,0,0,2,59,11.9,14:10,14.3
383,Joe Corvo,2009-10,"CAR,WSH",R,D,52,6,12,18,-10,12,0.35,1,9,5,9,0,0,0,0,99,6.1,23:18,--
384,Chris Campoli,2009-10,OTT,L,D,67,4,14,18,-3,16,0.27,3,15,1,3,0,0,0,1,71,5.6,17:51,0.0
385,Mike Mottau,2009-10,NJD,L,D,79,2,16,18,+4,41,0.23,2,16,0,2,0,0,0,0,74,2.7,22:16,--
386,Dean McAmmond,2009-10,NJD,L,C,62,8,9,17,-1,40,0.27,6,14,1,2,1,1,0,2,87,9.2,12:51,45.5
387,David Moss,2009-10,CGY,R,R,64,8,9,17,-9,20,0.27,5,13,3,4,0,0,0,2,133,6.0,13:43,34.9
388,Chris Higgins,2009-10,"NYR,CGY",L,L,67,8,9,17,-9,32,0.25,8,17,0,0,0,0,0,1,165,4.9,17:33,40.0
389,Kim Johnsson,2009-10,"MIN,CHI",L,D,60,7,10,17,+10,30,0.28,4,13,3,4,0,0,0,0,94,7.5,22:47,--
390,Andrej Meszaros,2009-10,TBL,L,D,81,6,11,17,-14,50,0.21,4,10,2,7,0,0,1,1,145,4.1,20:11,--
391,Luke Schenn,2009-10,TOR,R,D,79,5,12,17,+2,50,0.22,5,17,0,0,0,0,0,1,101,5.0,16:53,--
392,Jere Lehtinen,2009-10,DAL,R,R,58,4,13,17,-8,8,0.29,2,13,1,3,1,1,0,0,87,4.6,14:45,18.2
