#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
67,Matt Stajan,2009-10,"TOR,CGY",L,C,82,19,38,57,-6,32,0.70,12,40,7,15,0,2,0,4,132,14.4,18:55,51.7
68,Dustin Brown,2009-10,LAK,R,R,82,24,32,56,-6,41,0.68,17,39,7,17,0,0,2,3,248,9.7,19:15,43.6
69,Phil Kessel,2009-10,TOR,R,R,70,30,25,55,-8,21,0.79,22,39,8,16,0,0,1,5,297,10.1,19:33,48.4
70,James Neal,2009-10,DAL,L,L,78,27,28,55,-5,64,0.71,24,43,2,10,1,2,1,4,200,13.5,18:12,31.7
71,Matt Duchene,2009-10,COL,L,C,81,24,31,55,+1,16,0.68,13,33,10,21,1,1,0,2,180,13.3,17:44,44.0
72,R.J. Umberger,2009-10,CBJ,L,C,82,23,32,55,-16,40,0.67,14,34,8,20,1,1,1,4,221,10.4,19:10,52.8
73,Rich Peverley,2009-10,ATL,R,C,82,22,33,55,-14,36,0.67,13,34,7,16,2,5,1,7,166,13.3,18:40,54.2
74,Shane Doan,2009-10,PHX,R,R,82,18,37,55,+3,41,0.67,13,39,5,16,0,0,3,4,234,7.7,19:10,45.8
75,Chris Pronger,2009-10,PHI,L,D,82,10,45,55,+22,79,0.67,5,28,5,26,0,1,0,2,175,5.7,25:56,--
76,John Tavares,2009-10,NYI,L,C,82,24,30,54,-15,22,0.66,13,29,11,25,0,0,0,2,186,12.9,18:00,47.5
77,Martin Havlat,2009-10,MIN,L,R,73,18,36,54,-19,34,0.74,14,36,4,18,0,0,1,3,169,10.7,17:56,50.0
78,Mikael Samuelsson,2009-10,VAN,R,R,74,30,23,53,+10,64,0.72,23,39,7,14,0,0,0,4,219,13.7,17:10,35.5
79,Mike Knuble,2009-10,WSH,R,R,69,29,24,53,+23,59,0.77,23,40,6,13,0,0,1,5,151,19.2,16:53,0.0
80,Thomas Vanek,2009-10,BUF,R,L,71,28,25,53,+9,42,0.75,18,35,10,18,0,0,0,6,182,15.4,16:46,22.2
81,Daniel Briere,2009-10,PHI,R,C,75,26,27,53,-2,71,0.71,18,36,8,17,0,0,1,1,193,13.5,16:35,44.2
82,Mike Fisher,2009-10,OTT,R,C,79,25,28,53,+1,59,0.67,15,38,10,13,0,2,3,6,212,11.8,18:58,52.0
83,Mason Raymond,2009-10,VAN,L,L,82,25,28,53,0,48,0.65,17,35,8,18,0,0,0,4,217,11.5,17:20,34.8
84,Ryan Smyth,2009-10,LAK,L,L,67,22,31,53,+8,42,0.79,11,29,11,24,0,0,0,3,206,10.7,19:41,50.0
85,Mike Ribeiro,2009-10,DAL,L,C,66,19,34,53,-5,38,0.80,9,26,8,23,2,4,0,0,155,12.3,19:32,44.8
86,Matthew Lombardi,2009-10,PHX,L,C,78,19,34,53,+8,36,0.68,15,37,4,16,0,0,0,2,174,10.9,17:56,49.7
87,Saku Koivu,2009-10,ANA,L,C,71,19,33,52,+14,36,0.73,13,33,5,16,1,3,2,6,124,15.3,18:35,51.4
88,Patrice Bergeron,2009-10,BOS,R,C,73,19,33,52,+6,28,0.71,18,42,0,8,1,2,2,4,184,10.3,18:54,58.0
89,Kyle Okposo,2009-10,NYI,R,R,80,19,33,52,-22,34,0.65,15,29,4,22,0,1,2,4,249,7.6,20:32,47.8
90,David Krejci,2009-10,BOS,R,C,79,17,35,52,+8,26,0.66,11,36,6,14,0,2,0,3,156,10.9,18:15,50.7
91,Patric Hornqvist,2009-10,NSH,R,R,80,30,21,51,+18,40,0.64,20,39,10,12,0,0,0,8,275,10.9,15:41,27.8
92,Joe Pavelski,2009-10,SJS,R,C,67,25,26,51,+1,26,0.76,21,36,3,13,1,2,0,5,228,11.0,19:29,58.1
93,Marian Hossa,2009-10,CHI,L,R,57,24,27,51,+24,18,0.89,17,38,2,7,5,6,0,2,199,12.1,18:44,0.0
94,Tomas Fleischmann,2009-10,WSH,L,L,69,23,28,51,+9,28,0.74,16,31,7,20,0,0,1,4,121,19.0,16:02,43.1
95,Alex Frolov,2009-10,LAK,R,L,81,19,32,51,-1,26,0.63,14,38,5,13,0,0,0,1,182,10.4,18:26,58.3
96,Steve Sullivan,2009-10,NSH,R,L,82,17,34,51,+2,35,0.62,12,38,5,13,0,0,0,4,152,11.2,17:55,10.0
97,Michael Cammalleri,2009-10,MTL,L,L,65,26,24,50,+7,16,0.77,22,35,4,15,0,0,1,4,218,11.9,19:31,51.0
98,Alexei Ponikarovsky,2009-10,"TOR,PIT",L,L,77,21,29,50,-1,61,0.65,16,38,5,12,0,0,0,1,184,11.4,16:28,31.6
99,Jakub Voracek,2009-10,CBJ,L,R,81,16,34,50,-7,26,0.62,12,37,4,13,0,0,0,1,154,10.4,15:37,33.3
100,Olli Jokinen,2009-10,"CGY,NYR",L,C,82,15,35,50,+3,75,0.61,12,35,3,15,0,0,1,3,236,6.4,17:52,49.3
101,Sergei Gonchar,2009-10,PIT,L,D,62,11,39,50,-4,49,0.81,5,19,6,30,0,1,0,3,138,8.0,24:24,--
102,Toby Enstrom,2009-10,ATL,L,D,82,6,44,50,-5,30,0.61,4,30,2,19,0,1,0,0,109,5.5,22:16,--
103,Martin Erat,2009-10,NSH,L,R,74,21,28,49,-7,50,0.66,16,34,5,14,0,1,0,2,168,12.5,17:59,32.9
104,Jordan Staal,2009-10,PIT,L,C,82,21,28,49,+19,57,0.60,18,41,1,5,2,3,0,1,195,10.8,19:24,48.3
105,Alex Kovalev,2009-10,OTT,L,R,77,18,31,49,-8,54,0.64,14,35,4,14,0,0,1,5,165,10.9,18:10,33.3
106,Mark Streit,2009-10,NYI,L,D,82,11,38,49,0,48,0.60,2,27,9,22,0,0,1,2,187,5.9,25:42,0.0
107,Nicklas Lidstrom,2009-10,DET,L,D,82,9,40,49,+22,24,0.60,4,26,5,20,0,3,0,1,194,4.6,25:26,--
108,Tomas Kaberle,2009-10,TOR,L,D,82,7,42,49,-16,24,0.60,4,23,3,25,0,1,0,1,158,4.4,22:21,--
109,Matt Moulson,2009-10,NYI,L,L,82,30,18,48,-1,16,0.59,22,33,8,15,0,0,0,5,208,14.4,16:38,75.0
110,Lee Stempniak,2009-10,"TOR,PHX",R,R,80,28,20,48,0,26,0.60,18,31,9,16,1,1,0,2,212,13.2,17:19,43.6
111,Teemu Selanne,2009-10,ANA,R,R,54,27,21,48,+3,16,0.89,13,21,14,27,0,0,0,5,173,15.6,17:19,47.3
112,Patrik Elias,2009-10,NJD,L,C,58,19,29,48,+18,40,0.83,15,36,3,11,1,1,0,4,145,13.1,17:37,44.9
113,T.J. Oshie,2009-10,STL,R,R,76,18,30,48,-1,36,0.63,16,32,1,15,1,1,0,3,158,11.4,18:19,41.8
114,David Backes,2009-10,STL,R,R,79,17,31,48,-4,106,0.61,12,39,5,8,0,1,0,3,163,10.4,18:18,47.3
115,Matt Cullen,2009-10,"CAR,OTT",L,C,81,16,32,48,-7,34,0.59,12,33,2,12,2,3,0,2,195,8.2,18:45,51.0
116,Tyler Myers,2009-10,BUF,R,D,82,11,37,48,+13,32,0.59,8,31,3,16,0,1,0,1,104,10.6,23:44,--
117,Scott Niedermayer,2009-10,ANA,L,D,80,10,38,48,-9,38,0.60,5,20,5,27,0,1,1,2,168,6.0,26:30,0.0
118,Alexander Steen,2009-10,STL,L,L,68,24,23,47,+6,30,0.69,15,29,7,16,2,2,0,4,189,12.7,16:17,41.1
119,Ryan Malone,2009-10,TBL,L,L,69,21,26,47,-8,68,0.68,14,31,7,15,0,1,1,7,172,12.2,18:46,39.2
120,David Perron,2009-10,STL,R,L,82,20,27,47,-10,60,0.57,14,32,5,13,1,2,0,2,166,12.1,16:09,38.1
121,Jarret Stoll,2009-10,LAK,R,C,73,16,31,47,+13,40,0.64,12,25,4,21,0,1,0,4,164,9.8,17:25,56.0
122,Claude Giroux,2009-10,PHI,R,C,82,16,31,47,-9,23,0.57,8,26,8,21,0,0,0,2,145,11.0,16:37,49.5
123,Brian Gionta,2009-10,MTL,R,R,61,28,18,46,+3,26,0.75,18,30,10,16,0,0,1,3,237,11.8,20:45,53.9
124,Steve Downie,2009-10,TBL,R,R,79,22,24,46,+14,208,0.58,15,35,7,11,0,0,0,1,116,19.0,14:43,50.0
125,Brenden Morrow,2009-10,DAL,L,L,76,20,26,46,-3,69,0.61,10,26,9,19,1,1,0,2,155,12.9,19:10,29.0
126,Jason Arnott,2009-10,NSH,R,C,63,19,27,46,0,26,0.73,13,28,6,18,0,0,0,3,216,8.8,18:42,48.8
127,Joni Pitkanen,2009-10,CAR,L,D,71,6,40,46,-11,72,0.65,5,27,1,19,0,0,0,1,161,3.7,27:23,--
128,Tomas Holmstrom,2009-10,DET,L,L,68,25,20,45,+5,60,0.66,12,23,13,22,0,0,0,5,131,19.1,15:49,0.0
129,Bill Guerin,2009-10,PIT,R,R,78,21,24,45,-9,75,0.58,10,27,11,18,0,0,0,4,227,9.3,17:32,50.0
130,J-P Dumont,2009-10,NSH,L,R,74,17,28,45,+8,20,0.61,13,31,3,13,1,1,0,3,112,15.2,14:46,--
131,Lubomir Visnovsky,2009-10,"EDM,ANA",L,D,73,15,30,45,-10,20,0.62,10,22,5,23,0,0,0,2,131,11.5,21:54,--
132,Niklas Hagman,2009-10,"TOR,CGY",L,L,82,25,19,44,-4,25,0.54,21,36,4,8,0,0,0,2,216,11.6,16:07,31.6
133,Milan Hejduk,2009-10,COL,R,R,56,23,21,44,+6,10,0.79,15,27,8,17,0,0,0,4,153,15.0,19:01,28.6
134,Niclas Bergfors,2009-10,"NJD,ATL",R,R,81,21,23,44,-10,10,0.54,12,29,9,15,0,0,0,6,217,9.7,15:25,47.4
135,Brandon Dubinsky,2009-10,NYR,L,C,69,20,24,44,+9,54,0.64,12,32,6,10,2,2,0,5,165,12.1,19:33,51.4
136,Kris Versteeg,2009-10,CHI,R,R,79,20,24,44,+8,35,0.56,13,29,4,11,3,4,1,4,184,10.9,15:44,42.1
137,Todd Bertuzzi,2009-10,DET,L,R,82,18,26,44,-7,80,0.54,14,33,4,11,0,0,2,4,216,8.3,16:46,47.8
138,Scott Hartnell,2009-10,PHI,L,L,81,14,30,44,-6,155,0.54,6,30,8,14,0,0,0,4,171,8.2,15:43,20.0
139,Christian Ehrhoff,2009-10,VAN,L,D,80,14,30,44,+36,42,0.55,8,21,6,23,0,0,2,3,181,7.7,22:47,--
140,Zdeno Chara,2009-10,BOS,L,D,80,7,37,44,+19,87,0.55,3,27,4,16,0,1,0,1,242,2.9,25:22,50.0
141,Radim Vrbata,2009-10,PHX,R,R,82,24,19,43,+6,24,0.52,17,29,7,14,0,0,0,4,266,9.0,16:13,25.0
142,Michael Frolik,2009-10,FLA,L,R,82,21,22,43,-4,43,0.52,16,33,5,10,0,0,0,1,219,9.6,17:29,37.1
143,Mark Recchi,2009-10,BOS,L,R,81,18,25,43,+4,34,0.53,10,30,8,13,0,0,0,2,152,11.8,17:03,37.0
144,Paul Kariya,2009-10,STL,L,L,75,18,25,43,-7,36,0.57,15,31,3,12,0,0,0,2,221,8.1,17:09,40.0
145,Shea Weber,2009-10,NSH,R,D,78,16,27,43,0,36,0.55,9,23,7,20,0,0,1,3,222,7.2,23:10,--
146,Bryan McCabe,2009-10,FLA,L,D,82,8,35,43,-4,83,0.52,5,24,3,19,0,0,1,1,169,4.7,23:20,--
147,Marek Zidlicky,2009-10,MIN,R,D,78,6,37,43,-16,67,0.55,2,19,4,24,0,0,0,3,116,5.2,24:10,--
148,Jochen Hecht,2009-10,BUF,L,C,79,21,21,42,+14,35,0.53,18,39,3,3,0,0,0,2,224,9.4,17:11,45.3
149,Michal Handzus,2009-10,LAK,L,C,81,20,22,42,+4,38,0.52,14,30,5,10,1,2,1,6,117,17.1,18:18,50.9
150,Antti Miettinen,2009-10,MIN,R,R,79,20,22,42,-2,44,0.53,15,30,5,11,0,1,0,4,175,11.4,18:03,42.2
151,Brad Boyes,2009-10,STL,R,R,82,14,28,42,+1,26,0.51,12,32,2,10,0,0,0,3,197,7.1,16:47,44.4
152,Brendan Morrison,2009-10,WSH,L,C,74,12,30,42,+23,40,0.57,9,34,3,8,0,0,0,3,105,11.4,15:44,51.2
153,Brian Rafalski,2009-10,DET,R,D,78,8,34,42,+23,26,0.54,3,23,5,19,0,0,1,1,134,6.0,24:14,--
154,Kurtis Foster,2009-10,TBL,R,D,71,8,34,42,-5,48,0.59,5,16,3,26,0,0,0,1,165,4.9,17:11,--
155,Alexander Edler,2009-10,VAN,L,D,76,5,37,42,0,40,0.55,3,23,2,19,0,0,0,0,161,3.1,22:39,0.0
156,Jamie Benn,2009-10,DAL,L,L,82,22,19,41,-1,45,0.50,20,34,2,7,0,0,0,3,182,12.1,14:42,46.2
157,Jason Blake,2009-10,"TOR,ANA",L,L,82,16,25,41,-10,36,0.50,10,31,6,10,0,0,0,2,239,6.7,15:54,38.3
158,Eric Belanger,2009-10,"MIN,WSH",L,C,77,15,26,41,+2,32,0.53,12,32,3,9,0,0,0,3,151,9.9,15:31,56.4
159,Sam Gagner,2009-10,EDM,R,C,68,15,26,41,-8,33,0.60,9,24,6,17,0,0,0,1,170,8.8,16:17,47.4
160,Keith Yandle,2009-10,PHX,L,D,82,12,29,41,+16,45,0.50,7,25,5,16,0,0,0,2,145,8.3,20:14,--
161,Stephane Robidas,2009-10,DAL,R,D,82,10,31,41,-10,70,0.50,3,22,7,19,0,0,0,1,199,5.0,24:29,--
162,Guillaume Latendresse,2009-10,"MTL,MIN",L,L,78,27,13,40,-3,16,0.51,20,32,7,8,0,0,0,4,160,16.9,14:57,11.1
163,Troy Brouwer,2009-10,CHI,R,R,78,22,18,40,+9,66,0.51,14,26,7,13,1,1,1,7,116,19.0,16:22,55.6
164,Brandon Sutter,2009-10,CAR,R,C,72,21,19,40,-1,2,0.56,16,30,5,10,0,0,0,3,168,12.5,16:33,49.1
165,Simon Gagne,2009-10,PHI,L,L,58,17,23,40,-1,47,0.69,12,21,5,19,0,0,1,4,183,9.3,18:37,25.0
166,Wayne Simmonds,2009-10,LAK,R,R,78,16,24,40,+22,116,0.51,16,40,0,0,0,0,0,2,127,12.6,14:29,30.0
167,Eric Fehr,2009-10,WSH,R,C,69,21,18,39,+18,24,0.57,18,33,3,6,0,0,0,3,145,14.5,12:08,50.0
168,TJ Galiardi,2009-10,COL,L,L,70,15,24,39,+6,28,0.56,12,33,2,2,1,4,0,3,120,12.5,18:11,50.5
169,Erik Johnson,2009-10,STL,R,D,79,10,29,39,+1,79,0.49,4,24,6,15,0,0,2,2,186,5.4,21:27,--
170,Ryan Whitney,2009-10,"ANA,EDM",L,D,81,7,32,39,+1,70,0.48,4,22,3,17,0,0,1,1,151,4.6,24:45,0.0
171,Kimmo Timonen,2009-10,PHI,L,D,82,6,33,39,-2,50,0.48,3,17,1,19,2,3,0,1,121,5.0,22:53,--
172,Pascal Dupuis,2009-10,PIT,L,R,81,18,20,38,+5,16,0.47,18,38,0,0,0,0,1,5,157,11.5,14:11,39.4
173,Blake Wheeler,2009-10,BOS,R,R,82,18,20,38,-4,53,0.46,14,28,3,8,1,2,0,2,159,11.3,15:47,48.2
174,Andrew Ladd,2009-10,CHI,L,L,82,17,21,38,+2,67,0.46,17,37,0,1,0,0,0,1,148,11.5,13:42,41.7
175,Steve Reinprecht,2009-10,FLA,L,C,82,16,22,38,-1,18,0.46,13,28,3,10,0,0,0,1,124,12.9,16:05,47.7
176,Ian White,2009-10,"TOR,CGY",R,D,83,13,25,38,+8,51,0.46,10,29,3,9,0,0,0,1,173,7.5,22:47,--
177,Frans Nielsen,2009-10,NYI,L,C,76,12,26,38,+4,6,0.50,11,28,0,8,1,2,1,1,136,8.8,17:13,50.0
178,David Legwand,2009-10,NSH,L,C,82,11,27,38,-5,24,0.46,10,31,0,6,1,1,2,3,151,7.3,18:42,47.9
179,Brian Campbell,2009-10,CHI,L,D,68,7,31,38,+18,18,0.56,4,26,3,11,0,1,0,2,131,5.3,23:13,--
180,Pavel Kubina,2009-10,ATL,R,D,76,6,32,38,0,66,0.50,4,27,2,10,0,1,0,1,159,3.8,22:38,--
181,Marco Sturm,2009-10,BOS,L,L,76,22,15,37,+14,30,0.49,17,26,4,10,1,1,1,2,203,10.8,16:46,18.2
182,Brian Rolston,2009-10,NJD,L,R,80,20,17,37,+2,22,0.46,13,24,7,13,0,0,0,3,232,8.6,16:56,50.8
183,Ryan Callahan,2009-10,NYR,R,R,77,19,18,37,-12,48,0.48,10,16,9,20,0,1,0,3,204,9.3,19:24,48.6
184,Gilbert Brule,2009-10,EDM,R,C,65,17,20,37,-8,38,0.57,15,32,2,5,0,0,0,3,121,14.1,14:14,52.6
185,Cory Stillman,2009-10,FLA,L,L,58,15,22,37,-3,22,0.64,12,28,3,9,0,0,0,4,126,11.9,17:34,62.1
186,Daymond Langkow,2009-10,CGY,L,C,72,14,23,37,+2,30,0.51,12,25,1,9,1,3,0,2,126,11.1,18:55,43.5
187,Peter Mueller,2009-10,"PHX,COL",R,C,69,13,24,37,-1,16,0.54,9,26,4,11,0,0,0,2,124,10.5,13:59,40.9
188,Alex Tanguay,2009-10,TBL,L,L,80,10,27,37,-2,32,0.46,7,30,3,7,0,0,0,2,91,11.0,15:47,44.0
189,Michael Del Zotto,2009-10,NYR,L,D,80,9,28,37,-20,32,0.46,5,15,4,22,0,0,0,1,81,11.1,18:58,--
190,Alex Goligoski,2009-10,PIT,L,D,69,8,29,37,+7,22,0.54,6,20,2,17,0,0,0,0,98,8.2,21:25,--
191,Andy Greene,2009-10,NJD,L,D,78,6,31,37,+9,14,0.47,2,21,4,15,0,1,0,4,86,7.0,23:32,--
192,Ryan Suter,2009-10,NSH,L,D,82,4,33,37,+4,48,0.45,2,20,2,17,0,0,1,1,125,3.2,23:59,0.0
193,Steve Ott,2009-10,DAL,L,C,73,22,14,36,-14,153,0.49,13,23,8,11,1,2,0,2,146,15.1,16:28,56.8
194,Devin Setoguchi,2009-10,SJS,R,R,70,20,16,36,0,19,0.51,12,26,8,10,0,0,0,4,165,12.1,15:18,30.0
195,Raffi Torres,2009-10,"CBJ,BUF",L,L,74,19,17,36,-11,34,0.49,12,26,7,10,0,0,0,3,120,15.8,13:32,36.0
