#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
197,Brandon Saad,2021-22,STL,L,L,29,12,3,15,-5,4,0.52,6,8,5,6,1,1,0,0,69,17.4,16:55,40.0
198,Evgenii Dadonov,2021-22,VGK,L,R,33,9,6,15,+6,6,0.45,7,12,2,3,0,0,1,2,86,10.5,16:09,0.0
199,Brandon Tanev,2021-22,SEA,L,L,30,9,6,15,+4,13,0.50,6,12,2,2,1,1,0,3,51,17.7,14:34,50.0
200,Jamie Benn,2021-22,DAL,L,L,29,8,7,15,-2,29,0.52,6,10,2,5,0,0,1,1,67,11.9,17:32,57.0
201,Lawson Crouse,2021-22,ARI,L,L,29,8,7,15,-3,22,0.52,8,12,0,3,0,0,0,1,69,11.6,18:09,28.0
202,Oliver Wahlstrom,2021-22,NYI,R,R,26,8,7,15,0,29,0.58,4,8,4,7,0,0,0,1,65,12.3,13:14,37.5
203,Dylan Cozens,2021-22,BUF,R,C,30,8,7,15,-10,11,0.50,7,12,1,3,0,0,0,1,52,15.4,15:44,42.6
204,Max Domi,2021-22,CBJ,L,C,20,7,8,15,+2,10,0.75,7,15,0,0,0,0,0,0,34,20.6,13:37,20.0
205,Jesperi Kotkaniemi,2021-22,CAR,L,C,31,7,8,15,+2,8,0.48,7,12,0,3,0,0,0,2,42,16.7,12:18,51.5
206,Tanner Pearson,2021-22,VAN,L,L,34,6,9,15,+6,19,0.44,5,13,1,2,0,0,0,1,88,6.8,16:21,42.1
207,Jacob Trouba,2021-22,NYR,R,D,33,6,9,15,+3,44,0.45,5,13,1,2,0,0,0,1,79,7.6,22:32,--
208,Vinnie Hinostroza,2021-22,BUF,R,C,31,6,9,15,-3,8,0.48,6,15,0,0,0,0,0,0,50,12.0,14:06,35.7
209,Rasmus Asplund,2021-22,BUF,L,C,33,5,10,15,-7,4,0.45,2,11,2,3,1,1,1,1,57,8.8,16:02,39.0
210,Tim Stützle,2021-22,OTT,L,L,29,5,10,15,-14,12,0.52,3,8,2,7,0,0,0,1,63,7.9,17:33,31.3
211,Sean Monahan,2021-22,CGY,L,C,30,4,11,15,-10,12,0.50,2,5,2,10,0,0,0,2,46,8.7,14:46,51.1
212,Matt Dumba,2021-22,MIN,R,D,30,3,12,15,+4,22,0.50,3,11,0,4,0,0,0,1,70,4.3,23:26,--
213,Colton Parayko,2021-22,STL,R,D,33,3,12,15,-9,12,0.45,3,14,0,1,0,0,0,1,60,5.0,24:09,--
214,Gustav Forsling,2021-22,FLA,L,D,27,0,15,15,+10,12,0.56,0,15,0,0,0,0,0,0,52,0.0,21:12,--
215,Joel Farabee,2021-22,PHI,L,L,25,10,4,14,+8,13,0.56,8,12,1,1,1,1,0,0,41,24.4,16:19,27.3
216,Robby Fabbri,2021-22,DET,L,C,31,8,6,14,-13,16,0.45,5,10,3,4,0,0,0,0,70,11.4,17:04,47.6
217,Jonathan Dahlen,2021-22,SJS,L,C,28,8,6,14,-2,2,0.50,7,11,1,3,0,0,0,2,55,14.6,15:03,--
218,Yegor Sharangovich,2021-22,NJD,L,C,30,7,7,14,+2,4,0.47,7,13,0,1,0,0,0,2,57,12.3,14:48,42.4
219,Tomas Tatar,2021-22,NJD,L,L,30,6,8,14,-5,12,0.47,4,10,2,4,0,0,0,0,53,11.3,14:57,31.3
220,Barclay Goodrow,2021-22,NYR,L,C,33,6,8,14,+3,21,0.42,5,12,0,0,1,2,0,1,38,15.8,16:12,49.4
221,Bryan Rust,2021-22,PIT,R,R,13,5,9,14,+4,4,1.08,4,11,1,3,0,0,0,1,40,12.5,18:14,25.0
222,Hampus Lindholm,2021-22,ANA,L,D,35,5,9,14,+5,22,0.40,4,12,1,2,0,0,0,1,72,6.9,22:32,--
223,Jack Roslovic,2021-22,CBJ,R,C,29,5,9,14,-3,2,0.48,5,14,0,0,0,0,0,1,42,11.9,12:18,46.9
224,Noah Dobson,2021-22,NYI,R,D,26,5,9,14,+3,8,0.54,4,9,1,5,0,0,1,1,56,8.9,20:23,--
225,Seth Jarvis,2021-22,CAR,R,C,22,5,9,14,+6,2,0.64,4,11,1,3,0,0,0,2,40,12.5,13:56,50.0
226,Colton Sissons,2021-22,NSH,R,C,30,4,10,14,+1,6,0.47,3,11,1,3,0,0,0,0,34,11.8,15:53,53.3
227,Ross Colton,2021-22,TBL,L,C,34,4,10,14,-1,16,0.41,4,11,0,3,0,0,0,0,68,5.9,13:54,49.0
228,Ryan Suter,2021-22,DAL,L,D,29,3,11,14,-5,10,0.48,1,6,2,8,0,0,0,0,44,6.8,22:48,--
229,Jonas Brodin,2021-22,MIN,L,D,28,3,11,14,+5,8,0.50,3,10,0,3,0,1,0,0,54,5.6,23:35,--
230,Jamie Drysdale,2021-22,ANA,R,D,35,3,11,14,-6,8,0.40,3,9,0,5,0,0,1,1,58,5.2,19:53,--
231,Darnell Nurse,2021-22,EDM,L,D,25,2,12,14,+4,20,0.56,1,8,0,5,1,1,0,0,92,2.2,26:39,--
232,Vladislav Gavrikov,2021-22,CBJ,L,D,30,2,12,14,+3,16,0.47,2,14,0,0,0,0,0,1,32,6.3,21:20,--
233,Mikhail Sergachev,2021-22,TBL,L,D,30,2,12,14,0,18,0.47,2,10,0,3,0,1,0,0,46,4.4,21:56,--
234,John Klingberg,2021-22,DAL,R,D,24,1,13,14,-10,6,0.58,0,7,1,7,0,0,1,1,38,2.6,21:48,--
235,Joonas Donskoi,2021-22,SEA,R,R,33,0,14,14,+2,2,0.42,0,11,0,3,0,0,0,0,39,0.0,16:11,30.0
236,Brock Nelson,2021-22,NYI,L,C,19,10,3,13,-4,13,0.68,7,9,3,4,0,0,0,1,46,21.7,17:18,51.3
237,Milan Lucic,2021-22,CGY,L,L,30,8,5,13,-2,33,0.43,7,11,1,2,0,0,0,0,39,20.5,12:36,42.9
238,Rickard Rakell,2021-22,ANA,R,L,25,8,5,13,-1,4,0.52,6,10,2,3,0,0,0,0,69,11.6,18:32,48.8
239,Ryan Donato,2021-22,SEA,L,C,28,8,5,13,-9,21,0.46,7,12,1,1,0,0,0,1,62,12.9,12:28,44.4
240,Nils Hoglander,2021-22,VAN,L,L,34,8,5,13,0,16,0.38,7,10,1,3,0,0,0,0,83,9.6,14:18,--
241,James van Riemsdyk,2021-22,PHI,L,L,32,7,6,13,-16,14,0.41,3,9,4,4,0,0,0,3,64,10.9,15:58,20.0
242,Travis Boyd,2021-22,ARI,R,C,22,7,6,13,-6,16,0.59,7,12,0,1,0,0,0,0,24,29.2,15:27,43.9
243,Josh Anderson,2021-22,MTL,R,R,25,7,6,13,-11,16,0.52,7,12,0,1,0,0,0,1,66,10.6,17:07,53.3
244,Gustav Nyquist,2021-22,CBJ,L,C,30,6,7,13,-4,6,0.43,4,11,0,0,2,2,0,0,29,20.7,16:12,36.4
245,Mattias Janmark,2021-22,VGK,L,C,30,6,7,13,+3,4,0.43,5,11,0,0,1,2,0,1,38,15.8,13:41,30.8
246,Logan O'Connor,2021-22,COL,R,R,28,6,7,13,+5,12,0.46,5,9,0,0,1,4,0,1,65,9.2,15:19,16.7
247,Josh Morrissey,2021-22,WPG,L,D,31,5,8,13,+2,18,0.42,1,8,4,5,0,0,0,1,61,8.2,22:16,--
248,Eric Robinson,2021-22,CBJ,L,L,29,5,8,13,+4,6,0.45,5,13,0,0,0,0,0,0,41,12.2,14:07,100.0
249,Kirby Dach,2021-22,CHI,R,C,32,5,8,13,-2,27,0.41,3,8,2,4,0,1,0,0,57,8.8,19:24,33.0
250,Patric Hornqvist,2021-22,FLA,R,R,32,4,9,13,-2,11,0.41,3,9,1,4,0,0,0,0,81,4.9,13:24,41.7
251,Sam Gagner,2021-22,DET,R,C,33,4,9,13,-8,18,0.39,4,12,0,1,0,0,0,0,53,7.6,13:42,53.7
252,Damon Severson,2021-22,NJD,R,D,32,4,9,13,-5,24,0.41,3,8,1,4,0,1,0,0,70,5.7,22:49,--
253,Brandon Montour,2021-22,FLA,R,D,31,4,9,13,+2,26,0.42,3,9,1,4,0,0,0,0,60,6.7,16:44,--
254,Ivan Provorov,2021-22,PHI,L,D,32,4,9,13,-2,16,0.41,3,8,1,3,0,2,1,1,56,7.1,24:26,--
255,Jonathan Toews,2021-22,CHI,L,C,32,3,10,13,-13,12,0.41,2,10,1,3,0,0,0,1,55,5.5,18:02,59.4
256,Dmitry Kulikov,2021-22,MIN,L,D,30,3,10,13,+5,10,0.43,3,13,0,0,0,0,0,0,21,14.3,17:16,--
257,Noah Hanifin,2021-22,CGY,L,D,29,3,10,13,+13,2,0.45,3,8,0,5,0,0,0,0,59,5.1,21:17,--
258,Nicolas Hague,2021-22,VGK,L,D,32,3,10,13,+11,28,0.41,3,13,0,0,0,0,0,0,72,4.2,18:19,--
259,P.K. Subban,2021-22,NJD,R,D,30,2,11,13,-2,16,0.43,2,12,0,0,0,1,0,1,57,3.5,19:09,--
260,John Marino,2021-22,PIT,R,D,31,1,12,13,-1,6,0.42,1,11,0,2,0,0,0,0,37,2.7,21:53,--
261,Anders Lee,2021-22,NYI,L,L,23,10,2,12,+1,8,0.52,7,9,3,3,0,0,0,1,56,17.9,17:00,53.5
262,Tyler Seguin,2021-22,DAL,R,C,29,8,4,12,-9,10,0.41,6,8,2,4,0,0,0,1,74,10.8,17:26,54.5
263,Brock McGinn,2021-22,PIT,L,L,31,8,4,12,+3,8,0.39,8,12,0,0,0,0,0,2,58,13.8,15:26,40.0
264,Frank Vatrano,2021-22,FLA,L,C,30,8,4,12,-5,10,0.40,7,10,1,2,0,0,0,1,68,11.8,12:06,42.9
265,Eetu Luostarinen,2021-22,FLA,L,C,28,8,4,12,+2,4,0.43,7,11,0,0,1,1,1,4,37,21.6,13:37,39.1
266,Jason Spezza,2021-22,TOR,R,C,27,7,5,12,+1,12,0.44,4,5,3,7,0,0,0,0,46,15.2,12:00,52.4
267,Jesper Fast,2021-22,CAR,R,R,31,7,5,12,+4,2,0.39,6,10,1,2,0,0,0,1,38,18.4,14:27,12.5
268,Teddy Blueger,2021-22,PIT,L,C,30,7,5,12,+4,2,0.40,6,11,0,0,1,1,0,0,53,13.2,16:22,54.9
269,Garnet Hathaway,2021-22,WSH,R,R,29,7,5,12,+11,18,0.41,7,11,0,0,0,1,0,2,60,11.7,13:46,38.5
270,Dominik Kubalik,2021-22,CHI,L,L,32,6,6,12,-12,8,0.38,3,7,3,5,0,0,0,0,72,8.3,15:39,60.0
271,Justin Faulk,2021-22,STL,R,D,27,5,7,12,+14,23,0.44,4,10,1,2,0,0,0,3,65,7.7,23:03,--
272,Christian Dvorak,2021-22,MTL,L,L,27,5,7,12,-13,20,0.44,5,10,0,2,0,0,0,0,47,10.6,18:19,54.8
273,Luke Kunin,2021-22,NSH,R,C,33,5,7,12,+4,17,0.36,5,10,0,2,0,0,0,0,50,10.0,15:08,41.9
274,Eeli Tolvanen,2021-22,NSH,L,R,33,5,7,12,+6,8,0.36,4,7,1,5,0,0,0,1,82,6.1,13:51,0.0
275,Dustin Brown,2021-22,LAK,R,R,30,4,8,12,0,10,0.40,4,12,0,0,0,0,0,0,92,4.4,16:42,--
276,T.J. Oshie,2021-22,WSH,R,R,16,4,8,12,-4,8,0.75,3,7,1,4,0,1,0,1,25,16.0,18:32,40.0
277,Zack Kassian,2021-22,EDM,R,R,25,4,8,12,0,31,0.48,3,11,1,1,0,0,0,1,26,15.4,13:04,40.0
278,Jake Bean,2021-22,CBJ,L,D,30,4,8,12,0,12,0.40,4,11,0,0,0,1,2,2,48,8.3,22:36,--
279,Mike Matheson,2021-22,PIT,L,D,28,3,9,12,+5,8,0.43,3,11,0,1,0,0,0,3,45,6.7,18:04,--
280,Vince Dunn,2021-22,SEA,L,D,28,3,9,12,-11,16,0.43,2,7,1,5,0,0,0,0,37,8.1,19:52,--
281,Keegan Kolesar,2021-22,VGK,R,R,35,2,10,12,+3,28,0.34,2,12,0,0,0,0,0,0,49,4.1,13:47,38.5
282,Alexandre Carrier,2021-22,NSH,R,D,30,2,10,12,+9,24,0.40,2,11,0,1,0,0,0,0,36,5.6,20:21,--
283,Alexander Radulov,2021-22,DAL,L,R,28,1,11,12,-14,8,0.43,1,6,0,6,0,0,0,0,47,2.1,17:06,50.0
284,Josh Bailey,2021-22,NYI,L,R,23,1,11,12,-1,0,0.52,1,9,0,3,0,0,0,1,20,5.0,17:46,39.2
285,Tyler Ennis,2021-22,OTT,L,R,26,1,11,12,-7,10,0.46,0,8,1,4,0,0,0,0,32,3.1,12:04,87.5
286,Jakob Silfverberg,2021-22,ANA,R,R,29,1,11,12,+2,16,0.41,0,9,1,3,0,0,0,0,68,1.5,17:24,40.0
287,Matt Roy,2021-22,LAK,R,D,33,0,12,12,+9,10,0.36,0,9,0,2,0,1,0,0,89,0.0,21:33,--
288,Kailer Yamamoto,2021-22,EDM,R,R,32,7,4,11,-4,10,0.34,6,9,0,1,1,1,0,3,34,20.6,15:53,0.0
289,Adam Boqvist,2021-22,CBJ,R,D,20,7,4,11,-4,4,0.55,6,8,1,3,0,0,0,1,25,28.0,16:10,--
290,Zemgus Girgensons,2021-22,BUF,L,L,30,6,5,11,-6,23,0.37,4,8,2,3,0,0,0,1,54,11.1,15:23,48.5
291,J.T. Compher,2021-22,COL,R,L,16,6,5,11,+2,8,0.69,4,7,1,3,1,1,0,0,28,21.4,18:15,54.0
292,Yakov Trenin,2021-22,NSH,L,C,33,6,5,11,+3,22,0.33,6,11,0,0,0,0,0,2,55,10.9,14:17,25.0
293,Rem Pitlick,2021-22,MIN,L,C,18,6,5,11,+2,12,0.61,6,11,0,0,0,0,0,1,13,46.2,10:07,75.0
294,Warren Foegele,2021-22,EDM,L,L,32,5,6,11,-6,6,0.34,3,9,2,2,0,0,0,1,51,9.8,13:23,36.8
295,Mathieu Joseph,2021-22,TBL,L,R,31,5,6,11,-1,8,0.35,4,10,0,0,1,1,1,1,32,15.6,14:13,40.0
296,Zach Whitecloud,2021-22,VGK,R,D,23,5,6,11,+13,8,0.48,4,10,0,0,1,1,0,1,40,12.5,19:07,--
297,Kaapo Kakko,2021-22,NYR,L,R,29,5,6,11,+6,6,0.38,4,9,1,2,0,0,0,1,49,10.2,15:52,14.3
298,Philip Tomasino,2021-22,NSH,R,C,29,5,6,11,-4,8,0.38,3,7,2,4,0,0,0,2,36,13.9,11:53,35.9
299,Cole Sillinger,2021-22,CBJ,L,C,30,5,6,11,-9,19,0.37,5,10,0,1,0,0,0,1,59,8.5,13:36,47.8
300,Mark Giordano,2021-22,SEA,L,D,27,4,7,11,-13,18,0.41,4,7,0,4,0,0,0,0,55,7.3,21:04,--
301,Derick Brassard,2021-22,PHI,L,C,18,4,7,11,+7,6,0.61,3,9,1,2,0,0,0,0,22,18.2,13:37,50.0
302,Jason Zucker,2021-22,PIT,L,L,30,4,7,11,+1,10,0.37,3,10,1,1,0,0,0,0,81,4.9,15:34,28.6
303,Artturi Lehkonen,2021-22,MTL,L,L,31,4,7,11,-4,12,0.35,4,11,0,0,0,0,0,0,55,7.3,14:13,25.0
304,Patrik Laine,2021-22,CBJ,R,L,11,4,7,11,+2,6,1.00,4,7,0,4,0,0,2,2,32,12.5,18:19,0.0
305,Trevor Moore,2021-22,LAK,L,C,33,4,7,11,+1,4,0.33,2,9,1,1,1,1,0,0,60,6.7,13:13,51.5
306,Owen Tippett,2021-22,FLA,R,R,30,4,7,11,+4,8,0.37,4,11,0,0,0,0,0,0,52,7.7,12:50,35.6
307,Erik Johnson,2021-22,COL,R,D,28,3,8,11,+14,8,0.39,2,9,0,0,1,2,0,1,55,5.5,18:37,--
308,Jared Spurgeon,2021-22,MIN,R,D,21,3,8,11,+8,4,0.52,3,8,0,3,0,0,0,0,35,8.6,20:17,--
309,Jon Merrill,2021-22,MIN,L,D,31,3,8,11,+7,10,0.35,3,11,0,0,0,0,0,0,30,10.0,17:13,--
310,Ryan Graves,2021-22,NJD,L,D,28,3,8,11,0,14,0.39,3,11,0,0,0,0,0,0,41,7.3,20:58,--
311,Colin Miller,2021-22,BUF,R,D,28,2,9,11,0,19,0.39,2,9,0,2,0,0,0,0,36,5.6,19:53,--
312,Alexander Edler,2021-22,LAK,L,D,26,1,10,11,+8,22,0.42,1,11,0,0,0,0,0,0,39,2.6,18:26,--
313,Keith Yandle,2021-22,PHI,L,D,32,0,11,11,-17,6,0.34,0,4,0,7,0,0,0,0,61,0.0,15:42,--
314,Sam Carrick,2021-22,ANA,R,C,27,8,2,10,+1,31,0.37,8,10,0,0,0,0,0,0,41,19.5,10:56,54.5
315,Pat Maroon,2021-22,TBL,L,L,33,6,4,10,+7,54,0.30,4,8,2,2,0,0,0,0,54,11.1,13:08,50.0
316,Alex Formenton,2021-22,OTT,L,L,26,6,4,10,-5,19,0.38,4,8,0,0,2,2,0,1,48,12.5,13:29,0.0
317,Arthur Kaliyev,2021-22,LAK,L,R,32,6,4,10,0,4,0.31,4,6,2,4,0,0,0,1,68,8.8,12:31,--
318,Alex Newhook,2021-22,COL,L,C,19,6,4,10,+3,4,0.53,4,7,2,3,0,0,0,3,27,22.2,13:44,35.3
319,Sean Kuraly,2021-22,CBJ,L,C,30,5,5,10,+5,17,0.33,5,10,0,0,0,0,0,0,44,11.4,14:48,50.8
320,Jean-Gabriel Pageau,2021-22,NYI,R,C,27,5,5,10,-5,11,0.37,4,7,1,1,0,2,0,0,47,10.6,17:20,56.8
321,Daniel Sprong,2021-22,WSH,R,R,28,5,5,10,+3,4,0.36,5,10,0,0,0,0,0,0,66,7.6,13:12,0.0
322,Nico Sturm,2021-22,MIN,L,C,31,5,5,10,-8,8,0.32,4,9,0,0,1,1,0,0,45,11.1,12:38,53.5
323,Mikael Backlund,2021-22,CGY,L,C,30,4,6,10,0,10,0.33,4,8,0,2,0,0,0,0,62,6.5,17:33,48.4
324,Wayne Simmonds,2021-22,TOR,R,R,30,4,6,10,+2,40,0.33,4,10,0,0,0,0,0,2,49,8.2,10:14,25.0
325,Brayden Schenn,2021-22,STL,L,C,19,4,6,10,+4,14,0.53,2,7,2,3,0,0,0,0,29,13.8,17:25,49.0
326,Calle Jarnkrok,2021-22,SEA,R,C,22,4,6,10,-7,2,0.45,3,9,1,1,0,0,0,0,27,14.8,15:57,50.5
327,Brendan Gallagher,2021-22,MTL,R,R,25,4,6,10,-6,26,0.40,1,7,3,3,0,0,0,0,60,6.7,15:23,39.1
328,Victor Rask,2021-22,MIN,L,C,21,4,6,10,+6,2,0.48,4,10,0,0,0,0,0,0,22,18.2,11:20,47.1
329,Carson Soucy,2021-22,SEA,L,D,25,4,6,10,+8,17,0.40,3,7,0,2,1,1,0,0,39,10.3,17:36,--
330,Pierre Engvall,2021-22,TOR,L,L,31,4,6,10,0,10,0.32,3,7,1,3,0,0,0,0,64,6.3,13:00,39.5
331,Denis Gurianov,2021-22,DAL,L,R,28,4,6,10,+2,8,0.36,2,5,2,5,0,0,1,1,57,7.0,13:32,--
332,David Kampf,2021-22,TOR,L,C,31,4,6,10,+2,10,0.32,4,9,0,0,0,1,0,1,36,11.1,14:36,55.0
333,Filip Zadina,2021-22,DET,L,R,32,4,6,10,-11,4,0.31,2,6,2,4,0,0,0,1,71,5.6,14:47,--
334,Andrew Cogliano,2021-22,SJS,L,C,29,3,7,10,-1,6,0.34,2,8,0,0,1,2,0,0,33,9.1,13:17,37.5
335,Nick Jensen,2021-22,WSH,R,D,32,3,7,10,+19,4,0.31,3,10,0,0,0,0,0,0,44,6.8,19:31,--
336,Dillon Dube,2021-22,CGY,L,C,30,3,7,10,-4,6,0.33,3,8,0,1,0,1,0,0,60,5.0,12:50,48.5
337,Brandon Duhaime,2021-22,MIN,L,R,31,3,7,10,-4,44,0.32,3,10,0,0,0,0,0,1,47,6.4,11:10,27.3
338,Dylan Coghlan,2021-22,VGK,R,D,26,3,7,10,-3,10,0.38,1,7,2,3,0,0,0,1,45,6.7,14:07,--
339,Morgan Geekie,2021-22,SEA,R,C,33,3,7,10,-6,8,0.30,3,7,0,3,0,0,0,0,48,6.3,12:51,53.7
340,Michael Rasmussen,2021-22,DET,L,C,31,3,7,10,-10,20,0.32,3,10,0,0,0,0,0,1,49,6.1,15:21,49.7
341,Ryan McDonagh,2021-22,TBL,L,D,34,2,8,10,+2,6,0.29,2,9,0,1,0,0,0,0,39,5.1,22:46,0.0
342,TJ Brodie,2021-22,TOR,L,D,31,2,8,10,+12,8,0.32,2,8,0,0,0,2,0,0,15,13.3,20:24,--
343,Radek Faksa,2021-22,DAL,L,C,29,2,8,10,-8,21,0.34,1,9,1,1,0,0,0,0,30,6.7,16:10,57.0
344,Brett Pesce,2021-22,CAR,R,D,19,2,8,10,+5,8,0.53,1,7,1,3,0,0,0,1,38,5.3,21:26,--
345,Frederick Gaudreau,2021-22,MIN,R,C,25,2,8,10,-2,4,0.40,2,8,0,1,0,1,0,0,30,6.7,16:43,48.1
346,Travis Sanheim,2021-22,PHI,L,D,32,2,8,10,+4,8,0.31,2,10,0,0,0,0,1,1,52,3.9,22:28,--
347,Rudolfs Balcers,2021-22,SJS,L,L,24,2,8,10,-8,4,0.42,2,9,0,0,0,1,0,1,41,4.9,15:53,42.9
348,Mason Marchment,2021-22,FLA,L,L,13,2,8,10,+10,6,0.77,2,10,0,0,0,0,0,0,22,9.1,12:59,15.8
349,Mario Ferraro,2021-22,SJS,L,D,31,2,8,10,-4,6,0.32,2,10,0,0,0,0,0,1,26,7.7,24:02,--
350,Jamie Oleksiak,2021-22,SEA,L,D,32,1,9,10,+1,30,0.31,1,10,0,0,0,0,0,0,43,2.3,19:28,--
351,Dante Fabbro,2021-22,NSH,R,D,32,1,9,10,+7,16,0.31,1,10,0,0,0,0,0,0,40,2.5,19:08,--
352,Tyler Myers,2021-22,VAN,R,D,34,0,10,10,+8,21,0.29,0,10,0,0,0,0,0,0,53,0.0,22:40,--
353,Vasily Podkolzin,2021-22,VAN,L,R,32,7,2,9,+5,4,0.28,7,8,0,1,0,0,0,1,45,15.6,12:48,57.1
354,Alexis Lafrenière,2021-22,NYR,L,L,33,7,2,9,-2,13,0.27,7,9,0,0,0,0,0,3,41,17.1,13:07,28.1
355,Scott Laughton,2021-22,PHI,L,C,29,6,3,9,-5,10,0.31,4,7,0,0,2,2,0,0,44,13.6,16:02,49.2
356,Nic Dowd,2021-22,WSH,R,C,21,5,4,9,+3,12,0.43,5,9,0,0,0,0,0,0,28,17.9,14:06,50.8
357,Nick Cousins,2021-22,NSH,L,C,27,5,4,9,-5,8,0.33,3,6,2,3,0,0,0,1,49,10.2,12:38,41.9
358,Anthony Beauvillier,2021-22,NYI,L,L,25,5,4,9,-5,0,0.36,3,7,2,2,0,0,0,1,57,8.8,17:12,60.0
359,Jake DeBrusk,2021-22,BOS,L,L,27,5,4,9,-3,2,0.33,3,7,2,2,0,0,0,3,54,9.3,14:02,55.6
360,William Carrier,2021-22,VGK,L,L,27,4,5,9,+7,12,0.33,4,9,0,0,0,0,0,0,41,9.8,11:18,0.0
361,Jordan Greenway,2021-22,MIN,L,L,26,4,5,9,+13,17,0.35,3,8,1,1,0,0,0,2,33,12.1,14:16,34.4
362,Tyson Jost,2021-22,COL,L,C,28,4,5,9,+2,12,0.32,4,8,0,0,0,1,0,0,40,10.0,14:46,38.5
363,Taylor Raddysh,2021-22,TBL,R,R,30,4,5,9,+4,6,0.30,3,7,0,1,1,1,0,1,39,10.3,11:49,38.5
364,Bowen Byram,2021-22,COL,L,D,14,4,5,9,+3,6,0.64,4,9,0,0,0,0,0,2,28,14.3,19:43,--
365,Connor McMichael,2021-22,WSH,L,C,32,4,5,9,-1,6,0.28,4,9,0,0,0,0,0,0,60,6.7,10:59,39.0
366,Craig Smith,2021-22,BOS,R,C,21,3,6,9,-1,6,0.43,3,7,0,2,0,0,0,0,50,6.0,14:14,25.0
367,Brady Skjei,2021-22,CAR,L,D,31,3,6,9,+12,26,0.29,3,9,0,0,0,0,0,0,65,4.6,20:16,--
368,Adam Erne,2021-22,DET,L,L,32,3,6,9,-14,12,0.28,3,9,0,0,0,0,0,1,44,6.8,14:00,53.9
369,Brett Howden,2021-22,VGK,L,C,24,3,6,9,+2,8,0.38,3,8,0,0,0,1,0,1,16,18.8,9:54,50.7
370,Justin Braun,2021-22,PHI,R,D,32,2,7,9,+1,18,0.28,2,9,0,0,0,0,0,0,38,5.3,19:58,--
371,Chris Wideman,2021-22,MTL,R,D,22,2,7,9,-5,22,0.41,2,6,0,3,0,0,0,0,26,7.7,14:41,--
372,Adam Larsson,2021-22,SEA,R,D,33,2,7,9,-13,24,0.27,2,8,0,1,0,0,0,1,46,4.4,22:10,--
373,Artem Zub,2021-22,OTT,R,D,29,2,7,9,+3,22,0.31,2,9,0,0,0,0,0,0,28,7.1,21:57,--
374,Jake Muzzin,2021-22,TOR,L,D,30,1,8,9,-2,8,0.30,1,8,0,0,0,1,0,0,40,2.5,21:24,--
375,Mattias Ekholm,2021-22,NSH,L,D,32,1,8,9,+5,14,0.28,1,8,0,1,0,0,0,0,54,1.9,23:13,--
376,David Savard,2021-22,MTL,R,D,34,1,8,9,-10,20,0.26,1,8,0,0,0,1,0,0,34,2.9,20:32,--
377,Cody Ceci,2021-22,EDM,R,D,28,1,8,9,-7,2,0.32,1,9,0,0,0,0,0,0,41,2.4,20:25,--
378,Marcus Pettersson,2021-22,PIT,L,D,27,1,8,9,+9,16,0.33,1,9,0,0,0,0,0,0,29,3.5,16:41,--
379,Ty Smith,2021-22,NJD,L,D,28,1,8,9,-8,4,0.32,1,6,0,3,0,0,0,0,32,3.1,18:23,--
380,Jonas Siegenthaler,2021-22,NJD,L,D,33,0,9,9,-1,26,0.27,0,8,0,0,0,1,0,0,40,0.0,19:55,--
381,Rasmus Sandin,2021-22,TOR,L,D,26,0,9,9,+5,2,0.35,0,7,0,2,0,0,0,0,23,0.0,16:24,--
382,Brendan Lemieux,2021-22,LAK,L,L,22,7,1,8,+7,43,0.36,7,8,0,0,0,0,0,2,31,22.6,11:11,50.0
383,Luke Glendening,2021-22,DAL,R,C,29,5,3,8,-6,6,0.28,5,8,0,0,0,0,0,0,40,12.5,13:25,57.7
384,Jimmy Vesey,2021-22,NJD,L,L,30,5,3,8,-9,6,0.27,3,6,0,0,2,2,0,1,49,10.2,14:49,24.0
385,Carl Grundstrom,2021-22,LAK,L,R,26,5,3,8,+2,6,0.31,5,8,0,0,0,0,0,0,46,10.9,11:14,66.7
386,Janne Kuokkanen,2021-22,NJD,L,L,31,5,3,8,-8,6,0.26,3,6,1,1,1,1,0,1,31,16.1,12:54,0.0
387,Mike Hoffman,2021-22,MTL,L,C,19,4,4,8,-12,8,0.42,2,3,2,5,0,0,0,2,52,7.7,18:06,33.3
388,Blake Coleman,2021-22,CGY,L,C,29,4,4,8,+4,27,0.28,4,7,0,0,0,1,0,0,84,4.8,15:16,15.4
389,Sam Steel,2021-22,ANA,L,C,27,4,4,8,-5,4,0.30,4,7,0,1,0,0,0,0,27,14.8,12:54,51.6
390,Cody Eakin,2021-22,BUF,L,C,28,3,5,8,-7,10,0.29,2,6,1,1,0,1,0,1,43,7.0,13:55,56.6
391,Kevin Hayes,2021-22,PHI,L,C,14,3,5,8,-10,2,0.57,2,5,1,2,0,1,0,0,31,9.7,15:37,42.0
392,William Karlsson,2021-22,VGK,L,C,20,3,5,8,-1,2,0.40,3,8,0,0,0,0,0,0,39,7.7,18:30,48.4
393,Michael Raffl,2021-22,DAL,L,L,28,3,5,8,-4,4,0.29,3,6,0,0,0,2,0,0,32,9.4,14:51,62.5
394,Pierre-Edouard Bellemare,2021-22,TBL,L,L,33,3,5,8,+8,4,0.24,3,8,0,0,0,0,0,1,30,10.0,14:37,51.8
