#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
19,Patrick Marleau,2005-06,SJS,L,C,82,34,52,86,-12,26,1.05,13,41,20,44,1,1,2,4,260,13.1,19:56,46.8
20,Henrik Zetterberg,2005-06,DET,L,C,77,39,46,85,+29,30,1.10,21,49,17,35,1,1,0,9,270,14.4,18:57,50.3
21,Andy McDonald,2005-06,ANA,L,C,82,34,51,85,+24,32,1.04,21,46,13,38,0,1,0,7,229,14.9,16:48,56.3
22,Paul Kariya,2005-06,NSH,L,L,82,31,54,85,-6,40,1.04,17,39,14,46,0,0,1,3,245,12.7,19:05,11.1
23,Scott Gomez,2005-06,NJD,L,C,82,33,51,84,+8,42,1.02,24,51,9,33,0,0,0,5,244,13.5,18:47,52.6
24,Brendan Shanahan,2005-06,DET,R,L,82,40,41,81,+29,105,0.99,26,53,14,28,0,0,0,6,289,13.8,16:35,50.0
25,Vinny Prospal,2005-06,TBL,L,L,81,25,55,80,-3,50,0.99,15,53,10,27,0,0,1,3,236,10.6,19:10,45.3
26,Nicklas Lidstrom,2005-06,DET,L,D,80,16,64,80,+21,50,1.00,7,30,9,50,0,0,0,2,243,6.6,27:29,--
27,Simon Gagne,2005-06,PHI,L,L,72,47,32,79,+31,38,1.10,33,51,12,23,2,5,1,7,334,14.1,20:46,38.9
28,Brian Rolston,2005-06,MIN,L,R,82,34,45,79,+14,50,0.96,14,42,15,32,5,5,0,7,293,11.6,20:21,46.4
29,Markus Naslund,2005-06,VAN,L,L,81,32,47,79,-19,66,0.98,19,37,13,42,0,0,0,2,264,12.1,18:28,28.6
30,Michael Nylander,2005-06,NYR,L,C,81,23,56,79,+31,76,0.98,17,62,6,17,0,0,1,4,172,13.4,19:20,46.5
31,Mats Sundin,2005-06,TOR,R,C,70,31,47,78,+7,58,1.11,13,32,16,42,2,4,1,2,220,14.1,19:59,54.0
32,Alex Tanguay,2005-06,COL,L,L,71,29,49,78,+8,46,1.10,21,49,8,29,0,0,1,4,125,23.2,18:22,30.0
33,Mike Modano,2005-06,DAL,L,C,78,27,50,77,+23,58,0.99,14,41,12,34,1,2,0,4,207,13.0,19:34,51.1
34,Ales Hemsky,2005-06,EDM,R,R,81,19,58,77,-5,64,0.95,11,34,7,42,1,1,0,4,178,10.7,16:59,42.9
35,Jason Arnott,2005-06,DAL,R,C,81,32,44,76,+13,102,0.94,20,46,11,29,1,1,1,5,167,19.2,17:12,51.2
36,Justin Williams,2005-06,CAR,R,R,82,31,45,76,+1,60,0.93,19,45,8,25,4,6,0,4,255,12.2,21:08,29.4
37,Martin Straka,2005-06,NYR,L,C,82,22,54,76,+17,42,0.93,18,43,4,33,0,0,0,4,171,12.9,19:09,39.7
38,Cory Stillman,2005-06,CAR,L,L,72,21,55,76,-9,32,1.06,11,42,10,34,0,0,0,3,177,11.9,18:40,27.3
39,Vincent Lecavalier,2005-06,TBL,L,C,80,35,40,75,0,90,0.94,20,40,13,32,2,3,1,7,309,11.3,20:08,51.2
40,Peter Forsberg,2005-06,PHI,L,C,60,19,56,75,+21,46,1.25,10,42,8,32,1,1,0,2,132,14.4,18:47,50.6
41,Henrik Sedin,2005-06,VAN,L,C,82,18,57,75,+11,56,0.91,12,40,5,32,1,3,0,0,113,15.9,16:54,50.7
42,Patrice Bergeron,2005-06,BOS,R,C,81,31,42,73,+3,22,0.90,18,42,12,29,1,2,1,6,310,10.0,20:36,54.7
43,Maxim Afinogenov,2005-06,BUF,L,R,77,22,51,73,+6,84,0.95,11,42,11,31,0,0,2,3,241,9.1,16:20,17.7
44,Shawn Horcoff,2005-06,EDM,L,C,79,22,51,73,0,85,0.92,16,43,3,24,3,6,1,5,167,13.2,19:59,52.7
45,Vyacheslav Kozlov,2005-06,ATL,L,L,82,25,46,71,+14,33,0.87,17,46,8,24,0,1,0,1,206,12.1,17:47,39.8
46,Todd Bertuzzi,2005-06,VAN,L,R,82,25,46,71,-17,120,0.87,13,39,12,32,0,0,0,3,200,12.5,19:08,43.8
47,Daniel Sedin,2005-06,VAN,L,L,82,22,49,71,+7,34,0.87,11,37,11,32,0,2,1,4,204,10.8,16:40,42.9
48,Sergei Zubov,2005-06,DAL,R,D,78,13,58,71,+20,46,0.91,4,32,9,39,0,0,0,0,141,9.2,26:15,--
49,Rod Brind'Amour,2005-06,CAR,L,C,78,31,39,70,+8,68,0.90,10,30,19,35,2,5,0,5,198,15.7,24:18,59.1
50,Brad Boyes,2005-06,BOS,R,R,82,26,43,69,+11,30,0.84,18,47,8,22,0,0,0,3,203,12.8,15:46,53.6
51,Steve Sullivan,2005-06,NSH,R,L,69,31,37,68,+2,50,0.99,14,30,13,34,4,4,1,5,192,16.2,19:06,52.4
52,Jarret Stoll,2005-06,EDM,R,C,82,22,46,68,+4,74,0.83,10,35,11,31,1,2,1,4,243,9.1,18:23,56.8
53,Bryan McCabe,2005-06,TOR,L,D,73,19,49,68,-1,116,0.93,6,19,13,45,0,4,1,6,207,9.2,28:18,0.0
54,Jarome Iginla,2005-06,CGY,R,R,82,35,32,67,+5,86,0.82,17,33,17,31,1,3,0,6,293,12.0,21:42,54.2
55,Chris Drury,2005-06,BUF,R,C,81,30,37,67,-11,32,0.83,12,28,16,37,2,2,1,5,172,17.4,18:06,55.5
56,Lubomir Visnovsky,2005-06,LAK,L,D,80,17,50,67,+7,50,0.84,7,26,10,41,0,0,1,3,152,11.2,23:16,100.0
57,Tomas Kaberle,2005-06,TOR,L,D,82,9,58,67,-1,46,0.82,3,16,6,51,0,0,2,2,163,5.5,27:58,--
58,Marian Gaborik,2005-06,MIN,L,R,65,38,28,66,+6,64,1.02,26,41,10,22,2,3,0,7,252,15.1,18:26,27.3
59,Ryan Smyth,2005-06,EDM,L,L,75,36,30,66,-5,58,0.88,15,31,19,31,2,4,1,3,230,15.7,20:13,47.8
60,Miroslav Satan,2005-06,NYI,L,R,82,35,31,66,-8,54,0.80,18,38,17,27,0,1,0,2,253,13.8,19:10,53.2
61,Shane Doan,2005-06,PHX,R,R,82,30,36,66,-9,123,0.80,13,24,17,41,0,1,0,7,254,11.8,19:08,43.7
62,Alexei Yashin,2005-06,NYI,R,C,82,28,38,66,-14,68,0.80,18,34,10,32,0,0,0,2,253,11.1,18:30,50.2
63,Craig Conroy,2005-06,LAK,R,C,78,22,44,66,+13,78,0.85,14,39,5,21,3,6,0,3,154,14.3,19:13,51.2
64,Mike Knuble,2005-06,PHI,R,R,82,34,31,65,+25,80,0.79,19,40,13,23,2,2,0,6,217,15.7,20:21,32.3
65,Alex Kovalev,2005-06,MTL,L,R,69,23,42,65,-1,76,0.94,14,32,9,33,0,0,1,5,206,11.2,19:28,48.9
66,Brenden Morrow,2005-06,DAL,L,L,81,23,42,65,+30,183,0.80,14,45,8,17,1,3,0,4,146,15.8,19:15,37.5
67,David Vyborny,2005-06,CBJ,L,R,80,22,43,65,-9,50,0.81,15,31,5,32,2,2,1,6,145,15.2,20:41,30.1
68,Mark Recchi,2005-06,"PIT,CAR",L,R,83,28,36,64,-36,68,0.77,15,28,13,34,0,2,0,3,199,14.1,20:24,48.1
69,Mike Sillinger,2005-06,"STL,NSH",R,C,79,32,31,63,-17,63,0.80,17,31,14,30,1,2,0,2,211,15.2,19:15,55.9
70,Andrew Brunette,2005-06,COL,L,L,82,24,39,63,+9,48,0.77,13,35,11,28,0,0,0,2,129,18.6,15:01,33.3
71,Scott Niedermayer,2005-06,ANA,L,D,82,13,50,63,+8,96,0.77,4,25,9,36,0,2,1,3,181,7.2,25:30,28.6
72,Pavol Demitra,2005-06,LAK,L,R,58,25,37,62,+21,42,1.07,13,29,7,26,5,7,1,7,184,13.6,21:04,49.1
73,Ales Kotalik,2005-06,BUF,R,R,82,25,37,62,-3,62,0.76,15,34,10,28,0,0,0,5,261,9.6,15:34,41.4
74,Robert Lang,2005-06,DET,R,C,72,20,42,62,+17,72,0.86,12,38,8,24,0,0,1,3,171,11.7,16:15,50.3
75,Saku Koivu,2005-06,MTL,L,C,72,17,45,62,+1,70,0.86,12,35,5,27,0,0,3,4,138,12.3,18:31,53.8
76,Martin St. Louis,2005-06,TBL,L,R,80,31,30,61,-3,38,0.76,19,37,9,20,3,4,1,7,221,14.0,20:59,23.1
77,Darcy Tucker,2005-06,TOR,L,R,74,28,33,61,-12,100,0.82,10,25,18,36,0,0,0,4,189,14.8,17:38,58.6
78,Mike Comrie,2005-06,PHX,L,C,80,30,30,60,+2,55,0.75,20,35,10,25,0,0,0,4,190,15.8,16:01,52.8
79,Jason Allison,2005-06,TOR,R,C,66,17,43,60,-18,76,0.91,8,21,9,39,0,0,0,2,111,15.3,18:42,50.1
80,Erik Cole,2005-06,CAR,L,L,60,30,29,59,+19,54,0.98,24,41,3,14,3,4,0,8,164,18.3,19:18,36.8
81,Tomas Holmstrom,2005-06,DET,L,L,81,29,30,59,+14,66,0.73,18,35,11,24,0,0,0,8,140,20.7,13:59,--
82,Marco Sturm,2005-06,"SJS,BOS",L,L,74,29,30,59,+6,48,0.80,21,40,8,17,0,2,0,6,180,16.1,18:21,41.7
83,Kyle Calder,2005-06,CHI,L,L,79,26,33,59,-4,52,0.75,18,44,6,13,2,2,3,6,183,14.2,18:23,46.2
84,Daymond Langkow,2005-06,CGY,L,C,82,25,34,59,+2,46,0.72,14,28,11,29,0,2,1,7,171,14.6,18:07,47.4
85,Mathieu Schneider,2005-06,DET,L,D,72,21,38,59,+33,86,0.82,10,30,11,29,0,0,0,4,188,11.2,24:31,25.0
86,Pierre-Marc Bouchard,2005-06,MIN,L,C,80,17,42,59,+3,28,0.74,10,28,7,31,0,0,0,3,118,14.4,15:15,46.7
87,Daniel Briere,2005-06,BUF,R,C,48,25,33,58,+3,48,1.21,14,29,11,28,0,1,1,4,147,17.0,19:04,50.7
88,Milan Hejduk,2005-06,COL,R,R,74,24,34,58,+13,24,0.78,9,33,14,23,1,2,0,2,221,10.9,18:33,17.4
89,Jason Williams,2005-06,DET,R,C,80,21,37,58,+4,26,0.73,15,34,6,24,0,0,0,4,177,11.9,14:55,55.2
90,Sergei Gonchar,2005-06,PIT,L,D,75,12,46,58,-13,100,0.77,4,18,8,38,0,2,1,2,192,6.3,24:40,--
91,Jason Blake,2005-06,NYI,L,L,76,28,29,57,0,60,0.75,14,33,12,22,2,2,0,2,304,9.2,18:47,42.8
92,Dainius Zubrus,2005-06,WSH,L,C,71,23,34,57,+3,84,0.80,10,29,13,26,0,2,0,5,181,12.7,20:22,50.3
93,Yanic Perreault,2005-06,NSH,L,C,69,22,35,57,-3,30,0.83,12,30,10,27,0,0,0,2,145,15.2,14:57,62.2
94,Nisse Ekman,2005-06,SJS,L,R,77,21,36,57,+20,54,0.74,16,38,5,19,0,0,0,2,176,11.9,15:12,46.2
95,Doug Weight,2005-06,"STL,CAR",L,C,70,15,42,57,-17,75,0.81,6,28,9,28,0,1,0,1,175,8.6,20:44,48.8
96,Joe Nieuwendyk,2005-06,FLA,L,C,65,26,30,56,-2,46,0.86,19,36,7,20,0,0,1,3,195,13.3,16:23,59.4
97,Brendan Morrison,2005-06,VAN,L,C,82,19,37,56,-1,84,0.68,11,33,8,23,0,0,2,5,156,12.2,19:31,50.5
98,Ladislav Nagy,2005-06,PHX,L,L,51,15,41,56,+8,74,1.10,7,25,7,29,1,2,1,4,132,11.4,18:53,40.3
99,Chris Pronger,2005-06,EDM,L,D,80,12,44,56,+2,74,0.70,2,14,10,42,0,0,1,3,155,7.7,27:59,0.0
100,Anson Carter,2005-06,VAN,R,R,81,33,22,55,-1,41,0.68,18,30,15,25,0,0,0,7,146,22.6,14:34,39.3
101,Michael Ryder,2005-06,MTL,R,R,81,30,25,55,-5,40,0.68,12,23,18,32,0,0,2,6,243,12.4,16:10,52.9
102,Michael Cammalleri,2005-06,LAK,L,L,80,26,29,55,-14,50,0.69,11,20,15,34,0,1,0,4,206,12.6,16:45,53.5
103,Ray Whitney,2005-06,CAR,R,L,63,17,38,55,0,42,0.87,5,19,12,36,0,0,1,2,147,11.6,17:11,38.5
104,Jussi Jokinen,2005-06,DAL,L,L,81,17,38,55,+2,30,0.68,9,24,8,31,0,0,0,2,107,15.9,13:34,30.4
105,Martin Rucinsky,2005-06,NYR,L,L,52,16,39,55,+10,56,1.06,12,29,4,26,0,0,1,4,152,10.5,18:25,34.1
106,Tim Connolly,2005-06,BUF,R,C,63,16,39,55,+5,28,0.87,9,29,7,23,0,3,0,3,99,16.2,18:00,42.5
107,Freddy Modin,2005-06,TBL,L,L,77,31,23,54,+5,56,0.70,18,35,12,16,1,3,0,4,221,14.0,19:35,51.5
108,Rick Nash,2005-06,CBJ,L,L,54,31,23,54,+5,51,1.00,20,35,11,19,0,0,0,4,170,18.2,18:16,50.0
109,Nikolay Zherdev,2005-06,CBJ,R,R,73,27,27,54,-13,50,0.74,17,31,10,22,0,1,0,0,194,13.9,17:36,10.0
110,Alex Frolov,2005-06,LAK,R,L,69,21,33,54,+17,40,0.78,14,35,4,14,3,5,0,4,174,12.1,19:18,50.0
111,Mike Johnson,2005-06,PHX,R,R,80,16,38,54,+7,50,0.68,9,35,6,18,1,1,0,3,145,11.0,16:34,44.4
112,Joffrey Lupul,2005-06,ANA,R,L,81,28,25,53,-13,48,0.65,14,28,12,23,2,2,0,2,296,9.5,16:38,37.6
113,Glen Murray,2005-06,BOS,R,R,64,24,29,53,-8,52,0.83,17,31,6,19,1,3,1,3,195,12.3,20:12,28.6
114,Sergei Samsonov,2005-06,"BOS,EDM",R,L,74,23,30,53,-3,28,0.72,13,27,10,26,0,0,0,1,143,16.1,16:31,33.3
115,Jamie Langenbrunner,2005-06,NJD,R,R,80,19,34,53,-1,74,0.66,10,27,8,25,1,1,0,1,243,7.8,18:36,43.9
116,Dan Boyle,2005-06,TBL,R,D,79,15,38,53,-8,38,0.67,9,28,6,25,0,0,1,4,153,9.8,23:12,0.0
117,Jere Lehtinen,2005-06,DAL,R,R,80,33,19,52,+9,30,0.65,18,30,14,21,1,1,0,6,216,15.3,18:42,21.4
118,Steve Reinprecht,2005-06,"CGY,PHX",L,C,80,22,30,52,+11,32,0.65,12,33,9,18,1,1,1,3,130,16.9,16:19,48.2
119,Jozef Stumpel,2005-06,FLA,R,L,74,15,37,52,+11,26,0.70,11,35,3,16,1,1,0,1,115,13.0,17:47,49.1
120,Mike York,2005-06,NYI,R,L,75,13,39,52,-9,30,0.69,8,28,4,22,1,2,0,2,146,8.9,19:55,46.1
121,Petr Sykora,2005-06,"ANA,NYR",L,R,74,23,28,51,+6,50,0.69,15,29,8,22,0,0,0,0,230,10.0,16:06,37.8
122,John LeClair,2005-06,PIT,L,L,73,22,29,51,-24,61,0.70,13,23,8,27,1,1,0,0,135,16.3,15:45,46.2
123,Mike Ribeiro,2005-06,MTL,L,C,79,16,35,51,-6,36,0.65,8,26,8,25,0,0,1,2,130,12.3,16:35,44.7
124,Rob Blake,2005-06,COL,R,D,81,14,37,51,+2,94,0.63,6,25,7,24,1,2,0,1,264,5.3,24:22,0.0
125,Marek Svatos,2005-06,COL,R,R,61,32,18,50,0,60,0.82,20,28,12,22,0,0,0,9,165,19.4,13:45,20.0
126,Peter Schaefer,2005-06,OTT,L,L,82,20,30,50,+16,40,0.61,12,35,4,10,4,5,0,2,137,14.6,15:49,37.0
127,Kimmo Timonen,2005-06,NSH,L,D,79,11,39,50,-3,74,0.63,3,11,8,38,0,1,0,1,156,7.1,22:26,80.0
128,Wade Redden,2005-06,OTT,L,D,65,10,40,50,+35,63,0.77,2,18,8,30,0,2,0,4,153,6.5,23:28,100.0
129,Mark Parrish,2005-06,"NYI,LAK",R,R,76,29,20,49,-23,20,0.64,13,19,16,30,0,0,1,5,137,21.2,18:33,16.7
130,Matt Cullen,2005-06,CAR,L,C,78,25,24,49,+4,40,0.63,17,30,8,18,0,1,1,5,214,11.7,16:26,52.1
131,Martin Erat,2005-06,NSH,L,R,80,20,29,49,0,76,0.61,15,33,5,16,0,0,0,1,143,14.0,14:45,16.0
132,Dion Phaneuf,2005-06,CGY,L,D,82,20,29,49,+5,93,0.60,4,15,16,33,0,1,1,7,242,8.3,21:44,--
133,Scott Young,2005-06,STL,R,R,79,18,31,49,-32,52,0.62,8,16,10,33,0,0,0,1,284,6.3,18:23,0.0
134,John-Michael Liles,2005-06,COL,L,D,82,14,35,49,+5,44,0.60,8,21,6,28,0,0,0,1,154,9.1,18:31,100.0
135,Marek Zidlicky,2005-06,NSH,R,D,67,12,37,49,+8,82,0.73,2,20,10,29,0,0,0,1,113,10.6,20:04,--
136,Brian Rafalski,2005-06,NJD,R,D,82,6,43,49,0,36,0.60,3,21,3,27,0,1,1,2,126,4.8,25:32,0.0
137,Mark Bell,2005-06,CHI,L,C,82,25,23,48,-14,107,0.59,13,26,11,21,1,1,0,1,227,11.0,17:37,48.5
138,Scott Hartnell,2005-06,NSH,L,L,81,25,23,48,+8,101,0.59,13,27,10,17,2,4,0,8,211,11.9,16:05,37.9
139,Thomas Vanek,2005-06,BUF,R,L,81,25,23,48,-11,72,0.59,14,24,11,24,0,0,0,4,204,12.3,14:44,21.7
140,Bryan Smolinski,2005-06,OTT,R,C,81,17,31,48,+8,46,0.59,13,32,4,16,0,0,0,5,178,9.6,14:48,49.8
141,Petr Prucha,2005-06,NYR,R,R,68,30,17,47,+3,32,0.69,14,25,16,22,0,0,0,2,130,23.1,13:42,52.0
142,Nathan Horton,2005-06,FLA,R,R,71,28,19,47,+8,89,0.66,25,38,3,9,0,0,0,1,162,17.3,16:53,45.8
143,Kristian Huselius,2005-06,"FLA,CGY",L,L,78,20,27,47,-9,40,0.60,12,19,8,28,0,0,0,4,164,12.2,14:52,50.0
144,Paul Mara,2005-06,PHX,L,D,78,15,32,47,-12,70,0.60,7,18,8,29,0,0,0,0,157,9.6,21:29,0.0
145,Geoff Sanderson,2005-06,"CBJ,PHX",L,L,77,25,21,46,-15,58,0.60,13,27,11,18,1,1,0,1,159,15.7,13:42,50.8
146,Derek Roy,2005-06,BUF,L,C,70,18,28,46,+1,57,0.66,12,30,5,15,1,1,0,1,151,11.9,17:02,48.0
147,Pierre Turgeon,2005-06,COL,L,C,62,16,30,46,+1,32,0.74,9,26,7,20,0,0,0,1,94,17.0,12:47,48.6
148,Joni Pitkanen,2005-06,PHI,L,D,58,13,33,46,+22,78,0.79,8,26,5,19,0,1,3,3,118,11.0,23:43,--
149,Andrei Markov,2005-06,MTL,L,D,67,10,36,46,+13,74,0.69,3,19,6,24,1,3,0,1,88,11.4,23:33,0.0
150,Jay Bouwmeester,2005-06,FLA,L,D,82,5,41,46,+1,79,0.56,5,30,0,16,0,0,0,0,189,2.7,25:29,0.0
151,Mikael Samuelsson,2005-06,DET,R,R,71,23,22,45,+27,42,0.63,16,32,7,13,0,0,0,3,187,12.3,13:31,27.3
152,Ian Laperriere,2005-06,COL,R,R,82,21,24,45,+3,116,0.55,19,42,1,1,1,2,1,3,133,15.8,17:10,45.9
153,Alexander Steen,2005-06,TOR,L,L,75,18,27,45,-9,42,0.60,8,25,9,19,1,1,0,3,176,10.2,17:37,24.1
154,Patrik Elias,2005-06,NJD,L,C,38,16,29,45,+11,20,1.18,10,24,6,21,0,0,0,3,142,11.3,18:34,20.0
155,Tyler Arnason,2005-06,"CHI,OTT",L,C,79,13,32,45,+1,44,0.57,8,30,5,15,0,0,1,1,203,6.4,14:20,46.5
156,Kyle Wellwood,2005-06,TOR,R,C,81,11,34,45,0,14,0.56,8,23,3,22,0,0,0,0,117,9.4,12:47,56.3
157,Mike Fisher,2005-06,OTT,R,C,68,22,22,44,+23,64,0.65,16,28,2,9,4,7,0,3,150,14.7,17:09,50.3
158,Ryan Malone,2005-06,PIT,L,L,77,22,22,44,-22,63,0.57,7,20,10,17,5,7,0,1,153,14.4,18:06,39.6
159,Sergei Fedorov,2005-06,"ANA,CBJ",L,C,67,12,32,44,-2,66,0.66,8,25,3,17,1,2,1,2,160,7.5,21:02,52.0
160,Brian Campbell,2005-06,BUF,L,D,79,12,32,44,-14,16,0.56,7,17,5,27,0,0,1,5,105,11.4,17:43,--
161,Michal Handzus,2005-06,PHI,L,C,73,11,33,44,-2,38,0.60,8,24,2,15,1,5,0,1,113,9.7,18:28,53.2
162,Jeff Halpern,2005-06,WSH,R,C,70,11,33,44,-8,79,0.63,5,23,6,20,0,1,0,1,151,7.3,20:00,55.2
163,Frantisek Kaberle,2005-06,CAR,L,D,77,6,38,44,+8,46,0.57,5,26,1,17,0,1,2,3,126,4.8,19:37,--
164,Philippe Boucher,2005-06,DAL,R,D,66,16,27,43,+28,77,0.65,8,22,8,19,0,2,1,3,174,9.2,23:25,100.0
165,Zdeno Chara,2005-06,OTT,L,D,71,16,27,43,+17,135,0.61,5,18,10,22,1,3,1,3,212,7.6,27:11,41.7
166,Brad Stuart,2005-06,"SJS,BOS",L,D,78,12,31,43,-8,52,0.55,5,19,7,21,0,3,1,2,163,7.4,24:58,--
167,Jaroslav Spacek,2005-06,"CHI,EDM",L,D,76,12,31,43,+11,96,0.57,8,21,4,21,0,1,0,0,150,8.0,23:39,--
168,Tom Preissing,2005-06,SJS,R,D,74,11,32,43,+17,26,0.58,9,20,2,22,0,1,2,2,131,8.4,20:30,0.0
169,Jeff Carter,2005-06,PHI,R,C,81,23,19,42,+10,40,0.52,15,27,6,13,2,2,0,7,189,12.2,12:04,48.2
170,Jochen Hecht,2005-06,BUF,L,C,64,18,24,42,+10,34,0.66,12,31,4,8,2,3,1,4,179,10.1,18:07,39.7
171,Tony Amonte,2005-06,CGY,L,R,80,14,28,42,+3,43,0.53,10,23,3,17,1,2,0,3,155,9.0,17:07,31.8
172,Ziggy Palffy,2005-06,PIT,L,R,42,11,31,42,+5,12,1.00,9,31,2,11,0,0,0,2,112,9.8,19:19,50.0
173,Raffi Torres,2005-06,EDM,L,L,82,27,14,41,+4,50,0.50,21,30,6,11,0,0,1,3,164,16.5,13:24,41.7
174,Ruslan Fedotenko,2005-06,TBL,L,L,80,26,15,41,-4,44,0.51,22,34,4,7,0,0,1,6,164,15.9,15:21,42.9
175,Brian Willsie,2005-06,WSH,R,R,82,19,22,41,-19,77,0.50,10,19,8,21,1,1,0,2,185,10.3,16:40,51.9
176,Chris Kunitz,2005-06,"ATL,ANA",L,L,69,19,22,41,+16,71,0.59,13,30,5,10,1,1,0,2,149,12.8,13:54,46.7
177,Martin Gelinas,2005-06,FLA,L,L,82,17,24,41,+27,80,0.50,13,36,4,5,0,0,0,3,186,9.1,15:59,41.7
178,Derek Armstrong,2005-06,LAK,R,C,62,13,28,41,-2,46,0.66,6,28,7,13,0,0,0,1,100,13.0,15:31,50.7
179,Petr Cajanek,2005-06,STL,L,C,71,10,31,41,-22,54,0.58,7,19,3,22,0,0,0,0,150,6.7,18:53,49.7
180,J-P Dumont,2005-06,BUF,L,R,54,20,20,40,-1,38,0.74,11,20,9,20,0,0,0,4,116,17.2,16:00,11.1
181,Jan Bulis,2005-06,MTL,L,C,73,20,20,40,+2,50,0.55,13,30,6,9,1,1,0,3,131,15.3,15:37,44.2
182,Todd White,2005-06,MIN,L,C,61,19,21,40,-1,18,0.66,14,24,5,15,0,1,0,0,109,17.4,17:12,49.1
183,Colby Armstrong,2005-06,PIT,R,R,47,16,24,40,+15,58,0.85,7,26,7,12,2,2,0,3,86,18.6,19:04,27.3
184,Gary Roberts,2005-06,FLA,L,L,58,14,26,40,+4,51,0.69,10,27,4,13,0,0,0,1,122,11.5,16:45,31.6
185,Joe Corvo,2005-06,LAK,R,D,81,14,26,40,+16,38,0.49,7,19,7,21,0,0,1,3,190,7.4,19:59,--
186,Bill Guerin,2005-06,DAL,R,R,70,13,27,40,0,115,0.57,10,23,3,17,0,0,0,2,210,6.2,16:25,50.0
187,Randy Robitaille,2005-06,MIN,L,C,67,12,28,40,-5,54,0.60,5,20,7,20,0,0,0,2,112,10.7,14:44,51.4
188,Brett McLean,2005-06,COL,L,C,82,9,31,40,-7,51,0.49,8,29,1,11,0,0,0,0,115,7.8,12:12,50.7
189,Teppo Numminen,2005-06,BUF,R,D,75,2,38,40,+6,36,0.53,2,20,0,20,0,0,0,0,60,3.3,19:30,100.0
190,Peter Bondra,2005-06,ATL,L,R,60,21,18,39,-3,40,0.65,13,22,8,17,0,0,1,1,143,14.7,15:56,20.0
191,Chris Clark,2005-06,WSH,R,R,78,20,19,39,+9,110,0.50,16,33,1,2,3,4,0,0,144,13.9,15:24,49.3
192,Chris Gratton,2005-06,FLA,L,C,76,17,22,39,+6,104,0.51,12,30,4,8,1,1,0,2,135,12.6,15:43,51.3
193,Rob Niedermayer,2005-06,ANA,L,C,76,15,24,39,-5,89,0.51,10,22,4,16,1,1,0,2,140,10.7,17:52,45.6
194,Radim Vrbata,2005-06,"CAR,CHI",R,R,61,15,24,39,+4,22,0.64,9,22,6,16,0,1,0,0,185,8.1,14:54,44.4
