#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
560,Patrick Thoresen,2007-08,"EDM,PHI",L,L,38,2,6,8,-10,14,0.21,2,8,0,0,0,0,0,0,39,5.1,11:45,41.0
561,Andrej Sekera,2007-08,BUF,L,D,37,2,6,8,+5,16,0.22,2,5,0,3,0,0,1,1,28,7.1,19:37,--
562,Steve Wagner,2007-08,STL,L,D,24,2,6,8,-4,8,0.33,1,5,1,3,0,0,0,0,25,8.0,18:29,--
563,Glen Wesley,2007-08,CAR,L,D,78,1,7,8,-3,52,0.10,1,7,0,0,0,1,0,1,63,1.6,16:06,--
564,Andy Sutton,2007-08,NYI,L,D,58,1,7,8,-6,86,0.14,1,7,0,1,0,0,0,1,57,1.8,18:10,--
565,Dmitri Kalinin,2007-08,BUF,L,D,46,1,7,8,-7,32,0.17,0,5,1,3,0,0,0,0,60,1.7,17:20,--
566,Darren Haydar,2007-08,ATL,R,R,16,1,7,8,+4,2,0.50,1,6,0,2,0,0,0,0,14,7.1,11:46,0.0
567,Marcel Hossa,2007-08,"NYR,PHX",L,L,50,1,7,8,+2,28,0.16,1,7,0,1,0,0,0,0,66,1.5,13:46,20.0
568,Sheldon Brookbank,2007-08,NJD,R,D,44,0,8,8,0,63,0.18,0,7,0,1,0,0,0,0,43,0.0,15:08,--
569,Andre Roy,2007-08,TBL,L,R,63,4,3,7,-1,108,0.11,4,7,0,0,0,0,0,0,38,10.5,5:28,--
570,Shawn Thornton,2007-08,BOS,R,L,58,4,3,7,-1,74,0.12,4,7,0,0,0,0,0,1,65,6.2,7:24,28.6
571,Kevin Dallman,2007-08,LAK,R,D,34,3,4,7,+4,4,0.21,3,6,0,1,0,0,0,1,41,7.3,12:53,0.0
572,Joakim Lindstrom,2007-08,CBJ,L,C,25,3,4,7,0,14,0.28,1,3,2,4,0,0,0,1,25,12.0,9:26,28.6
573,Patrice Bergeron,2007-08,BOS,R,C,10,3,4,7,+2,2,0.70,1,4,2,3,0,0,0,0,24,12.5,18:10,50.3
574,Derian Hatcher,2007-08,PHI,L,D,44,2,5,7,+4,33,0.16,2,6,0,0,0,1,0,1,27,7.4,21:06,--
575,Brendan Witt,2007-08,NYI,L,D,59,2,5,7,-8,51,0.12,2,6,0,0,0,1,0,0,58,3.5,21:46,--
576,Cory Sarich,2007-08,CGY,R,D,80,2,5,7,+2,135,0.09,2,5,0,0,0,2,0,0,57,3.5,18:50,--
577,Vitaly Vishnevski,2007-08,NJD,L,D,69,2,5,7,-12,50,0.10,2,6,0,0,0,1,0,0,48,4.2,15:32,--
578,Blair Betts,2007-08,NYR,L,C,75,2,5,7,-4,20,0.09,2,6,0,1,0,0,0,0,85,2.4,11:52,50.3
579,Garnet Exelby,2007-08,ATL,L,D,79,2,5,7,-21,85,0.09,2,7,0,0,0,0,0,0,37,5.4,18:53,--
580,Nolan Pratt,2007-08,BUF,L,D,55,1,6,7,+1,30,0.13,1,7,0,0,0,0,0,0,21,4.8,13:31,--
581,Brad Lukowich,2007-08,TBL,L,D,59,1,6,7,-15,20,0.12,1,6,0,0,0,1,0,0,28,3.6,16:36,--
582,Jody Shelley,2007-08,"CBJ,SJS",L,L,62,1,6,7,-4,135,0.11,1,7,0,0,0,0,0,0,41,2.4,5:52,0.0
583,Steve McCarthy,2007-08,ATL,L,D,55,1,6,7,-23,48,0.13,1,6,0,1,0,0,0,0,41,2.4,15:47,--
584,Marc-Antoine Pouliot,2007-08,EDM,R,C,24,1,6,7,-1,12,0.29,1,6,0,1,0,0,0,0,32,3.1,10:20,47.7
585,Ryan O'Byrne,2007-08,MTL,R,D,33,1,6,7,+7,45,0.21,1,7,0,0,0,0,0,0,10,10.0,13:24,--
586,Vladimir Sobotka,2007-08,BOS,L,C,48,1,6,7,+1,24,0.15,1,7,0,0,0,0,0,1,40,2.5,8:50,48.6
587,Nicklas Grossmann,2007-08,DAL,L,D,62,0,7,7,+10,22,0.11,0,7,0,0,0,0,0,0,34,0.0,15:33,--
588,Dallas Drake,2007-08,DET,L,R,65,3,3,6,-12,41,0.09,2,5,0,0,1,1,0,0,46,6.5,10:42,41.4
589,Ryan Bayda,2007-08,CAR,L,L,31,3,3,6,-2,28,0.19,3,6,0,0,0,0,0,0,58,5.2,12:36,0.0
590,DJ King,2007-08,STL,L,L,61,3,3,6,-4,100,0.10,3,6,0,0,0,0,0,1,36,8.3,5:36,28.6
591,Alexandre Picard,2007-08,"PHI,TBL",L,D,24,3,3,6,-12,10,0.25,2,4,1,2,0,0,0,1,24,12.5,20:25,--
592,Adam Hall,2007-08,PIT,R,R,46,2,4,6,-2,24,0.13,2,5,0,1,0,0,0,0,39,5.1,11:52,50.3
593,Jason Jaffray,2007-08,VAN,L,L,19,2,4,6,+4,19,0.32,1,5,1,1,0,0,0,1,15,13.3,12:35,47.7
594,Carlo Colaiacovo,2007-08,TOR,L,D,28,2,4,6,-4,10,0.21,2,6,0,0,0,0,0,1,30,6.7,17:26,--
595,David Jones,2007-08,COL,R,R,27,2,4,6,-5,8,0.22,1,4,1,2,0,0,0,0,37,5.4,11:22,37.5
596,Rod Pelley,2007-08,NJD,L,C,58,2,4,6,-3,19,0.10,2,6,0,0,0,0,0,1,59,3.4,9:19,46.7
597,Quintin Laing,2007-08,WSH,L,L,39,1,5,6,+4,10,0.15,1,6,0,0,0,0,0,1,48,2.1,11:33,33.3
598,Kurt Sauer,2007-08,COL,L,D,54,1,5,6,+17,41,0.11,1,6,0,0,0,0,0,0,28,3.6,18:41,--
599,Eric Fehr,2007-08,WSH,R,C,23,1,5,6,+4,6,0.26,1,2,0,4,0,0,0,0,40,2.5,10:31,0.0
600,Denis Tolpeko,2007-08,PHI,L,R,26,1,5,6,-4,24,0.23,1,5,0,1,0,0,0,0,24,4.2,8:17,--
601,Jeff Giuliano,2007-08,LAK,R,L,53,0,6,6,-9,14,0.11,0,5,0,0,0,1,0,0,30,0.0,11:49,45.2
602,Mike Lundin,2007-08,TBL,L,D,81,0,6,6,+3,16,0.07,0,5,0,0,0,1,0,0,33,0.0,13:48,--
603,Brian Boyle,2007-08,LAK,L,C,8,4,1,5,+4,4,0.63,4,5,0,0,0,0,0,0,19,21.1,13:38,46.3
604,Enver Lisin,2007-08,PHX,L,R,13,4,1,5,-5,6,0.38,3,3,1,2,0,0,0,0,27,14.8,14:27,50.0
605,Marcus Nilson,2007-08,CGY,R,L,47,3,2,5,+2,4,0.11,3,5,0,0,0,0,0,0,47,6.4,9:49,51.2
606,Colin Stuart,2007-08,ATL,L,L,18,3,2,5,+2,6,0.28,2,4,0,0,1,1,0,1,19,15.8,12:20,57.1
607,Patrick Kaleta,2007-08,BUF,R,R,40,3,2,5,+1,41,0.13,3,5,0,0,0,0,0,0,26,11.5,6:19,16.7
608,Jack Skille,2007-08,CHI,R,R,16,3,2,5,+1,0,0.31,3,5,0,0,0,0,0,0,23,13.0,11:59,50.0
609,Chris Conner,2007-08,DAL,L,R,22,3,2,5,0,6,0.23,3,5,0,0,0,0,0,0,27,11.1,12:00,100.0
610,Andrei Zyuzin,2007-08,CHI,L,D,32,2,3,5,-11,38,0.16,1,3,1,2,0,0,0,0,34,5.9,14:58,--
611,Mike Johnson,2007-08,STL,R,R,21,2,3,5,-4,8,0.24,2,5,0,0,0,0,0,0,21,9.5,13:01,25.0
612,Karlis Skrastins,2007-08,"COL,FLA",L,D,60,2,3,5,-11,32,0.08,2,5,0,0,0,0,0,1,45,4.4,18:36,--
613,Brad Richardson,2007-08,COL,L,R,22,2,3,5,-3,8,0.23,2,5,0,0,0,0,0,0,32,6.3,13:29,43.3
614,Drew Miller,2007-08,ANA,L,L,26,2,3,5,-1,6,0.19,2,5,0,0,0,0,0,0,30,6.7,11:11,33.3
615,Peter Harrold,2007-08,LAK,R,D,25,2,3,5,+3,2,0.20,2,5,0,0,0,0,0,0,16,12.5,16:23,50.0
616,Kyle Okposo,2007-08,NYI,R,R,9,2,3,5,+3,2,0.56,1,3,1,1,0,1,0,1,15,13.3,16:28,--
617,Joe DiPenta,2007-08,ANA,R,D,23,1,4,5,+3,16,0.22,1,5,0,0,0,0,0,0,5,20.0,10:39,--
618,John Pohl,2007-08,TOR,R,C,33,1,4,5,-4,10,0.15,1,5,0,0,0,0,0,1,23,4.4,7:06,43.6
619,George Parros,2007-08,ANA,R,R,69,1,4,5,+3,183,0.07,1,5,0,0,0,0,0,0,30,3.3,5:57,30.0
620,Lasse Kukkonen,2007-08,PHI,L,D,53,1,4,5,+3,38,0.09,1,3,0,2,0,0,0,0,31,3.2,15:44,--
621,Matt Lashoff,2007-08,BOS,L,D,18,1,4,5,-2,0,0.28,0,2,1,3,0,0,0,0,11,9.1,13:35,--
622,Joel Kwiatkowski,2007-08,ATL,L,D,18,0,5,5,-5,20,0.28,0,4,0,1,0,0,0,0,24,0.0,16:44,--
623,Rob Scuderi,2007-08,PIT,L,D,71,0,5,5,+3,26,0.07,0,5,0,0,0,0,0,0,28,0.0,18:45,--
624,Greg Zanon,2007-08,NSH,L,D,78,0,5,5,-5,24,0.06,0,5,0,0,0,0,0,0,38,0.0,18:28,--
625,Tim Conboy,2007-08,CAR,R,D,19,0,5,5,+1,60,0.26,0,5,0,0,0,0,0,0,16,0.0,6:58,--
626,Petri Kontiola,2007-08,CHI,R,C,12,0,5,5,+5,6,0.42,0,5,0,0,0,0,0,0,13,0.0,14:33,68.9
627,Kyle Cumiskey,2007-08,COL,L,D,38,0,5,5,-3,16,0.13,0,5,0,0,0,0,0,0,19,0.0,12:08,--
628,Brad May,2007-08,ANA,L,L,61,3,1,4,+2,53,0.07,3,4,0,0,0,0,0,2,34,8.8,6:37,0.0
629,Mark Hartigan,2007-08,DET,L,C,23,3,1,4,-2,16,0.17,3,4,0,0,0,0,0,0,19,15.8,7:09,52.6
630,Andreas Karlsson,2007-08,TBL,L,C,58,2,2,4,-7,10,0.07,2,4,0,0,0,0,0,1,31,6.5,9:39,54.7
631,Jeremy Reich,2007-08,BOS,L,C,58,2,2,4,-5,78,0.07,2,3,0,0,0,1,0,1,39,5.1,8:15,48.4
632,Branislav Mezei,2007-08,FLA,L,D,57,2,2,4,-13,64,0.07,2,4,0,0,0,0,0,0,38,5.3,14:28,--
633,Simon Gamache,2007-08,TOR,L,L,11,2,2,4,-1,6,0.36,1,3,1,1,0,0,0,0,11,18.2,9:36,--
634,Cody McCormick,2007-08,COL,R,C,40,2,2,4,+5,50,0.10,2,4,0,0,0,0,0,1,45,4.4,10:58,35.3
635,Ryan Hollweg,2007-08,NYR,L,L,70,2,2,4,-12,96,0.06,2,4,0,0,0,0,0,0,59,3.4,8:18,46.2
636,Ole-Kristian Tollefsen,2007-08,CBJ,L,D,51,2,2,4,-3,111,0.08,1,3,0,0,1,1,0,0,21,9.5,12:18,--
637,Joe Motzko,2007-08,WSH,R,R,8,2,2,4,+1,0,0.50,2,4,0,0,0,0,0,0,10,20.0,12:27,0.0
638,Kris Versteeg,2007-08,CHI,R,R,13,2,2,4,-1,6,0.31,2,4,0,0,0,0,0,0,21,9.5,15:52,66.7
639,Cody Bass,2007-08,OTT,R,C,21,2,2,4,-1,19,0.19,1,2,0,0,1,2,0,1,12,16.7,5:19,43.8
640,Wes Walz,2007-08,MIN,R,C,11,1,3,4,-5,6,0.36,1,4,0,0,0,0,0,0,9,11.1,13:48,45.9
641,Rhett Warrener,2007-08,CGY,R,D,31,1,3,4,-2,21,0.13,1,3,0,0,0,1,0,0,15,6.7,13:26,0.0
642,Brad Larsen,2007-08,ATL,L,L,62,1,3,4,-17,12,0.06,1,4,0,0,0,0,0,0,35,2.9,9:02,42.0
643,Mark Smith,2007-08,CGY,L,C,54,1,3,4,-6,59,0.07,1,4,0,0,0,0,0,0,27,3.7,5:56,54.4
644,Alexei Semenov,2007-08,SJS,L,D,22,1,3,4,-8,36,0.18,0,3,1,1,0,0,0,0,23,4.4,15:15,--
645,Doug Janik,2007-08,TBL,L,D,61,1,3,4,-3,45,0.07,1,4,0,0,0,0,0,0,23,4.4,9:20,--
646,Riley Cote,2007-08,PHI,L,L,70,1,3,4,+2,202,0.06,1,3,0,1,0,0,0,0,17,5.9,4:17,50.0
647,Duvie Westcott,2007-08,CBJ,R,D,23,1,3,4,-10,30,0.17,0,1,1,3,0,0,0,0,27,3.7,16:25,--
648,Tim Jackman,2007-08,NYI,R,R,36,1,3,4,-3,57,0.11,1,4,0,0,0,0,0,0,36,2.8,6:37,100.0
649,Jeff Tambellini,2007-08,NYI,L,L,31,1,3,4,-9,8,0.13,1,4,0,0,0,0,0,0,43,2.3,10:25,--
650,Stefan Ruzicka,2007-08,PHI,R,R,14,1,3,4,+5,27,0.29,1,3,0,1,0,0,0,0,10,10.0,8:40,0.0
651,Jordan Hendry,2007-08,CHI,L,D,40,1,3,4,0,22,0.10,1,4,0,0,0,0,0,0,32,3.1,17:13,--
652,Ladislav Smid,2007-08,EDM,L,D,65,0,4,4,-15,58,0.06,0,4,0,0,0,0,0,0,45,0.0,17:52,--
653,Michael Zigomanis,2007-08,PHX,R,C,33,2,1,3,-7,6,0.09,2,3,0,0,0,0,0,0,35,5.7,12:24,59.8
654,Tomas Plihal,2007-08,SJS,L,C,22,2,1,3,+4,4,0.14,2,3,0,0,0,0,0,0,34,5.9,10:50,26.3
655,Frans Nielsen,2007-08,NYI,L,C,16,2,1,3,+1,0,0.19,2,3,0,0,0,0,0,0,17,11.8,8:42,48.7
656,Jake Dowell,2007-08,CHI,L,C,19,2,1,3,+1,10,0.16,1,2,0,0,1,1,0,0,19,10.5,11:56,46.5
657,Benoit Pouliot,2007-08,MIN,L,L,11,2,1,3,-1,0,0.27,2,2,0,1,0,0,0,0,10,20.0,8:49,40.0
658,Chris Simon,2007-08,"NYI,MIN",L,L,38,1,2,3,-2,59,0.08,1,3,0,0,0,0,0,0,27,3.7,7:11,100.0
659,Krys Barch,2007-08,DAL,L,R,48,1,2,3,-3,105,0.06,1,3,0,0,0,0,0,0,23,4.4,6:30,0.0
660,David Tanabe,2007-08,CAR,R,D,18,1,2,3,+2,8,0.17,1,3,0,0,0,0,0,0,12,8.3,11:59,--
661,Brad Winchester,2007-08,DAL,L,L,41,1,2,3,-9,46,0.07,1,3,0,0,0,0,0,0,36,2.8,7:34,0.0
662,Darcy Hordichuk,2007-08,NSH,L,L,45,1,2,3,-1,60,0.07,1,3,0,0,0,0,0,1,18,5.6,5:09,--
663,Brett Sterling,2007-08,ATL,L,L,13,1,2,3,-2,14,0.23,1,3,0,0,0,0,0,0,14,7.1,12:24,66.7
664,Casey Borer,2007-08,CAR,L,D,11,1,2,3,-3,4,0.27,1,2,0,1,0,0,0,0,5,20.0,15:17,--
665,Rick Rypien,2007-08,VAN,R,C,22,1,2,3,-5,41,0.14,1,2,0,0,0,1,0,0,8,12.5,8:07,41.5
666,Teddy Purcell,2007-08,LAK,R,L,10,1,2,3,+2,0,0.30,1,3,0,0,0,0,0,0,10,10.0,11:59,--
667,Aaron Downey,2007-08,DET,R,R,56,0,3,3,0,116,0.05,0,3,0,0,0,0,0,0,15,0.0,4:35,--
668,Wyatt Smith,2007-08,COL,L,C,25,0,3,3,-4,8,0.12,0,2,0,0,0,1,0,0,25,0.0,11:38,50.9
669,Toby Petersen,2007-08,DAL,L,C,8,0,3,3,0,4,0.38,0,3,0,0,0,0,0,0,6,0.0,7:50,50.0
670,Mark Eaton,2007-08,PIT,L,D,36,0,3,3,+6,4,0.08,0,3,0,0,0,0,0,0,28,0.0,19:40,--
671,Brian McGrattan,2007-08,OTT,R,R,38,0,3,3,0,46,0.08,0,3,0,0,0,0,0,0,11,0.0,2:52,--
672,Derek Meech,2007-08,DET,L,D,32,0,3,3,-5,6,0.09,0,0,0,3,0,0,0,0,44,0.0,12:08,--
673,Mike Weber,2007-08,BUF,L,D,16,0,3,3,+12,14,0.19,0,3,0,0,0,0,0,0,12,0.0,16:41,--
674,Derek MacKenzie,2007-08,CBJ,L,C,17,2,0,2,-2,8,0.12,2,2,0,0,0,0,0,0,19,10.5,7:47,34.3
675,Jeremy Williams,2007-08,TOR,R,R,18,2,0,2,-3,4,0.11,2,2,0,0,0,0,0,0,16,12.5,7:20,0.0
676,Luc Bourdon,2007-08,VAN,L,D,27,2,0,2,+7,20,0.07,1,1,1,1,0,0,0,0,26,7.7,12:52,--
677,Shawn Matthias,2007-08,FLA,L,L,4,2,0,2,-2,2,0.50,1,1,1,1,0,0,0,0,5,40.0,13:08,44.7
678,Jason Strudwick,2007-08,NYR,L,D,52,1,1,2,0,40,0.04,1,2,0,0,0,0,1,1,21,4.8,12:57,--
679,Andrew Peters,2007-08,BUF,L,L,44,1,1,2,-4,100,0.05,1,2,0,0,0,0,0,0,18,5.6,3:09,0.0
680,Matt Walker,2007-08,STL,R,D,43,1,1,2,-3,61,0.05,1,2,0,0,0,0,0,0,47,2.1,15:54,--
681,Rob Davison,2007-08,"SJS,NYI",L,D,34,1,1,2,-6,53,0.06,0,1,0,0,1,1,0,0,32,3.1,13:52,--
682,Eric Godard,2007-08,CGY,R,R,74,1,1,2,-8,171,0.03,1,2,0,0,0,0,0,1,14,7.1,4:43,0.0
683,Brian Sutherby,2007-08,"WSH,ANA",L,C,50,1,1,2,-4,64,0.04,1,2,0,0,0,0,0,0,49,2.0,8:35,46.0
684,Colton Orr,2007-08,NYR,R,R,74,1,1,2,-13,159,0.03,1,2,0,0,0,0,0,1,24,4.2,7:49,50.0
685,Wade Brookbank,2007-08,CAR,L,D,32,1,1,2,+4,76,0.06,1,2,0,0,0,0,0,0,12,8.3,3:48,25.0
686,Ryan Craig,2007-08,TBL,L,C,7,1,1,2,-1,0,0.29,0,1,1,1,0,0,0,0,8,12.5,13:04,100.0
687,Yan Stastny,2007-08,STL,L,C,12,1,1,2,0,9,0.17,1,2,0,0,0,0,0,0,10,10.0,10:59,44.3
688,Kris Newbury,2007-08,TOR,L,C,28,1,1,2,-7,32,0.07,1,2,0,0,0,0,0,0,14,7.1,4:22,40.0
689,Aaron Rome,2007-08,CBJ,L,D,17,1,1,2,-4,33,0.12,1,2,0,0,0,0,0,0,15,6.7,18:11,--
690,Chris Minard,2007-08,PIT,L,L,15,1,1,2,-1,10,0.13,1,1,0,1,0,0,0,0,9,11.1,3:53,--
691,Tanner Glass,2007-08,FLA,L,L,41,1,1,2,-5,39,0.05,1,2,0,0,0,0,0,0,11,9.1,4:25,0.0
692,Junior Lessard,2007-08,"DAL,TBL",R,R,21,1,1,2,-6,11,0.10,1,2,0,0,0,0,0,0,21,4.8,9:52,--
693,Jordan Lavallee-Smotherman,2007-08,ATL,L,L,2,1,1,2,+2,0,1.00,1,2,0,0,0,0,0,0,1,100.0,11:28,--
694,Clay Wilson,2007-08,CBJ,L,D,7,1,1,2,+3,2,0.29,1,1,0,1,0,0,0,0,12,8.3,16:55,--
695,Derick Brassard,2007-08,CBJ,L,C,17,1,1,2,-4,6,0.12,1,2,0,0,0,0,0,0,13,7.7,9:03,42.5
696,Kevyn Adams,2007-08,CHI,R,C,27,0,2,2,-7,13,0.07,0,0,0,0,0,2,0,0,32,0.0,10:56,49.8
697,Mike Van Ryn,2007-08,FLA,R,D,20,0,2,2,-2,14,0.10,0,2,0,0,0,0,0,0,16,0.0,17:49,--
698,David Hale,2007-08,CGY,L,D,58,0,2,2,0,46,0.03,0,2,0,0,0,0,0,0,35,0.0,13:53,--
699,Mark Popovic,2007-08,ATL,L,D,33,0,2,2,-4,10,0.06,0,2,0,0,0,0,0,0,25,0.0,14:28,--
700,Aaron Johnson,2007-08,NYI,L,D,30,0,2,2,+2,30,0.07,0,1,0,1,0,0,0,0,16,0.0,13:52,--
701,Andrew Alberts,2007-08,BOS,L,D,35,0,2,2,+4,39,0.06,0,2,0,0,0,0,0,0,25,0.0,20:37,50.0
702,Matt Jones,2007-08,PHX,L,D,45,0,2,2,-13,10,0.04,0,2,0,0,0,0,0,0,25,0.0,14:34,--
703,Steve Eminger,2007-08,WSH,R,D,20,0,2,2,-4,8,0.10,0,2,0,0,0,0,0,0,14,0.0,11:08,--
704,Ben Eager,2007-08,"PHI,CHI",L,L,32,0,2,2,-9,89,0.06,0,2,0,0,0,0,0,0,16,0.0,5:48,20.0
705,Kevin Klein,2007-08,NSH,R,D,13,0,2,2,-3,6,0.15,0,2,0,0,0,0,0,0,14,0.0,14:24,--
706,B.J. Crombeen,2007-08,DAL,R,R,8,0,2,2,+1,39,0.25,0,2,0,0,0,0,0,0,9,0.0,6:38,0.0
707,Mark Fistric,2007-08,DAL,L,D,37,0,2,2,+3,24,0.05,0,2,0,0,0,0,0,0,17,0.0,12:44,--
708,Alex Goligoski,2007-08,PIT,L,D,3,0,2,2,+2,2,0.67,0,2,0,0,0,0,0,0,2,0.0,13:56,--
709,Wade Belak,2007-08,"TOR,FLA",R,R,47,1,0,1,-2,78,0.02,1,1,0,0,0,0,0,0,17,5.9,4:05,0.0
710,Mark Mowers,2007-08,ANA,R,R,17,1,0,1,0,8,0.06,1,1,0,0,0,0,0,0,6,16.7,9:02,48.9
711,Kyle Wanvig,2007-08,TBL,R,R,7,1,0,1,-1,7,0.14,1,1,0,0,0,0,0,1,10,10.0,10:09,100.0
712,Noah Clarke,2007-08,NJD,L,L,1,1,0,1,0,0,1.00,1,1,0,0,0,0,0,0,3,33.3,10:39,--
713,Connor James,2007-08,PIT,R,L,13,1,0,1,-2,2,0.08,0,0,1,1,0,0,0,0,9,11.1,7:26,--
714,Jonathan Ericsson,2007-08,DET,L,D,8,1,0,1,-3,4,0.13,0,0,1,1,0,0,0,0,19,5.3,15:58,--
715,Brady Murray,2007-08,LAK,L,L,4,1,0,1,-2,6,0.25,1,1,0,0,0,0,0,0,2,50.0,11:18,51.6
716,Joe Jensen,2007-08,CAR,L,C,6,1,0,1,+1,2,0.17,1,1,0,0,0,0,0,1,6,16.7,6:30,42.9
717,Mike Brown,2007-08,VAN,R,R,19,1,0,1,-2,55,0.05,1,1,0,0,0,0,0,0,9,11.1,6:19,--
718,Ben Walter,2007-08,NYI,L,C,8,1,0,1,-1,0,0.13,0,0,1,1,0,0,0,0,6,16.7,6:05,30.3
719,Petteri Wirtanen,2007-08,ANA,L,C,3,1,0,1,+1,2,0.33,1,1,0,0,0,0,0,1,1,100.0,4:11,45.5
720,Darren McCarty,2007-08,DET,R,R,3,0,1,1,+2,2,0.33,0,1,0,0,0,0,0,0,3,0.0,7:47,--
721,Rory Fitzpatrick,2007-08,PHI,R,D,19,0,1,1,-12,11,0.05,0,1,0,0,0,0,0,0,10,0.0,12:44,--
722,Jeff Cowan,2007-08,VAN,L,L,46,0,1,1,-5,110,0.02,0,1,0,0,0,0,0,0,35,0.0,8:45,0.0
723,Jon Sim,2007-08,NYI,L,L,2,0,1,1,-1,2,0.50,0,1,0,0,0,0,0,0,8,0.0,14:19,--
724,Matt Murley,2007-08,PHX,L,L,3,0,1,1,+1,0,0.33,0,1,0,0,0,0,0,0,3,0.0,11:44,66.7
725,Mike Weaver,2007-08,VAN,R,D,55,0,1,1,+1,33,0.02,0,1,0,0,0,0,0,0,33,0.0,14:02,0.0
726,Darryl Bootland,2007-08,NYI,R,R,4,0,1,1,0,2,0.25,0,1,0,0,0,0,0,0,3,0.0,4:42,--
727,Matthew Spiller,2007-08,NYI,L,D,9,0,1,1,-2,7,0.11,0,0,0,0,0,1,0,0,6,0.0,19:47,--
728,Brandon Nolan,2007-08,CAR,L,C,6,0,1,1,-2,0,0.17,0,1,0,0,0,0,0,0,2,0.0,7:15,--
729,Drew Fata,2007-08,NYI,L,D,5,0,1,1,-1,4,0.20,0,1,0,0,0,0,0,0,4,0.0,17:30,--
730,Tom Cavanagh,2007-08,SJS,L,R,1,0,1,1,+1,0,1.00,0,1,0,0,0,0,0,0,0,--,13:54,33.3
731,John Zeiler,2007-08,LAK,R,R,36,0,1,1,-6,23,0.03,0,1,0,0,0,0,0,0,18,0.0,8:29,38.7
732,Matt Greene,2007-08,EDM,R,D,46,0,1,1,-3,53,0.02,0,1,0,0,0,0,0,0,28,0.0,16:42,--
733,Cam Janssen,2007-08,STL,R,R,12,0,1,1,-1,18,0.08,0,1,0,0,0,0,0,0,9,0.0,7:07,--
734,Anthony Stewart,2007-08,FLA,R,R,26,0,1,1,-1,0,0.04,0,1,0,0,0,0,0,0,21,0.0,6:08,--
735,Ryan Stone,2007-08,PIT,L,C,6,0,1,1,-1,5,0.17,0,1,0,0,0,0,0,0,3,0.0,6:25,60.0
736,Ivan Baranka,2007-08,NYR,L,D,1,0,1,1,+1,0,1.00,0,1,0,0,0,0,0,0,1,0.0,12:44,--
737,Ryan Potulny,2007-08,PHI,L,C,7,0,1,1,0,4,0.14,0,0,0,1,0,0,0,0,5,0.0,6:30,43.8
738,Mathieu Roy,2007-08,EDM,R,D,13,0,1,1,0,27,0.08,0,1,0,0,0,0,0,0,8,0.0,10:23,--
739,Kevin Doell,2007-08,ATL,R,C,8,0,1,1,-2,4,0.13,0,0,0,1,0,0,0,0,6,0.0,9:40,47.2
740,Drew Larman,2007-08,FLA,R,C,6,0,1,1,+1,2,0.17,0,1,0,0,0,0,0,0,1,0.0,6:00,38.5
741,Sami Lepisto,2007-08,WSH,L,D,7,0,1,1,-1,12,0.14,0,1,0,0,0,0,0,0,8,0.0,13:17,--
742,Roman Polak,2007-08,STL,R,D,6,0,1,1,+1,0,0.17,0,1,0,0,0,0,0,0,2,0.0,11:32,--
743,Robbie Earl,2007-08,TOR,L,L,9,0,1,1,-2,0,0.11,0,1,0,0,0,0,0,0,9,0.0,9:14,100.0
744,Troy Brouwer,2007-08,CHI,R,R,2,0,1,1,+1,0,0.50,0,1,0,0,0,0,0,0,0,--,11:56,--
745,Matt Hunwick,2007-08,BOS,L,D,13,0,1,1,-1,4,0.08,0,0,0,1,0,0,0,0,6,0.0,10:36,--
746,Mattias Ritola,2007-08,DET,L,C,2,0,1,1,0,0,0.50,0,1,0,0,0,0,0,0,2,0.0,5:47,--
747,Brian Lee,2007-08,OTT,R,D,6,0,1,1,+1,4,0.17,0,0,0,0,0,1,0,0,6,0.0,16:49,--
748,Niklas Hjalmarsson,2007-08,CHI,L,D,13,0,1,1,-2,13,0.08,0,1,0,0,0,0,0,0,5,0.0,13:37,--
749,David Brine,2007-08,FLA,L,C,9,0,1,1,-1,4,0.11,0,1,0,0,0,0,0,0,3,0.0,6:02,38.6
750,Kyle Turris,2007-08,PHX,R,C,3,0,1,1,-5,2,0.33,0,0,0,1,0,0,0,0,11,0.0,19:45,40.5
751,Jack Hillen,2007-08,NYI,L,D,2,0,1,1,+1,4,0.50,0,1,0,0,0,0,0,0,3,0.0,15:32,--
752,Teppo Numminen,2007-08,BUF,R,D,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,1,0.0,16:03,--
753,Jon Klemm,2007-08,LAK,R,D,22,0,0,0,-5,10,0.00,0,0,0,0,0,0,0,0,6,0.0,10:57,100.0
754,Shawn Bates,2007-08,NYI,R,C,2,0,0,0,-2,0,0.00,0,0,0,0,0,0,0,0,0,--,7:00,25.0
755,Alain Nasreddine,2007-08,PIT,L,D,6,0,0,0,-4,4,0.00,0,0,0,0,0,0,0,0,3,0.0,12:53,--
756,Bates Battaglia,2007-08,TOR,L,L,13,0,0,0,-6,7,0.00,0,0,0,0,0,0,0,0,6,0.0,4:46,0.0
757,Steve Kelly,2007-08,MIN,L,C,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,1,0.0,3:44,66.7
758,Scott Parker,2007-08,COL,R,R,25,0,0,0,0,70,0.00,0,0,0,0,0,0,0,0,5,0.0,3:42,--
