#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
195,Filip Kuba,2006-07,TBL,L,D,81,15,22,37,-9,36,0.46,9,17,5,18,1,2,1,2,106,14.2,20:12,--
196,Sami Salo,2006-07,VAN,R,D,67,14,23,37,+21,26,0.55,9,19,5,18,0,0,3,6,143,9.8,21:27,--
197,Jeff Carter,2006-07,PHI,R,C,62,14,23,37,-17,48,0.60,9,27,3,7,2,3,0,1,215,6.5,19:00,45.4
198,Craig Conroy,2006-07,"LAK,CGY",R,C,80,13,24,37,-3,56,0.46,8,26,4,9,1,2,0,2,112,11.6,15:40,51.1
199,Radek Dvorak,2006-07,STL,R,R,82,10,27,37,-6,48,0.45,8,27,1,9,1,1,0,1,139,7.2,15:38,38.5
200,Joe Corvo,2006-07,OTT,R,D,76,8,29,37,+8,42,0.49,5,22,3,15,0,0,0,2,160,5.0,18:04,--
201,Jason Chimera,2006-07,CBJ,L,L,82,15,21,36,+2,91,0.44,11,30,2,4,2,2,1,2,151,9.9,15:22,36.8
202,Oleg Saprykin,2006-07,"PHX,OTT",L,L,71,15,21,36,+5,58,0.51,13,32,2,4,0,0,0,2,150,10.0,12:28,22.2
203,Eric Perrin,2006-07,TBL,L,C,82,13,23,36,-7,30,0.44,10,26,2,7,1,3,0,0,151,8.6,17:00,50.9
204,Scott Mellanby,2006-07,ATL,R,R,69,12,24,36,-9,63,0.52,7,22,5,14,0,0,0,2,103,11.7,13:43,45.7
205,Mark Streit,2006-07,MTL,L,D,76,10,26,36,-5,14,0.47,7,21,2,14,1,1,0,1,102,9.8,14:01,33.3
206,Jay McClement,2006-07,STL,L,C,81,8,28,36,+3,55,0.44,8,33,0,1,0,2,0,0,104,7.7,13:53,52.7
207,Wade Redden,2006-07,OTT,L,D,64,7,29,36,+1,50,0.56,3,17,4,19,0,0,1,3,122,5.7,22:54,--
208,Trent Hunter,2006-07,NYI,R,R,77,20,15,35,+5,22,0.45,14,24,5,9,1,2,1,2,168,11.9,16:00,42.9
209,Patrick Sharp,2006-07,CHI,R,L,80,20,15,35,-15,74,0.44,12,26,5,5,3,4,0,1,160,12.5,17:04,46.5
210,Eric Belanger,2006-07,"CAR,ATL",L,C,80,17,18,35,-2,26,0.44,13,29,4,6,0,0,0,1,149,11.4,16:15,53.1
211,Brett McLean,2006-07,COL,L,C,78,15,20,35,+8,36,0.45,15,34,0,1,0,0,0,3,134,11.2,13:38,50.1
212,Alexander Steen,2006-07,TOR,L,L,82,15,20,35,+5,26,0.43,11,27,4,7,0,1,0,5,192,7.8,15:42,34.1
213,Kyle Calder,2006-07,"PHI,DET",L,L,78,14,21,35,-25,58,0.45,9,23,3,10,2,2,0,2,130,10.8,15:32,33.3
214,Chris Gratton,2006-07,FLA,L,C,81,13,22,35,+1,94,0.43,12,33,1,2,0,0,0,1,131,9.9,12:06,56.7
215,Andrej Meszaros,2006-07,OTT,L,D,82,7,28,35,-15,102,0.43,7,24,0,10,0,1,0,1,147,4.8,21:41,--
216,Ryane Clowe,2006-07,SJS,L,L,58,16,18,34,+4,78,0.59,12,27,4,7,0,0,0,3,93,17.2,13:11,60.0
217,Raffi Torres,2006-07,EDM,L,L,82,15,19,34,-7,88,0.41,14,33,1,1,0,0,0,0,154,9.7,14:19,44.0
218,Rob Blake,2006-07,LAK,R,D,72,14,20,34,-26,82,0.47,3,7,11,26,0,1,0,1,208,6.7,24:24,33.3
219,Mikael Samuelsson,2006-07,DET,R,R,53,14,20,34,+1,28,0.64,8,20,6,14,0,0,1,2,189,7.4,15:09,66.7
220,Colby Armstrong,2006-07,PIT,R,R,80,12,22,34,+2,67,0.43,10,27,1,4,1,3,3,3,145,8.3,16:50,15.4
221,Ron Hainsey,2006-07,CBJ,L,D,80,9,25,34,-19,69,0.43,2,11,7,23,0,0,0,0,136,6.6,22:53,50.0
222,Nik Antropov,2006-07,TOR,L,C,54,18,15,33,+8,44,0.61,14,28,4,5,0,0,0,4,125,14.4,16:36,35.3
223,Erik Christensen,2006-07,PIT,L,C,61,18,15,33,-3,26,0.54,12,22,6,11,0,0,0,1,133,13.5,11:38,56.3
224,Mike Grier,2006-07,SJS,R,R,81,16,17,33,-5,43,0.41,11,27,2,3,3,3,0,1,125,12.8,16:26,41.3
225,Glen Metropolit,2006-07,"ATL,STL",R,C,77,14,19,33,+9,34,0.43,9,25,5,8,0,0,0,2,123,11.4,12:05,49.4
226,Martin Rucinsky,2006-07,STL,L,L,52,12,21,33,-3,48,0.63,8,22,4,11,0,0,0,3,96,12.5,16:43,21.4
227,Christian Ehrhoff,2006-07,SJS,L,D,82,10,23,33,+8,63,0.40,4,15,6,18,0,0,0,2,164,6.1,18:34,0.0
228,Steve Reinprecht,2006-07,PHX,L,C,49,9,24,33,-3,28,0.67,7,21,2,12,0,0,0,1,71,12.7,15:40,52.3
229,Matt Pettinger,2006-07,WSH,L,L,64,16,16,32,-13,22,0.50,9,17,4,10,3,5,0,2,111,14.4,16:53,30.4
230,Jason Williams,2006-07,"DET,CHI",R,C,78,15,17,32,+1,44,0.41,9,23,5,8,1,1,0,2,149,10.1,15:26,42.7
231,Patrick Eaves,2006-07,OTT,R,R,73,14,18,32,+1,36,0.44,10,25,3,6,1,1,0,1,130,10.8,12:13,11.1
232,John Madden,2006-07,NJD,L,C,74,12,20,32,-7,14,0.43,12,27,0,3,0,2,0,1,153,7.8,18:53,49.8
233,Ruslan Fedotenko,2006-07,TBL,L,L,80,12,20,32,-3,52,0.40,10,26,2,6,0,0,0,1,154,7.8,16:15,25.0
234,Nikolay Zherdev,2006-07,CBJ,R,R,71,10,22,32,-19,26,0.45,7,20,3,12,0,0,0,2,164,6.1,16:13,23.5
235,Mike Richards,2006-07,PHI,L,C,59,10,22,32,-12,52,0.54,5,22,1,6,4,4,0,3,130,7.7,17:50,47.8
236,Ruslan Salei,2006-07,FLA,L,D,82,6,26,32,-13,102,0.39,4,12,2,20,0,0,0,0,148,4.1,23:20,--
237,Brenden Morrow,2006-07,DAL,L,L,40,16,15,31,-2,33,0.78,8,19,8,12,0,0,0,3,101,15.8,18:16,39.2
238,Ryan Malone,2006-07,PIT,L,L,64,16,15,31,+4,71,0.48,14,24,1,5,1,2,0,0,125,12.8,16:15,44.0
239,Steve Bernier,2006-07,SJS,R,R,62,15,16,31,+5,29,0.50,9,17,6,14,0,0,0,4,104,14.4,13:35,27.8
240,Bates Battaglia,2006-07,TOR,L,L,82,12,19,31,+9,45,0.38,12,31,0,0,0,0,0,0,94,12.8,12:27,0.0
241,Mattias Ohlund,2006-07,VAN,L,D,77,11,20,31,-3,80,0.40,5,16,6,15,0,0,1,2,170,6.5,24:47,0.0
242,Mike Johnson,2006-07,MTL,R,R,80,11,20,31,+6,40,0.39,8,25,1,3,2,3,0,1,131,8.4,15:23,31.6
243,Duncan Keith,2006-07,CHI,L,D,82,2,29,31,0,76,0.38,2,25,0,4,0,2,0,0,122,1.6,23:36,--
244,Marek Svatos,2006-07,COL,R,R,66,15,15,30,+1,46,0.45,7,19,8,11,0,0,0,2,179,8.4,12:30,100.0
245,Rostislav Olesz,2006-07,FLA,L,L,75,11,19,30,+2,28,0.40,9,26,2,3,0,1,0,2,164,6.7,15:30,58.3
246,Tony Amonte,2006-07,CGY,L,R,81,10,20,30,-4,40,0.37,8,25,1,3,1,2,0,1,139,7.2,14:09,33.3
247,Matt Cooke,2006-07,VAN,L,L,81,10,20,30,0,64,0.37,9,24,1,4,0,2,1,3,133,7.5,15:37,47.4
248,Johan Franzen,2006-07,DET,L,R,69,10,20,30,+20,37,0.43,9,25,0,1,1,4,0,2,151,6.6,15:35,40.0
249,Marek Zidlicky,2006-07,NSH,R,D,79,4,26,30,+8,72,0.38,2,20,2,10,0,0,0,1,114,3.5,19:43,--
250,Jon Sim,2006-07,ATL,L,L,77,17,12,29,-1,60,0.38,15,26,2,3,0,0,0,1,141,12.1,11:45,22.2
251,Niklas Hagman,2006-07,DAL,L,L,82,17,12,29,+3,34,0.35,14,23,2,5,1,1,0,2,152,11.2,14:26,20.0
252,Guillaume Latendresse,2006-07,MTL,L,L,80,16,13,29,-20,47,0.36,11,19,5,10,0,0,0,3,121,13.2,12:36,12.5
253,Kris Draper,2006-07,DET,L,C,81,14,15,29,+7,58,0.36,9,24,0,0,5,5,0,1,157,8.9,16:45,57.3
254,Dean McAmmond,2006-07,OTT,L,C,81,14,15,29,+11,28,0.36,12,25,0,1,2,3,0,1,86,16.3,11:08,44.2
255,John Pohl,2006-07,TOR,R,C,74,13,16,29,-4,10,0.39,10,22,3,7,0,0,0,1,105,12.4,11:21,53.4
256,Bobby Holik,2006-07,ATL,R,C,82,11,18,29,-3,86,0.35,8,24,2,4,1,1,1,1,190,5.8,15:56,57.5
257,Geoff Sanderson,2006-07,PHI,L,L,58,11,18,29,-16,44,0.50,8,21,3,7,0,1,0,2,143,7.7,13:59,41.7
258,Ed Jovanovski,2006-07,PHX,L,D,54,11,18,29,-6,63,0.54,5,14,6,14,0,1,0,1,135,8.2,23:09,--
259,Phil Kessel,2006-07,BOS,R,R,70,11,18,29,-12,12,0.41,10,24,1,5,0,0,0,0,170,6.5,14:04,40.8
260,Ian Laperriere,2006-07,COL,R,R,81,8,21,29,+5,133,0.36,8,28,0,0,0,1,0,0,118,6.8,13:51,46.8
261,Dmitri Kalinin,2006-07,BUF,L,D,82,7,22,29,+19,36,0.35,6,25,0,3,1,1,0,0,86,8.1,19:31,100.0
262,Mike Commodore,2006-07,CAR,R,D,82,7,22,29,0,113,0.35,5,23,0,1,2,5,0,1,136,5.2,19:54,--
263,Boyd Gordon,2006-07,WSH,R,C,71,7,22,29,+10,14,0.41,5,23,0,0,2,6,0,0,104,6.7,15:53,52.1
264,Eric Brewer,2006-07,STL,L,D,82,6,23,29,-10,69,0.35,4,20,2,8,0,1,1,1,111,5.4,24:32,--
265,Mike Van Ryn,2006-07,FLA,R,D,78,4,25,29,-5,64,0.37,3,18,1,10,0,1,0,0,121,3.3,21:08,0.0
266,Teppo Numminen,2006-07,BUF,R,D,79,2,27,29,+17,32,0.37,2,16,0,12,0,1,0,0,69,2.9,20:48,--
267,R.J. Umberger,2006-07,PHI,L,C,81,16,12,28,-32,41,0.35,12,20,2,3,2,5,0,1,134,11.9,14:32,44.5
268,Joffrey Lupul,2006-07,EDM,R,L,81,16,12,28,-29,45,0.35,11,20,5,8,0,0,0,1,172,9.3,15:36,35.7
269,Chad Kilger,2006-07,TOR,L,L,82,14,14,28,-5,58,0.34,13,27,0,0,1,1,0,2,141,9.9,14:30,46.0
270,Fernando Pisani,2006-07,EDM,L,R,77,14,14,28,-1,40,0.36,11,22,2,4,1,2,0,0,142,9.9,16:54,40.0
271,Joe Pavelski,2006-07,SJS,R,C,46,14,14,28,+4,18,0.61,9,17,5,11,0,0,0,3,111,12.6,15:02,48.6
272,Chris Neil,2006-07,OTT,R,R,82,12,16,28,+6,177,0.34,9,23,3,5,0,0,0,3,139,8.6,13:08,38.5
273,Jeremy Roenick,2006-07,PHX,R,C,70,11,17,28,-18,32,0.40,7,20,4,8,0,0,0,1,89,12.4,13:54,51.4
274,Anson Carter,2006-07,"CBJ,CAR",R,R,64,11,17,28,-4,18,0.44,7,20,4,8,0,0,0,1,70,15.7,14:05,51.2
275,Andy Hilbert,2006-07,NYI,L,L,81,8,20,28,+10,34,0.35,8,27,0,0,0,1,0,1,164,4.9,11:30,52.3
276,Francois Beauchemin,2006-07,ANA,L,D,71,7,21,28,+7,49,0.39,5,15,2,13,0,0,0,0,128,5.5,25:28,0.0
277,Brent Sopel,2006-07,"LAK,VAN",R,D,64,5,23,28,+2,24,0.44,3,19,2,8,0,1,0,2,131,3.8,20:16,33.3
278,Zbynek Michalek,2006-07,PHX,R,D,82,4,24,28,-20,34,0.34,1,12,3,14,0,2,0,0,144,2.8,23:40,100.0
279,Paul Ranger,2006-07,TBL,L,D,72,4,24,28,+5,42,0.39,4,22,0,5,0,1,0,2,90,4.4,20:19,--
280,Brian Pothier,2006-07,WSH,L,D,72,3,25,28,-11,44,0.39,1,13,2,15,0,0,0,0,118,2.5,23:59,--
281,Ryan Craig,2006-07,TBL,L,C,72,14,13,27,-11,55,0.38,10,16,4,11,0,0,0,2,130,10.8,15:20,40.0
282,Jay Pandolfo,2006-07,NJD,L,L,82,13,14,27,-5,8,0.33,12,25,0,0,1,2,0,1,109,11.9,18:37,6.3
283,Drew Stafford,2006-07,BUF,R,R,41,13,14,27,+5,33,0.66,10,23,3,4,0,0,0,3,67,19.4,13:08,46.2
284,Dan Fritsche,2006-07,CBJ,R,C,59,12,15,27,+3,35,0.46,6,18,5,8,1,1,0,4,81,14.8,14:02,49.3
285,P.J. Axelsson,2006-07,BOS,L,L,55,11,16,27,-10,52,0.49,6,15,3,10,2,2,0,0,81,13.6,19:34,34.2
286,Chris Simon,2006-07,NYI,L,L,67,10,17,27,+17,75,0.40,8,23,2,4,0,0,0,0,82,12.2,11:00,47.7
287,Denis Arkhipov,2006-07,CHI,L,C,79,10,17,27,-13,54,0.34,7,16,2,6,1,5,1,1,112,8.9,15:43,49.2
288,Cory Stillman,2006-07,CAR,L,L,43,5,22,27,-8,24,0.63,4,14,1,13,0,0,0,0,85,5.9,17:25,28.6
289,Keith Ballard,2006-07,PHX,L,D,69,5,22,27,-7,59,0.39,3,15,2,11,0,1,0,0,79,6.3,22:00,--
290,Barret Jackman,2006-07,STL,L,D,70,3,24,27,+20,82,0.39,2,24,1,2,0,1,0,1,86,3.5,21:30,--
291,Vernon Fiddler,2006-07,NSH,L,C,72,11,15,26,+11,40,0.36,10,25,0,0,1,1,0,1,90,12.2,13:38,51.6
292,Richard Park,2006-07,NYI,R,R,82,10,16,26,+4,33,0.32,8,23,0,0,2,3,0,2,93,10.8,11:39,39.0
293,Sergei Samsonov,2006-07,MTL,R,L,63,9,17,26,-4,10,0.41,9,22,0,4,0,0,0,0,114,7.9,13:59,14.3
294,Chris Phillips,2006-07,OTT,L,D,82,8,18,26,+36,80,0.32,7,21,0,0,1,5,1,3,94,8.5,22:22,0.0
295,Samuel Pahlsson,2006-07,ANA,L,C,82,8,18,26,-4,42,0.32,8,26,0,0,0,0,0,1,111,7.2,17:22,52.7
296,Kris Beech,2006-07,WSH,L,C,64,8,18,26,-11,46,0.41,5,15,3,11,0,0,0,0,77,10.4,12:28,48.4
297,Karel Rachunek,2006-07,NYR,R,D,66,6,20,26,-9,38,0.39,1,10,4,15,1,1,0,1,99,6.1,19:23,--
298,Eric Lindros,2006-07,DAL,R,C,49,5,21,26,-1,70,0.53,4,18,1,8,0,0,0,0,95,5.3,14:39,53.9
299,Paul Martin,2006-07,NJD,L,D,82,3,23,26,-9,18,0.32,2,20,1,6,0,0,0,0,84,3.6,25:13,--
300,Ian White,2006-07,TOR,R,D,76,3,23,26,+8,40,0.34,2,20,1,6,0,0,0,1,138,2.2,18:32,--
301,Marc-Edouard Vlasic,2006-07,SJS,L,D,81,3,23,26,+13,18,0.32,1,13,2,12,0,1,0,0,66,4.6,22:12,--
302,Jiri Hudler,2006-07,DET,L,R,76,15,10,25,+16,36,0.33,12,20,3,5,0,0,0,4,107,14.0,10:02,30.0
303,Stu Barnes,2006-07,DAL,R,C,82,13,12,25,-2,40,0.30,12,23,1,1,0,1,0,2,118,11.0,16:06,48.6
304,Trevor Linden,2006-07,VAN,R,C,80,12,13,25,-6,34,0.31,7,18,5,7,0,0,0,1,92,13.0,12:20,50.7
305,Sami Kapanen,2006-07,PHI,L,R,77,11,14,25,-21,22,0.32,8,19,1,2,2,4,0,1,129,8.5,16:58,33.3
306,Juraj Kolnik,2006-07,FLA,R,R,64,11,14,25,+2,18,0.39,11,23,0,2,0,0,0,1,113,9.7,12:05,40.0
307,Antti Miettinen,2006-07,DAL,R,R,74,11,14,25,-5,38,0.34,5,17,6,8,0,0,0,1,141,7.8,14:20,18.2
308,Manny Malhotra,2006-07,CBJ,L,C,82,9,16,25,-8,76,0.30,7,23,2,2,0,0,0,3,109,8.3,14:48,55.1
309,Jeff Halpern,2006-07,DAL,R,C,76,8,17,25,-7,78,0.33,7,21,1,4,0,0,0,4,106,7.6,16:48,51.8
310,Christoph Schubert,2006-07,OTT,L,D,80,8,17,25,+30,56,0.31,7,23,1,2,0,0,0,1,97,8.3,11:13,0.0
311,Brent Burns,2006-07,MIN,R,D,77,7,18,25,+16,26,0.32,4,17,3,7,0,1,2,3,108,6.5,15:48,25.0
312,Derek Morris,2006-07,PHX,R,D,82,6,19,25,-18,115,0.30,4,13,2,12,0,0,0,1,129,4.7,20:29,100.0
313,Dennis Wideman,2006-07,"STL,BOS",R,D,75,6,19,25,-10,71,0.33,2,10,4,15,0,0,0,1,122,4.9,19:26,0.0
314,Bryan Allen,2006-07,FLA,L,D,82,4,21,25,+7,112,0.30,4,22,0,2,0,1,0,0,99,4.0,21:36,0.0
315,Sean Hill,2006-07,NYI,R,D,81,1,24,25,+6,110,0.31,1,13,0,12,0,0,0,0,88,1.1,22:33,--
316,Martin Lapointe,2006-07,CHI,R,R,82,13,11,24,-14,98,0.29,7,17,5,6,1,1,0,2,102,12.8,13:59,52.8
317,Brandon Bochenski,2006-07,"CHI,BOS",R,R,41,13,11,24,+1,16,0.59,10,19,3,5,0,0,0,2,92,14.1,13:46,20.0
318,Max Talbot,2006-07,PIT,L,C,75,13,11,24,-2,53,0.32,9,19,0,1,4,4,0,4,88,14.8,13:54,44.4
319,Branko Radivojevic,2006-07,MIN,R,R,82,11,13,24,-9,21,0.29,7,16,4,8,0,0,0,3,116,9.5,12:59,50.0
320,Stephane Yelle,2006-07,CGY,L,C,56,10,14,24,+5,32,0.43,8,20,1,1,1,3,0,1,55,18.2,14:37,50.4
321,Wes Walz,2006-07,MIN,R,C,62,9,15,24,+3,30,0.39,8,23,0,0,1,1,1,1,77,11.7,14:53,47.2
322,Ryan Suter,2006-07,NSH,L,D,82,8,16,24,+10,54,0.29,7,13,1,9,0,2,0,0,87,9.2,20:09,--
323,Craig Rivet,2006-07,"MTL,SJS",R,D,71,7,17,24,+1,69,0.34,5,12,2,11,0,1,0,0,89,7.9,21:39,--
324,Jamie Heward,2006-07,"WSH,LAK",R,D,71,6,18,24,+2,47,0.34,3,13,3,10,0,1,0,1,75,8.0,17:16,--
325,Georges Laraque,2006-07,"PHX,PIT",R,R,73,5,19,24,+4,70,0.33,4,21,1,3,0,0,0,0,44,11.4,9:39,29.4
326,Scott Hannan,2006-07,SJS,L,D,79,4,20,24,+1,38,0.30,3,18,0,5,1,1,0,1,79,5.1,22:49,--
327,Brent Seabrook,2006-07,CHI,R,D,81,4,20,24,-6,104,0.30,4,18,0,4,0,2,0,0,144,2.8,20:46,50.0
328,Greg De Vries,2006-07,ATL,L,D,82,3,21,24,-3,66,0.29,3,15,0,9,0,0,0,0,102,2.9,22:14,--
329,Nathan Paetsch,2006-07,BUF,L,D,63,2,22,24,+10,50,0.38,2,15,0,9,0,0,0,0,62,3.2,15:15,--
330,Michael Zigomanis,2006-07,PHX,R,C,75,14,9,23,-8,46,0.31,11,19,2,3,1,1,0,0,142,9.9,14:53,56.2
331,Radek Bonk,2006-07,MTL,L,C,74,13,10,23,0,54,0.31,10,18,1,2,2,3,0,1,111,11.7,15:52,49.8
332,Jan Bulis,2006-07,VAN,L,C,79,12,11,23,-8,70,0.29,10,19,1,3,1,1,0,2,122,9.8,14:23,38.6
333,Nikita Alexeev,2006-07,"TBL,CHI",L,R,78,12,11,23,+7,12,0.29,10,19,2,4,0,0,0,2,117,10.3,13:47,23.1
334,Arron Asham,2006-07,NYI,R,R,80,11,12,23,+3,63,0.29,11,21,0,2,0,0,0,2,85,12.9,9:20,60.0
335,David Backes,2006-07,STL,R,R,49,10,13,23,+6,37,0.47,8,20,2,3,0,0,0,2,89,11.2,13:25,46.2
336,Todd Marchant,2006-07,ANA,L,C,56,8,15,23,+7,44,0.41,5,20,0,0,3,3,0,2,115,7.0,15:10,54.3
337,Paul Mara,2006-07,"BOS,NYR",L,D,78,5,18,23,-16,113,0.29,4,9,1,14,0,0,0,0,100,5.0,22:08,--
338,Kurtis Foster,2006-07,MIN,R,D,57,3,20,23,-3,52,0.40,3,10,0,13,0,0,0,0,135,2.2,17:59,100.0
339,Anders Eriksson,2006-07,CBJ,L,D,79,0,23,23,+12,46,0.29,0,14,0,8,0,1,0,0,78,0.0,20:12,100.0
340,Brad Richardson,2006-07,COL,L,R,73,14,8,22,+4,28,0.30,11,19,0,0,3,3,1,3,129,10.9,13:10,40.8
341,Wayne Primeau,2006-07,"BOS,CGY",L,C,78,10,12,22,-17,111,0.28,6,17,2,3,2,2,0,3,107,9.4,13:33,49.5
342,Rostislav Klesla,2006-07,CBJ,L,D,75,9,13,22,-13,105,0.29,7,17,2,5,0,0,0,0,159,5.7,22:54,--
343,Paul Gaustad,2006-07,BUF,L,C,54,9,13,22,+11,74,0.41,6,13,3,8,0,1,0,0,75,12.0,13:19,52.9
344,Jamal Mayers,2006-07,STL,R,R,80,8,14,22,-19,89,0.28,6,20,0,0,2,2,0,0,129,6.2,14:37,57.4
345,Tom Kostopoulos,2006-07,LAK,R,R,76,7,15,22,-2,73,0.29,7,21,0,0,0,1,0,0,90,7.8,11:34,29.0
346,Brad Stuart,2006-07,"BOS,CGY",L,D,75,7,15,22,-10,44,0.29,6,19,1,2,0,1,0,2,109,6.4,22:53,--
347,Patrick Rissmiller,2006-07,SJS,L,L,79,7,15,22,+1,22,0.28,6,18,1,3,0,1,0,0,100,7.0,12:10,36.0
348,Josef Vasicek,2006-07,"NSH,CAR",L,C,63,6,16,22,-5,51,0.35,6,18,0,3,0,1,0,0,77,7.8,13:23,50.6
349,Niko Kapanen,2006-07,"ATL,PHX",L,C,79,6,16,22,-23,28,0.28,4,15,2,7,0,0,0,1,79,7.6,12:24,54.1
350,Randy Jones,2006-07,PHI,L,D,66,4,18,22,-14,38,0.33,4,16,0,5,0,1,0,0,67,6.0,16:06,0.0
351,Kim Johnsson,2006-07,MIN,L,D,76,3,19,22,-4,64,0.29,0,9,3,13,0,0,0,0,98,3.1,23:33,--
352,Alexandre Picard,2006-07,PHI,L,D,62,3,19,22,-19,17,0.35,2,15,1,7,0,0,0,0,56,5.4,18:29,--
353,Niklas Kronwall,2006-07,DET,L,D,68,1,21,22,0,54,0.32,0,16,1,6,0,0,0,0,104,1.0,20:39,--
354,Brian Willsie,2006-07,LAK,R,R,81,11,10,21,-20,49,0.26,9,17,2,4,0,0,0,1,131,8.4,13:23,45.3
355,Mark Bell,2006-07,SJS,L,C,71,11,10,21,-9,83,0.30,8,14,3,7,0,0,0,2,116,9.5,12:57,48.2
356,Dimitri Afanasenkov,2006-07,"TBL,PHI",R,L,74,11,10,21,-25,20,0.28,11,21,0,0,0,0,0,0,96,11.5,10:31,26.3
357,Travis Moen,2006-07,ANA,L,L,82,11,10,21,-4,101,0.26,11,20,0,0,0,1,0,0,124,8.9,14:48,30.0
358,Andrew Ladd,2006-07,CAR,L,L,65,11,10,21,+1,46,0.32,9,18,2,3,0,0,0,3,109,10.1,11:12,0.0
359,Mike York,2006-07,"NYI,PHI",R,L,66,10,11,21,-18,22,0.32,8,18,2,3,0,0,0,2,87,11.5,12:30,46.5
360,Richard Zednik,2006-07,"WSH,NYI",L,R,42,7,14,21,-6,18,0.50,6,15,1,6,0,0,0,1,83,8.4,15:01,25.0
361,Pavel Kubina,2006-07,TOR,R,D,61,7,14,21,+7,48,0.34,3,13,4,8,0,0,0,1,97,7.2,21:19,--
362,Darryl Sydor,2006-07,DAL,L,D,74,5,16,21,-4,36,0.28,3,15,2,6,0,0,1,1,75,6.7,20:09,--
363,Steve Rucchin,2006-07,ATL,L,C,47,5,16,21,-4,14,0.45,4,16,1,4,0,1,0,1,56,8.9,18:20,51.6
364,Jaroslav Spacek,2006-07,BUF,L,D,65,5,16,21,+20,62,0.32,4,12,1,9,0,0,0,2,78,6.4,19:09,--
365,Niclas Havelid,2006-07,ATL,L,D,77,3,18,21,-2,52,0.27,2,12,1,8,0,1,0,1,82,3.7,25:16,0.0
366,Marek Malik,2006-07,NYR,L,D,69,2,19,21,+32,70,0.30,2,18,0,1,0,2,0,0,57,3.5,19:16,0.0
367,Robyn Regehr,2006-07,CGY,L,D,78,2,19,21,+27,75,0.27,2,14,0,5,0,2,0,0,66,3.0,21:55,0.0
368,Curtis Brown,2006-07,SJS,L,C,78,8,12,20,-2,56,0.26,6,16,0,1,2,3,1,3,84,9.5,13:10,51.4
369,Ben Clymer,2006-07,WSH,R,R,66,7,13,20,-17,44,0.30,7,13,0,7,0,0,0,0,78,9.0,13:57,14.3
370,Hal Gill,2006-07,TOR,L,D,82,6,14,20,+11,91,0.24,6,19,0,0,0,1,0,1,79,7.6,18:53,0.0
371,Marty Reasoner,2006-07,EDM,L,C,72,6,14,20,-15,60,0.28,6,18,0,0,0,2,0,1,84,7.1,13:52,54.6
372,Dan Hamhuis,2006-07,NSH,L,D,81,6,14,20,+8,66,0.25,6,20,0,0,0,0,0,1,84,7.1,21:20,0.0
373,Petteri Nummelin,2006-07,MIN,L,D,51,3,17,20,-15,22,0.39,3,7,0,13,0,0,0,0,69,4.4,20:17,--
374,Pascal Dupuis,2006-07,"MIN,NYR,ATL",L,R,71,14,5,19,-17,42,0.27,10,13,2,3,2,3,0,1,156,9.0,15:32,31.3
375,Gilbert Brule,2006-07,CBJ,R,C,78,9,10,19,-21,28,0.24,6,12,3,7,0,0,0,0,98,9.2,10:39,45.9
376,Boyd Devereaux,2006-07,TOR,L,C,33,8,11,19,+4,12,0.58,8,18,0,1,0,0,0,0,57,14.0,15:17,26.2
377,Jason Ward,2006-07,"NYR,LAK,TBL",R,R,70,8,11,19,-15,40,0.27,7,16,0,1,1,2,0,1,108,7.4,12:37,40.7
378,Travis Roche,2006-07,PHX,R,D,50,6,13,19,+2,22,0.38,4,10,2,9,0,0,0,1,32,18.8,17:01,--
379,Jiri Novotny,2006-07,"BUF,WSH",R,C,68,6,13,19,-4,28,0.28,6,19,0,0,0,0,0,0,79,7.6,12:56,47.0
380,Loui Eriksson,2006-07,DAL,L,L,59,6,13,19,-3,18,0.32,4,14,2,5,0,0,0,0,78,7.7,13:11,44.4
381,Chuck Kobasew,2006-07,"CGY,BOS",R,R,50,5,14,19,+1,62,0.38,3,11,2,8,0,0,0,1,93,5.4,14:20,28.1
382,Jim Slater,2006-07,ATL,L,C,74,5,14,19,+8,62,0.26,5,18,0,1,0,0,0,2,90,5.6,10:14,54.4
383,Patrick O'Sullivan,2006-07,LAK,L,C,44,5,14,19,-6,14,0.43,3,10,2,9,0,0,0,1,92,5.4,14:04,46.5
384,Mike Komisarek,2006-07,MTL,R,D,82,4,15,19,+7,96,0.23,2,15,0,0,2,4,0,1,78,5.1,19:16,--
385,Ken Klee,2006-07,COL,R,D,81,3,16,19,+18,68,0.23,3,18,0,0,0,1,0,0,90,3.3,20:38,--
386,Toni Lydman,2006-07,BUF,L,D,67,2,17,19,+10,55,0.28,2,16,0,2,0,1,0,1,44,4.6,20:36,--
387,Anton Volchenkov,2006-07,OTT,L,D,78,1,18,19,+37,67,0.24,1,14,0,1,0,4,0,0,85,1.2,21:17,--
388,Marcel Hossa,2006-07,NYR,L,L,64,10,8,18,-4,26,0.28,7,13,3,4,0,1,0,2,83,12.1,12:27,16.7
389,David Moss,2006-07,CGY,R,R,41,10,8,18,+5,12,0.44,7,14,3,4,0,0,0,1,70,14.3,11:13,36.4
390,Fredrik Sjostrom,2006-07,PHX,L,L,78,9,9,18,-11,48,0.23,7,16,2,2,0,0,0,1,125,7.2,14:07,13.3
