#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
27,Jaromir Jagr,2013-14,NJD,L,R,82,24,43,67,+16,46,0.82,19,50,5,17,0,0,1,6,231,10.4,19:10,0.0
28,John Tavares,2013-14,NYI,L,C,59,24,42,66,-6,40,1.12,16,41,8,25,0,0,0,4,188,12.8,21:15,49.1
29,Jason Spezza,2013-14,OTT,R,C,75,23,43,66,-26,46,0.88,14,44,9,22,0,0,0,5,223,10.3,18:13,54.0
30,Jordan Eberle,2013-14,EDM,R,R,80,28,37,65,-11,18,0.81,20,44,7,20,1,1,1,4,200,14.0,19:33,38.1
31,Gabriel Landeskog,2013-14,COL,L,L,81,26,39,65,+21,71,0.80,21,55,5,10,0,0,1,4,222,11.7,18:41,72.2
32,Ryan O'Reilly,2013-14,COL,L,C,80,28,36,64,-1,2,0.80,19,42,9,22,0,0,2,6,201,13.9,19:49,51.8
33,Bryan Little,2013-14,WPG,R,C,82,23,41,64,+8,58,0.78,13,45,8,15,2,4,0,1,170,13.5,20:00,47.5
34,Ryan Johansen,2013-14,CBJ,R,C,82,33,30,63,+3,43,0.77,26,43,7,20,0,0,2,5,237,13.9,17:39,52.8
35,Nathan MacKinnon,2013-14,COL,R,C,82,24,39,63,+20,26,0.77,16,46,8,17,0,0,0,5,241,10.0,17:21,42.9
36,Alexander Steen,2013-14,STL,L,L,68,33,29,62,+17,46,0.91,25,42,7,17,1,3,0,9,211,15.6,20:17,49.0
37,Patrice Bergeron,2013-14,BOS,R,C,80,30,32,62,+38,43,0.78,22,47,7,11,1,4,0,7,243,12.4,17:59,58.6
38,Jakub Voracek,2013-14,PHI,L,R,82,23,39,62,+11,22,0.76,15,39,8,23,0,0,0,2,235,9.8,17:15,66.7
39,Jarome Iginla,2013-14,BOS,R,R,78,30,31,61,+34,47,0.78,26,47,4,14,0,0,0,8,209,14.4,18:13,21.6
40,James van Riemsdyk,2013-14,TOR,L,L,80,30,31,61,-9,50,0.76,19,42,9,15,2,4,0,3,279,10.8,21:03,40.7
41,James Neal,2013-14,PIT,L,L,59,27,34,61,+15,55,1.03,16,35,11,26,0,0,3,4,238,11.3,18:27,27.8
42,Eric Staal,2013-14,CAR,L,C,79,21,40,61,-13,74,0.77,18,45,1,12,2,4,0,0,230,9.1,20:17,52.7
43,Duncan Keith,2013-14,CHI,L,D,79,6,55,61,+22,28,0.77,3,39,3,21,0,1,0,3,198,3.0,24:39,--
44,Max Pacioretty,2013-14,MTL,L,L,73,39,21,60,+8,35,0.82,28,42,10,17,1,1,2,11,270,14.4,18:29,60.0
45,Marian Hossa,2013-14,CHI,L,R,72,30,30,60,+28,20,0.83,23,43,4,13,3,4,0,4,241,12.5,18:16,33.3
46,Jason Pominville,2013-14,MIN,R,R,82,30,30,60,+3,16,0.73,23,43,7,17,0,0,0,5,226,13.3,18:35,54.7
47,Wayne Simmonds,2013-14,PHI,R,R,82,29,31,60,-4,106,0.73,14,36,15,24,0,0,0,4,209,13.9,16:46,50.0
48,Paul Stastny,2013-14,COL,L,C,71,25,35,60,+9,22,0.85,21,44,4,15,0,1,1,4,150,16.7,18:24,54.1
49,T.J. Oshie,2013-14,STL,R,R,79,21,39,60,+19,42,0.76,14,42,5,15,2,3,1,5,152,13.8,18:59,42.4
50,Milan Lucic,2013-14,BOS,L,L,80,24,35,59,+30,91,0.74,21,47,3,12,0,0,1,5,153,15.7,17:23,46.6
51,Ondrej Palat,2013-14,TBL,L,L,81,23,36,59,+32,20,0.73,18,44,3,11,2,4,0,3,165,13.9,18:02,13.5
52,Mats Zuccarello,2013-14,NYR,L,R,77,19,40,59,+11,32,0.77,14,41,4,17,1,1,0,4,170,11.2,17:08,37.5
53,Kyle Turris,2013-14,OTT,R,C,82,26,32,58,+22,39,0.71,18,41,6,14,2,3,0,5,215,12.1,18:44,50.7
54,Valtteri Filppula,2013-14,TBL,L,C,75,25,33,58,+5,20,0.77,19,38,6,20,0,0,0,2,131,19.1,19:59,52.3
55,Frans Nielsen,2013-14,NYI,L,C,80,25,33,58,-11,8,0.73,18,35,5,20,2,3,0,0,167,15.0,18:20,49.3
56,David Perron,2013-14,EDM,R,L,78,28,29,57,-16,90,0.73,19,43,8,13,1,1,0,2,220,12.7,19:08,33.3
57,David Backes,2013-14,STL,R,R,74,27,30,57,+14,119,0.77,17,41,10,16,0,0,1,5,165,16.4,19:33,51.7
58,Jussi Jokinen,2013-14,PIT,L,L,81,21,36,57,+12,18,0.70,15,36,6,21,0,0,0,4,172,12.2,15:42,53.5
59,Derek Stepan,2013-14,NYR,R,C,82,17,40,57,+12,18,0.70,12,36,5,18,0,3,0,2,199,8.5,18:03,45.2
60,Zach Parise,2013-14,MIN,L,L,67,29,27,56,+10,30,0.84,14,35,14,20,1,1,0,5,245,11.8,20:26,41.7
61,Jaden Schwartz,2013-14,STL,L,C,80,25,31,56,+28,27,0.70,17,43,5,10,3,3,0,1,188,13.3,17:32,56.4
62,Shea Weber,2013-14,NSH,R,D,79,23,33,56,-2,52,0.71,11,30,12,26,0,0,1,4,195,11.8,26:54,--
63,Dustin Byfuglien,2013-14,WPG,R,D,78,20,36,56,-20,86,0.72,12,30,8,26,0,0,1,1,256,7.8,23:05,0.0
64,Ryan Nugent-Hopkins,2013-14,EDM,L,C,80,19,37,56,-12,26,0.70,13,36,6,20,0,0,1,4,178,10.7,20:24,42.4
65,Clarke MacArthur,2013-14,OTT,L,L,79,24,31,55,+12,78,0.70,15,37,8,15,1,3,1,5,159,15.1,17:38,46.9
66,Victor Hedman,2013-14,TBL,L,D,75,13,42,55,+5,53,0.73,10,35,3,14,0,6,0,2,170,7.7,22:26,--
67,Jeff Skinner,2013-14,CAR,L,L,71,33,21,54,-14,22,0.76,22,34,11,20,0,0,1,6,274,12.0,17:12,45.1
68,Andrew Ladd,2013-14,WPG,L,L,78,23,31,54,+8,57,0.69,19,40,4,12,0,2,0,2,189,12.2,19:44,38.7
69,Logan Couture,2013-14,SJS,L,C,65,23,31,54,+21,20,0.83,17,37,4,13,2,4,0,6,233,9.9,18:56,50.4
70,Jiri Hudler,2013-14,CGY,L,R,75,17,37,54,+4,16,0.72,15,41,2,13,0,0,1,1,109,15.6,18:51,18.2
71,Mikko Koivu,2013-14,MIN,L,C,65,11,43,54,0,24,0.83,9,34,2,18,0,2,0,4,147,7.5,20:56,54.8
72,Brad Marchand,2013-14,BOS,L,L,82,25,28,53,+36,64,0.65,19,46,1,2,5,5,1,5,149,16.8,15:57,26.1
73,Patric Hornqvist,2013-14,NSH,R,R,76,22,31,53,+1,28,0.70,15,36,7,17,0,0,0,6,248,8.9,16:52,0.0
74,Patrik Elias,2013-14,NJD,L,C,65,18,35,53,-4,30,0.82,12,30,4,17,2,6,1,1,116,15.5,17:53,40.8
75,P.K. Subban,2013-14,MTL,R,D,82,10,43,53,-4,81,0.65,6,30,4,23,0,0,1,1,204,4.9,24:37,--
76,Keith Yandle,2013-14,PHX,L,D,82,8,45,53,-23,63,0.65,5,22,3,31,0,0,1,2,241,3.3,24:09,--
77,Craig Smith,2013-14,NSH,R,C,79,24,28,52,+16,22,0.66,17,42,7,10,0,0,1,4,215,11.2,16:24,15.8
78,Scott Hartnell,2013-14,PHI,L,L,78,20,32,52,+11,103,0.67,11,32,9,20,0,0,0,3,207,9.7,16:53,22.2
79,David Desharnais,2013-14,MTL,L,C,79,16,36,52,+11,24,0.66,13,37,3,15,0,0,1,2,96,16.7,17:12,50.8
80,Matt Moulson,2013-14,"NYI,BUF,MIN",L,L,75,23,28,51,+2,34,0.68,14,32,9,19,0,0,1,5,176,13.1,17:58,22.2
81,Brad Richards,2013-14,NYR,L,C,82,20,31,51,-8,18,0.62,15,32,5,19,0,0,0,2,259,7.7,18:41,49.8
82,Radim Vrbata,2013-14,PHX,R,R,80,20,31,51,-6,22,0.64,10,30,10,21,0,0,0,2,263,7.6,17:57,39.5
83,Reilly Smith,2013-14,BOS,L,R,82,20,31,51,+28,14,0.62,14,37,6,14,0,0,0,3,146,13.7,14:42,0.0
84,Mikkel Boedker,2013-14,PHX,L,L,82,19,32,51,-9,20,0.62,14,35,5,16,0,0,0,1,166,11.5,17:25,42.9
85,David Legwand,2013-14,"NSH,DET",L,C,83,14,37,51,-17,61,0.61,8,32,6,19,0,0,0,4,146,9.6,16:59,50.6
86,Alex Pietrangelo,2013-14,STL,R,D,81,8,43,51,+20,32,0.63,6,32,2,18,0,1,0,1,164,4.9,25:22,--
87,James Wisniewski,2013-14,CBJ,R,D,75,7,44,51,0,61,0.68,4,23,3,28,0,0,0,1,166,4.2,22:37,--
88,Jeff Carter,2013-14,LAK,R,C,72,27,23,50,+8,44,0.69,18,35,8,14,1,1,1,5,256,10.6,18:57,52.2
89,Tyler Johnson,2013-14,TBL,R,C,82,24,26,50,+23,26,0.61,14,34,5,10,5,6,0,4,181,13.3,18:47,48.2
90,Nazem Kadri,2013-14,TOR,L,C,78,20,30,50,-11,67,0.64,13,32,7,18,0,0,1,2,148,13.5,17:23,45.3
91,Brandon Dubinsky,2013-14,CBJ,L,C,76,16,34,50,+5,98,0.66,10,36,4,10,2,4,0,2,189,8.5,18:47,52.9
92,Henrik Sedin,2013-14,VAN,L,C,70,11,39,50,+3,42,0.71,7,32,4,18,0,0,0,1,97,11.3,20:40,52.3
93,Joel Ward,2013-14,WSH,R,R,82,24,25,49,+7,32,0.60,16,37,6,10,2,2,0,4,133,18.1,16:04,45.2
94,Nick Bonino,2013-14,ANA,L,C,77,22,27,49,+14,22,0.64,15,29,7,20,0,0,1,2,159,13.8,16:14,48.8
95,Mike Fisher,2013-14,NSH,R,C,75,20,29,49,-4,60,0.65,16,38,4,11,0,0,0,4,177,11.3,19:45,52.0
96,Tyler Bozak,2013-14,TOR,R,C,58,19,30,49,+2,14,0.84,13,40,5,8,1,1,1,1,90,21.1,20:57,48.7
97,Daniel Alfredsson,2013-14,DET,R,R,68,18,31,49,+2,10,0.72,14,31,4,18,0,0,2,4,151,11.9,16:56,35.7
98,Niklas Kronwall,2013-14,DET,L,D,79,8,41,49,0,44,0.62,3,23,5,25,0,1,0,0,110,7.3,24:19,--
99,Gustav Nyquist,2013-14,DET,L,C,57,28,20,48,+16,10,0.84,22,39,6,9,0,0,1,6,153,18.3,16:51,55.6
100,Bobby Ryan,2013-14,OTT,R,R,70,23,25,48,+7,45,0.69,17,39,6,9,0,0,0,2,190,12.1,16:52,61.5
101,Brent Burns,2013-14,SJS,R,D,69,22,26,48,+26,34,0.70,20,37,2,11,0,0,0,3,245,9.0,16:49,46.6
102,Travis Zajac,2013-14,NJD,R,C,80,18,30,48,+3,28,0.60,15,33,3,15,0,0,1,3,165,10.9,20:19,54.6
103,Henrik Zetterberg,2013-14,DET,L,C,45,16,32,48,+19,20,1.07,13,31,3,17,0,0,0,1,151,10.6,20:33,53.0
104,Carl Soderberg,2013-14,BOS,L,C,73,16,32,48,+4,36,0.66,11,32,5,16,0,0,0,3,129,12.4,14:16,42.4
105,Shane Doan,2013-14,PHX,R,R,69,23,24,47,-7,34,0.68,13,28,10,19,0,0,0,4,167,13.8,18:56,50.0
106,Brandon Saad,2013-14,CHI,L,L,78,19,28,47,+20,20,0.60,16,36,3,9,0,2,0,2,159,12.0,16:17,41.0
107,Mike Ribeiro,2013-14,PHX,L,C,80,16,31,47,-13,52,0.59,12,32,4,15,0,0,0,3,110,14.6,18:00,43.3
108,Daniel Sedin,2013-14,VAN,L,L,73,16,31,47,0,38,0.64,11,29,5,18,0,0,0,4,224,7.1,20:36,29.6
109,Mark Giordano,2013-14,CGY,L,D,64,14,33,47,+12,63,0.73,7,24,7,20,0,3,0,2,180,7.8,25:14,--
110,Matt Niskanen,2013-14,PIT,R,D,81,10,36,46,+33,51,0.57,7,31,3,15,0,0,0,6,162,6.2,21:18,--
111,Michael Cammalleri,2013-14,CGY,L,L,63,26,19,45,-13,26,0.71,20,31,6,14,0,0,0,8,191,13.6,19:51,46.1
112,Antoine Vermette,2013-14,PHX,L,C,82,24,21,45,0,46,0.55,14,29,7,13,3,3,1,4,160,15.0,19:13,56.4
113,Mason Raymond,2013-14,TOR,L,L,82,19,26,45,-6,22,0.55,12,32,6,11,1,2,0,4,178,10.7,17:21,43.8
114,Derick Brassard,2013-14,NYR,L,C,81,18,27,45,+2,46,0.56,11,27,7,18,0,0,1,4,159,11.3,15:48,48.0
115,Kevin Shattenkirk,2013-14,STL,R,D,81,10,35,45,+1,38,0.56,3,18,7,26,0,1,1,5,188,5.3,20:34,--
116,Joffrey Lupul,2013-14,TOR,R,L,69,22,22,44,-15,44,0.64,16,32,6,12,0,0,1,1,191,11.5,18:27,43.6
117,Cody Hodgson,2013-14,BUF,R,C,72,20,24,44,-26,20,0.61,11,25,9,19,0,0,0,0,182,11.0,18:09,46.8
118,Oliver Ekman-Larsson,2013-14,PHX,L,D,80,15,29,44,-4,50,0.55,7,22,8,22,0,0,1,6,199,7.5,25:54,0.0
119,Andrej Sekera,2013-14,CAR,L,D,74,11,33,44,+4,20,0.59,6,28,4,15,1,1,0,1,142,7.8,23:41,--
120,Mark Streit,2013-14,PHI,L,D,82,10,34,44,+3,44,0.54,6,29,4,15,0,0,1,2,121,8.3,20:39,--
121,Marcus Johansson,2013-14,WSH,L,L,80,8,36,44,-21,4,0.55,2,23,6,21,0,0,0,1,107,7.5,17:32,34.7
122,Ryan Kesler,2013-14,VAN,R,C,77,25,18,43,-15,81,0.56,15,26,9,16,1,1,1,5,239,10.5,21:49,52.6
123,Troy Brouwer,2013-14,WSH,R,R,82,25,18,43,-6,92,0.52,13,22,12,21,0,0,0,3,161,15.5,18:51,51.2
124,Adam Henrique,2013-14,NJD,L,C,77,25,18,43,+3,20,0.56,15,26,7,12,3,5,0,4,137,18.3,18:03,44.3
125,Tyler Ennis,2013-14,BUF,L,R,80,21,22,43,-25,42,0.54,15,27,6,16,0,0,0,0,210,10.0,18:51,38.7
126,Vladimir Tarasenko,2013-14,STL,L,R,64,21,22,43,+20,16,0.67,16,36,5,7,0,0,0,3,136,15.4,15:10,33.3
127,Tomas Plekanec,2013-14,MTL,L,C,81,20,23,43,+11,38,0.53,14,30,3,10,3,3,0,5,199,10.1,19:47,48.0
128,Justin Williams,2013-14,LAK,R,R,82,19,24,43,+14,48,0.52,15,36,4,7,0,0,0,1,239,8.0,16:57,20.0
129,Olli Jokinen,2013-14,WPG,L,C,82,18,25,43,-8,62,0.52,16,35,2,8,0,0,0,1,171,10.5,17:01,46.0
130,Mathieu Perreault,2013-14,ANA,L,C,69,18,25,43,+13,36,0.62,14,34,4,9,0,0,1,1,120,15.0,13:52,52.7
131,Ryan McDonagh,2013-14,NYR,L,D,77,14,29,43,+11,36,0.56,9,26,2,13,3,4,1,4,177,7.9,24:49,--
132,Ales Hemsky,2013-14,"EDM,OTT",R,R,75,13,30,43,-15,24,0.57,11,30,2,13,0,0,0,1,138,9.4,15:58,25.0
133,Ryan Suter,2013-14,MIN,L,D,82,8,35,43,+15,34,0.52,5,25,3,17,0,1,0,0,150,5.3,29:25,100.0
134,Andrei Markov,2013-14,MTL,L,D,81,7,36,43,+12,34,0.53,4,21,2,21,1,1,1,1,131,5.3,25:14,--
135,Alexander Semin,2013-14,CAR,R,R,65,22,20,42,+1,42,0.65,15,29,6,12,1,1,1,3,210,10.5,19:55,10.0
136,Andrew Cogliano,2013-14,ANA,L,C,82,21,21,42,+13,28,0.51,18,37,0,0,3,5,0,5,157,13.4,15:24,40.7
137,Jason Chimera,2013-14,WSH,L,L,82,15,27,42,+4,36,0.51,14,36,1,5,0,1,0,0,167,9.0,15:25,43.7
138,Michael Frolik,2013-14,WPG,L,R,81,15,27,42,+8,12,0.52,14,39,1,2,0,1,0,2,189,7.9,16:40,63.2
139,Marek Zidlicky,2013-14,NJD,R,D,81,12,30,42,-3,60,0.52,4,22,8,18,0,2,1,2,128,9.4,21:39,--
140,Teddy Purcell,2013-14,TBL,R,L,81,12,30,42,-3,14,0.52,9,25,3,17,0,0,1,4,157,7.6,16:28,25.0
141,Alex Goligoski,2013-14,DAL,L,D,81,6,36,42,+9,28,0.52,3,27,3,15,0,0,0,0,141,4.3,24:19,0.0
142,Brayden Schenn,2013-14,PHI,L,C,82,20,21,41,0,54,0.50,16,32,4,9,0,0,1,6,178,11.2,15:45,43.2
143,Evander Kane,2013-14,WPG,L,L,63,19,22,41,-7,66,0.65,16,34,1,5,2,2,0,4,250,7.6,20:17,42.9
144,Brendan Gallagher,2013-14,MTL,R,R,81,19,22,41,+4,73,0.51,11,32,8,9,0,0,0,0,211,9.0,15:58,36.7
145,Alex Killorn,2013-14,TBL,L,L,82,17,24,41,+8,63,0.50,14,33,3,8,0,0,1,2,173,9.8,16:47,43.0
146,Johan Franzen,2013-14,DET,L,R,54,16,25,41,+6,40,0.76,9,24,7,17,0,0,0,4,149,10.7,17:39,52.9
147,Mike Richards,2013-14,LAK,L,C,82,11,30,41,-6,28,0.50,6,27,4,12,1,2,0,3,157,7.0,16:59,53.9
148,Mikael Granlund,2013-14,MIN,L,C,63,8,33,41,-3,22,0.65,6,29,2,12,0,0,0,2,104,7.7,17:19,52.6
149,Brent Seabrook,2013-14,CHI,R,D,82,7,34,41,+23,22,0.50,3,31,3,9,1,1,0,0,149,4.7,22:16,--
150,Steven Stamkos,2013-14,TBL,R,C,37,25,15,40,+9,18,1.08,15,26,9,13,1,1,1,5,124,20.2,20:15,49.2
151,Matt Read,2013-14,PHI,R,R,75,22,18,40,-4,16,0.53,18,34,0,2,4,4,0,3,151,14.6,18:48,42.9
152,Cam Atkinson,2013-14,CBJ,R,R,79,21,19,40,-4,18,0.51,16,30,4,9,1,1,0,5,216,9.7,15:47,--
153,Brian Gionta,2013-14,MTL,R,R,81,18,22,40,+1,22,0.49,16,32,2,7,0,1,1,3,184,9.8,17:51,38.3
154,Zdeno Chara,2013-14,BOS,L,D,77,17,23,40,+25,66,0.52,7,24,10,15,0,1,0,3,168,10.1,24:39,--
155,Martin Hanzal,2013-14,PHX,L,C,65,15,25,40,-9,73,0.62,10,27,5,13,0,0,0,2,169,8.9,18:41,54.5
156,Jordan Staal,2013-14,CAR,L,C,82,15,25,40,+2,34,0.49,12,26,2,10,1,4,0,2,165,9.1,18:57,54.4
157,Torey Krug,2013-14,BOS,L,D,79,14,26,40,+18,28,0.51,8,21,6,19,0,0,1,2,183,7.7,17:31,50.0
158,Roman Josi,2013-14,NSH,L,D,72,13,27,40,-2,18,0.56,10,27,3,13,0,0,0,2,168,7.7,26:25,--
159,Rick Nash,2013-14,NYR,L,L,65,26,13,39,+10,36,0.60,20,28,4,7,2,4,0,9,258,10.1,17:01,100.0
160,Artem Anisimov,2013-14,CBJ,L,C,81,22,17,39,-2,20,0.48,17,31,3,6,2,2,0,5,162,13.6,16:36,49.3
161,Andrew Shaw,2013-14,CHI,R,R,80,20,19,39,+12,76,0.49,15,30,5,9,0,0,0,2,149,13.4,15:41,43.3
162,Tomas Tatar,2013-14,DET,L,L,73,19,20,39,+12,30,0.53,17,33,2,6,0,0,0,3,158,12.0,14:21,50.0
163,Nick Foligno,2013-14,CBJ,L,L,70,18,21,39,+5,96,0.56,15,33,3,6,0,0,0,5,111,16.2,16:04,46.2
164,Mikael Backlund,2013-14,CGY,L,C,76,18,21,39,+4,32,0.51,9,24,5,11,4,4,1,3,178,10.1,18:32,47.5
165,Chris Higgins,2013-14,VAN,L,L,78,17,22,39,-14,30,0.50,15,35,2,3,0,1,1,4,216,7.9,19:10,44.7
166,Milan Michalek,2013-14,OTT,L,L,82,17,22,39,-25,41,0.48,13,31,4,8,0,0,0,1,169,10.1,17:35,42.9
167,Sean Couturier,2013-14,PHI,L,C,82,13,26,39,+1,45,0.48,12,31,0,3,1,5,0,2,165,7.9,19:05,47.8
168,Matt Cullen,2013-14,NSH,L,C,77,10,29,39,+4,32,0.51,9,30,1,9,0,0,0,2,134,7.5,15:30,56.7
169,Erik Johnson,2013-14,COL,R,D,80,9,30,39,+5,61,0.49,7,25,2,14,0,0,0,2,157,5.7,23:00,--
170,Jamie McGinn,2013-14,COL,L,L,79,19,19,38,-3,30,0.48,14,29,5,9,0,0,1,3,167,11.4,15:47,50.0
171,Tommy Wingels,2013-14,SJS,R,C,77,16,22,38,+11,35,0.49,14,30,0,5,2,3,1,7,163,9.8,16:07,35.7
172,Nick Bjugstad,2013-14,FLA,R,C,76,16,22,38,-14,16,0.50,15,33,0,3,1,2,0,4,185,8.7,16:13,48.9
173,Tyson Barrie,2013-14,COL,R,D,64,13,25,38,+17,20,0.59,9,28,4,10,0,0,3,5,101,12.9,18:33,--
174,Mike Green,2013-14,WSH,R,D,70,9,29,38,-16,64,0.54,6,23,3,15,0,0,1,2,172,5.2,22:44,--
175,Josh Bailey,2013-14,NYI,L,R,77,8,30,38,-8,26,0.49,6,28,2,10,0,0,0,1,98,8.2,15:50,49.6
176,Vincent Lecavalier,2013-14,PHI,L,C,69,20,17,37,-16,44,0.54,12,24,8,13,0,0,1,3,132,15.2,15:11,44.6
177,Pavel Datsyuk,2013-14,DET,L,C,45,17,20,37,+1,6,0.82,11,25,6,12,0,0,0,2,126,13.5,20:16,53.4
178,Chris Kreider,2013-14,NYR,L,L,66,17,20,37,+14,72,0.56,11,25,6,12,0,0,0,0,136,12.5,15:44,42.1
179,Scottie Upshall,2013-14,FLA,L,R,76,15,22,37,+1,73,0.49,13,30,1,6,1,1,0,3,161,9.3,15:55,45.1
180,Loui Eriksson,2013-14,BOS,L,L,61,10,27,37,+14,6,0.61,8,25,2,11,0,1,0,2,115,8.7,16:32,--
181,Sam Gagner,2013-14,EDM,R,C,67,10,27,37,-29,41,0.55,9,29,1,7,0,1,0,1,143,7.0,18:23,46.8
182,Drew Doughty,2013-14,LAK,R,D,78,10,27,37,+17,64,0.47,4,20,6,16,0,1,0,2,177,5.7,25:43,--
183,John Carlson,2013-14,WSH,R,D,82,10,27,37,-3,22,0.45,5,14,5,22,0,1,0,0,208,4.8,24:31,0.0
184,Derek Roy,2013-14,STL,L,C,75,9,28,37,-1,30,0.49,5,21,4,16,0,0,0,2,114,7.9,13:37,47.0
185,Brian Campbell,2013-14,FLA,L,D,82,7,30,37,-6,20,0.45,5,23,2,12,0,2,0,2,116,6.0,26:57,0.0
186,Jay Bouwmeester,2013-14,STL,L,D,82,4,33,37,+26,20,0.45,3,26,1,11,0,0,0,0,152,2.6,24:03,75.0
187,Brad Boyes,2013-14,FLA,R,R,78,21,15,36,-6,28,0.46,18,32,2,3,1,1,0,1,176,11.9,17:03,53.6
188,Ryan Callahan,2013-14,"NYR,TBL",R,R,65,17,19,36,+1,24,0.55,9,23,7,12,1,1,0,3,163,10.4,18:39,40.6
189,Benoit Pouliot,2013-14,NYR,L,L,80,15,21,36,+10,56,0.45,8,28,7,8,0,0,0,4,141,10.6,13:26,51.3
190,Nino Niederreiter,2013-14,MIN,L,R,81,14,22,36,+12,44,0.44,12,30,2,6,0,0,1,1,143,9.8,14:06,26.9
191,Dan Boyle,2013-14,SJS,R,D,75,12,24,36,-8,32,0.48,6,18,6,18,0,0,1,1,154,7.8,21:17,--
192,Kris Versteeg,2013-14,"FLA,CHI",R,R,81,12,24,36,0,36,0.44,11,28,1,8,0,0,0,1,157,7.6,14:28,47.1
193,Cam Fowler,2013-14,ANA,L,D,70,6,30,36,+15,14,0.51,1,20,4,15,1,1,0,2,100,6.0,23:52,--
194,Cody Eakin,2013-14,DAL,L,C,81,16,19,35,-9,36,0.43,12,28,3,6,1,1,0,2,161,9.9,17:20,47.8
195,Dustin Penner,2013-14,"ANA,WSH",L,L,67,14,21,35,+25,30,0.52,9,24,5,11,0,0,0,2,119,11.8,14:28,31.9
