#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
405,Chuck Kobasew,2010-11,MIN,R,R,63,9,7,16,-6,19,0.25,9,16,0,0,0,0,0,1,74,12.2,11:50,46.2
406,Fernando Pisani,2010-11,CHI,L,R,60,7,9,16,0,10,0.27,6,15,1,1,0,0,0,1,72,9.7,12:34,51.5
407,Alex Frolov,2010-11,NYR,R,L,43,7,9,16,+4,8,0.37,7,15,0,1,0,0,0,2,78,9.0,14:26,14.3
408,Chris Conner,2010-11,PIT,L,R,60,7,9,16,+5,10,0.27,7,16,0,0,0,0,0,3,91,7.7,11:49,25.0
409,Chris Neil,2010-11,OTT,R,R,80,6,10,16,-14,210,0.20,6,16,0,0,0,0,0,2,105,5.7,12:46,50.0
410,Travis Moen,2010-11,MTL,L,L,79,6,10,16,-4,96,0.20,5,15,0,0,1,1,0,0,99,6.1,13:11,36.4
411,Shawn Matthias,2010-11,FLA,L,L,51,6,10,16,0,16,0.31,6,14,0,2,0,0,0,0,90,6.7,11:50,50.8
412,Mike Grier,2010-11,BUF,R,R,73,5,11,16,0,12,0.22,5,16,0,0,0,0,0,0,107,4.7,14:24,32.3
413,Derek Morris,2010-11,PHX,R,D,77,5,11,16,-2,58,0.21,4,14,1,1,0,1,0,1,83,6.0,21:04,66.7
414,Marco Sturm,2010-11,"LAK,WSH",L,L,35,5,11,16,+6,23,0.46,4,12,1,3,0,1,0,1,57,8.8,14:14,40.0
415,Henrik Tallinder,2010-11,NJD,L,D,82,5,11,16,-6,40,0.20,4,13,0,2,1,1,0,2,102,4.9,22:32,--
416,Alec Martinez,2010-11,LAK,L,D,60,5,11,16,+11,18,0.27,4,11,1,5,0,0,0,0,74,6.8,15:17,--
417,Sami Lepisto,2010-11,"PHX,CBJ",L,D,70,4,12,16,+10,55,0.23,4,16,0,0,0,0,0,0,56,7.1,17:33,100.0
418,Radek Martinek,2010-11,NYI,R,D,64,3,13,16,-5,35,0.25,2,15,1,1,0,0,0,0,97,3.1,20:51,--
419,Johnny Boychuk,2010-11,BOS,R,D,69,3,13,16,+15,45,0.23,2,14,1,2,0,0,0,1,154,2.0,20:30,--
420,Ryan Wilson,2010-11,COL,L,D,67,3,13,16,-8,68,0.24,2,14,1,2,0,0,0,0,62,4.8,19:48,--
421,Filip Kuba,2010-11,OTT,L,D,64,2,14,16,-26,16,0.25,2,8,0,7,0,1,1,1,76,2.6,20:44,--
422,Tim Gleason,2010-11,CAR,L,D,82,2,14,16,-11,85,0.20,2,14,0,1,0,1,0,0,84,2.4,20:58,--
423,Braydon Coburn,2010-11,PHI,L,D,82,2,14,16,+15,53,0.20,2,15,0,0,0,1,0,0,114,1.8,21:04,--
424,Jaroslav Spacek,2010-11,MTL,L,D,59,1,15,16,+9,45,0.27,1,12,0,3,0,1,0,0,65,1.5,19:15,--
425,TJ Galiardi,2010-11,COL,L,L,35,7,8,15,-6,12,0.43,7,13,0,2,0,0,0,1,62,11.3,16:12,46.3
426,Dana Tyrell,2010-11,TBL,L,C,78,6,9,15,-5,12,0.19,6,15,0,0,0,0,0,1,73,8.2,12:03,45.5
427,Chris Clark,2010-11,CBJ,R,R,53,5,10,15,-3,38,0.28,3,12,2,2,0,1,0,0,83,6.0,14:39,18.8
428,Alexei Ponikarovsky,2010-11,LAK,L,L,61,5,10,15,+1,36,0.25,4,12,1,3,0,0,0,1,94,5.3,12:36,20.0
429,Steve Bernier,2010-11,FLA,R,R,68,5,10,15,-14,21,0.22,2,12,3,3,0,0,0,0,97,5.2,13:02,23.5
430,Mike Modano,2010-11,DET,L,C,40,4,11,15,-4,8,0.38,3,9,1,6,0,0,0,0,79,5.1,12:27,48.5
431,Craig Adams,2010-11,PIT,R,R,80,4,11,15,-5,76,0.19,2,11,0,0,2,4,0,1,90,4.4,12:11,41.7
432,Andrew Ference,2010-11,BOS,L,D,70,3,12,15,+22,60,0.21,3,13,0,1,0,1,0,0,78,3.9,17:59,--
433,Joey Crabb,2010-11,TOR,R,R,48,3,12,15,-1,24,0.31,2,14,0,0,1,1,0,2,51,5.9,12:59,22.7
434,Jonathan Ericsson,2010-11,DET,L,D,74,3,12,15,+8,87,0.20,2,14,1,1,0,0,0,0,89,3.4,18:50,--
435,Michael Sauer,2010-11,NYR,R,D,76,3,12,15,+20,75,0.20,2,14,1,1,0,0,0,2,54,5.6,17:31,--
436,Adam McQuaid,2010-11,BOS,R,D,67,3,12,15,+30,96,0.22,3,15,0,0,0,0,0,0,46,6.5,14:52,--
437,Rob Scuderi,2010-11,LAK,L,D,82,2,13,15,+1,16,0.18,2,15,0,0,0,0,0,1,46,4.4,20:17,--
438,Marc Methot,2010-11,CBJ,L,D,74,0,15,15,+2,58,0.20,0,14,0,0,0,1,0,0,58,0.0,19:53,--
439,Adam Burish,2010-11,DAL,R,R,63,8,6,14,+2,91,0.22,8,14,0,0,0,0,0,1,89,9.0,14:21,53.5
440,Nick Spaling,2010-11,NSH,L,C,74,8,6,14,-10,20,0.19,7,13,1,1,0,0,0,2,75,10.7,13:56,50.9
441,B.J. Crombeen,2010-11,STL,R,R,80,7,7,14,-18,154,0.18,6,13,0,0,1,1,0,0,113,6.2,12:48,29.7
442,Mathieu Perreault,2010-11,WSH,L,C,35,7,7,14,-3,20,0.40,6,11,1,3,0,0,0,1,41,17.1,11:53,45.6
443,Kyle Clifford,2010-11,LAK,L,L,76,7,7,14,-10,141,0.18,7,14,0,0,0,0,0,0,69,10.1,9:30,53.3
444,Ed Jovanovski,2010-11,PHX,L,D,50,5,9,14,+4,39,0.28,4,11,1,2,0,1,0,1,73,6.9,20:29,--
445,Matt Martin,2010-11,NYI,L,L,68,5,9,14,-13,147,0.21,5,13,0,0,0,1,0,1,60,8.3,10:57,37.0
446,Mark Fayne,2010-11,NJD,R,D,57,4,10,14,+10,27,0.25,4,10,0,4,0,0,0,0,77,5.2,17:50,--
447,David Schlemko,2010-11,PHX,L,D,43,4,10,14,+8,24,0.33,4,9,0,5,0,0,0,0,47,8.5,16:02,--
448,Mikkel Boedker,2010-11,PHX,L,L,34,4,10,14,+11,8,0.41,4,12,0,2,0,0,0,0,39,10.3,10:54,60.0
449,Jamal Mayers,2010-11,SJS,R,R,78,3,11,14,+3,124,0.18,3,14,0,0,0,0,0,0,62,4.8,8:53,54.1
450,Jim Vandermeer,2010-11,EDM,L,D,62,2,12,14,-15,74,0.23,2,11,0,2,0,1,0,0,57,3.5,18:12,--
451,Douglas Murray,2010-11,SJS,L,D,73,1,13,14,+5,44,0.19,1,13,0,1,0,0,0,0,102,1.0,19:37,--
452,Daniel Paille,2010-11,BOS,L,L,43,6,7,13,+3,28,0.30,5,12,0,0,1,1,0,0,48,12.5,11:18,--
453,Colin Greening,2010-11,OTT,L,C,24,6,7,13,+2,10,0.54,6,13,0,0,0,0,0,2,57,10.5,15:05,45.8
454,Jerred Smithson,2010-11,NSH,R,C,82,5,8,13,-6,34,0.16,5,13,0,0,0,0,0,0,73,6.9,14:51,57.5
455,Kyle Wellwood,2010-11,SJS,R,C,35,5,8,13,+10,0,0.37,5,12,0,1,0,0,0,0,50,10.0,13:41,49.2
456,Darryl Boyce,2010-11,TOR,L,C,46,5,8,13,+8,33,0.28,5,13,0,0,0,0,0,1,27,18.5,11:23,46.4
457,Jesse Winchester,2010-11,OTT,R,C,72,4,9,13,-9,42,0.18,4,13,0,0,0,0,0,0,118,3.4,10:50,55.6
458,Dan Sexton,2010-11,ANA,R,R,47,4,9,13,-6,4,0.28,3,12,1,1,0,0,0,0,78,5.1,11:35,25.0
459,Trevor Lewis,2010-11,LAK,R,C,72,3,10,13,-11,6,0.18,3,13,0,0,0,0,0,2,105,2.9,11:29,39.2
460,Theo Peckham,2010-11,EDM,L,D,71,3,10,13,-5,198,0.18,3,13,0,0,0,0,0,0,41,7.3,18:36,--
461,Mike Weaver,2010-11,FLA,R,D,82,2,11,13,+1,34,0.16,2,12,0,1,0,0,0,1,53,3.8,20:48,--
462,Brooks Orpik,2010-11,PIT,L,D,63,1,12,13,+12,66,0.21,1,10,0,0,0,3,0,0,56,1.8,20:53,100.0
463,Randy Jones,2010-11,TBL,L,D,61,1,12,13,-4,15,0.21,1,13,0,0,0,0,0,0,52,1.9,17:03,--
464,Matt Hunwick,2010-11,"BOS,COL",L,D,73,1,12,13,-15,25,0.18,1,10,0,3,0,0,0,0,100,1.0,18:31,--
465,Barret Jackman,2010-11,STL,L,D,60,0,13,13,+3,57,0.22,0,10,0,0,0,3,0,0,65,0.0,20:48,--
466,Jared Boll,2010-11,CBJ,R,R,73,7,5,12,-2,182,0.16,7,12,0,0,0,0,0,2,66,10.6,7:40,0.0
467,Dustin Jeffrey,2010-11,PIT,L,L,25,7,5,12,+5,4,0.48,6,11,1,1,0,0,1,1,39,18.0,12:58,44.1
468,David Steckel,2010-11,"WSH,NJD",L,C,75,6,6,12,-6,26,0.16,5,11,0,0,1,1,0,1,79,7.6,11:53,62.3
469,Maxim Lapierre,2010-11,"MTL,ANA,VAN",R,C,78,6,6,12,-14,80,0.15,6,12,0,0,0,0,0,0,129,4.7,11:38,50.9
470,Jiri Tlusty,2010-11,CAR,L,L,57,6,6,12,+1,14,0.21,6,12,0,0,0,0,0,0,53,11.3,9:52,13.3
471,Blair Betts,2010-11,PHI,L,C,75,5,7,12,-3,8,0.16,4,10,0,0,1,2,0,2,51,9.8,10:27,50.3
472,Jim Slater,2010-11,ATL,L,C,36,5,7,12,+4,19,0.33,5,12,0,0,0,0,0,1,53,9.4,10:35,61.5
473,Eric Nystrom,2010-11,MIN,L,L,82,4,8,12,-16,30,0.15,3,11,1,1,0,0,0,0,83,4.8,13:19,34.4
474,Matt Halischuk,2010-11,NSH,R,R,27,4,8,12,+5,2,0.44,4,12,0,0,0,0,0,1,29,13.8,10:08,0.0
475,Jared Spurgeon,2010-11,MIN,R,D,53,4,8,12,-1,2,0.23,2,6,2,6,0,0,0,1,38,10.5,15:04,--
476,Jarkko Ruutu,2010-11,"OTT,ANA",L,L,73,3,9,12,-2,97,0.16,3,11,0,0,0,1,0,1,66,4.6,11:22,40.0
477,Roman Polak,2010-11,STL,R,D,55,3,9,12,-4,33,0.22,3,12,0,0,0,0,0,1,54,5.6,19:57,0.0
478,Nazem Kadri,2010-11,TOR,L,C,29,3,9,12,-3,8,0.41,3,10,0,2,0,0,0,0,51,5.9,15:47,40.5
479,Karl Alzner,2010-11,WSH,L,D,82,2,10,12,+14,24,0.15,2,12,0,0,0,0,0,0,64,3.1,20:01,--
480,Keaton Ellerby,2010-11,FLA,L,D,54,2,10,12,-15,22,0.22,2,11,0,1,0,0,0,0,56,3.6,16:06,--
481,Mike Lundin,2010-11,TBL,L,D,69,1,11,12,-3,12,0.17,1,12,0,0,0,0,0,0,55,1.8,20:24,--
482,Kris Draper,2010-11,DET,L,C,47,6,5,11,+1,12,0.23,6,11,0,0,0,0,0,1,57,10.5,10:27,56.6
483,Erik Condra,2010-11,OTT,R,R,26,6,5,11,-1,12,0.42,5,9,1,1,0,1,0,2,48,12.5,15:52,50.0
484,Arron Asham,2010-11,PIT,R,R,44,5,6,11,0,46,0.25,5,11,0,0,0,0,0,0,60,8.3,9:33,33.3
485,Matt Bradley,2010-11,WSH,R,R,61,4,7,11,-3,68,0.18,4,11,0,0,0,0,0,0,58,6.9,10:29,36.4
486,John Erskine,2010-11,WSH,L,D,73,4,7,11,+1,94,0.15,4,11,0,0,0,0,0,1,58,6.9,14:50,--
487,Rostislav Klesla,2010-11,"CBJ,PHX",L,D,61,4,7,11,+4,38,0.18,4,11,0,0,0,0,0,0,67,6.0,19:04,100.0
488,Kyle Wilson,2010-11,CBJ,R,C,32,4,7,11,-3,12,0.34,4,11,0,0,0,0,0,0,38,10.5,10:38,47.4
489,Matt Gilroy,2010-11,NYR,R,D,58,3,8,11,+5,14,0.19,3,10,0,1,0,0,0,1,75,4.0,14:11,--
490,Jeff Woywitka,2010-11,DAL,L,D,63,2,9,11,+5,24,0.17,1,9,1,2,0,0,0,0,72,2.8,17:57,--
491,Matt Greene,2010-11,LAK,R,D,71,2,9,11,+3,70,0.15,2,11,0,0,0,0,0,1,50,4.0,16:59,--
492,Justin Braun,2010-11,SJS,R,D,28,2,9,11,-1,2,0.39,0,9,2,2,0,0,0,0,44,4.6,16:30,--
493,Luca Sbisa,2010-11,ANA,L,D,68,2,9,11,-11,43,0.16,1,8,1,1,0,2,0,0,76,2.6,16:48,--
494,Michael Del Zotto,2010-11,NYR,L,D,47,2,9,11,-5,20,0.23,0,4,2,7,0,0,0,0,58,3.5,19:29,--
495,Scott Hannan,2010-11,"COL,WSH",L,D,78,1,10,11,+4,34,0.14,1,10,0,0,0,1,0,0,56,1.8,19:47,--
496,Yannick Weber,2010-11,MTL,R,D,41,1,10,11,0,14,0.27,1,6,0,5,0,0,0,0,63,1.6,16:34,--
497,Oliver Ekman-Larsson,2010-11,PHX,L,D,48,1,10,11,+3,24,0.23,1,9,0,2,0,0,0,0,50,2.0,15:02,--
498,Freddy Modin,2010-11,"ATL,CGY",L,L,40,7,3,10,-14,14,0.25,6,9,0,0,1,1,0,0,54,13.0,11:36,40.0
499,Eric Boulton,2010-11,ATL,L,L,69,6,4,10,+1,87,0.14,6,10,0,0,0,0,0,1,51,11.8,8:57,0.0
500,Willie Mitchell,2010-11,LAK,L,D,57,5,5,10,+4,21,0.18,4,9,0,0,1,1,0,1,59,8.5,21:49,--
501,Brandon Segal,2010-11,DAL,R,R,46,5,5,10,0,41,0.22,5,10,0,0,0,0,0,1,40,12.5,8:17,50.0
502,Greg Mauldin,2010-11,COL,R,L,29,5,5,10,+5,8,0.34,3,8,0,0,2,2,0,1,46,10.9,10:33,28.6
503,Steven Kampfer,2010-11,BOS,R,D,38,5,5,10,+9,12,0.26,5,7,0,3,0,0,0,1,57,8.8,17:44,--
504,Steve Reinprecht,2010-11,FLA,L,C,29,4,6,10,-2,6,0.34,3,9,1,1,0,0,0,1,31,12.9,11:46,51.7
505,Steve Staios,2010-11,CGY,R,D,39,3,7,10,+6,24,0.26,2,9,0,0,1,1,0,0,23,13.0,14:43,100.0
506,Deryk Engelland,2010-11,PIT,R,D,63,3,7,10,-5,123,0.16,3,10,0,0,0,0,0,0,49,6.1,13:20,--
507,Jay Harrison,2010-11,CAR,L,D,72,3,7,10,+5,72,0.14,3,10,0,0,0,0,0,0,49,6.1,15:16,--
508,Tanner Glass,2010-11,VAN,L,L,73,3,7,10,-5,72,0.14,3,10,0,0,0,0,0,1,45,6.7,8:56,40.3
509,Niklas Hjalmarsson,2010-11,CHI,L,D,80,3,7,10,+13,39,0.13,3,10,0,0,0,0,0,0,64,4.7,18:29,--
510,Rod Pelley,2010-11,NJD,L,C,74,3,7,10,-9,27,0.14,2,9,1,1,0,0,0,0,88,3.4,11:48,52.8
511,Matt Beleskey,2010-11,ANA,L,L,35,3,7,10,-10,36,0.29,3,9,0,0,0,1,0,0,58,5.2,12:59,37.5
512,Jacob Josefson,2010-11,NJD,L,C,28,3,7,10,+5,6,0.36,3,7,0,3,0,0,0,1,31,9.7,13:14,47.0
513,Marc Savard,2010-11,BOS,L,C,25,2,8,10,-7,29,0.40,2,6,0,4,0,0,0,1,50,4.0,15:48,50.9
514,Ruslan Salei,2010-11,DET,L,D,75,2,8,10,0,48,0.13,2,10,0,0,0,0,0,0,75,2.7,17:58,--
515,Kent Huskins,2010-11,SJS,L,D,50,2,8,10,+8,12,0.20,2,10,0,0,0,0,0,0,38,5.3,16:37,--
516,Francis Bouillon,2010-11,NSH,L,D,44,1,9,10,-3,27,0.23,1,8,0,2,0,0,0,0,47,2.1,20:14,--
517,Mike Komisarek,2010-11,TOR,R,D,75,1,9,10,-8,86,0.13,1,10,0,0,0,0,0,0,48,2.1,13:38,--
518,Jeff Schultz,2010-11,WSH,L,D,72,1,9,10,+6,12,0.14,1,8,0,0,0,2,0,1,34,2.9,19:47,--
519,Nicklas Grossmann,2010-11,DAL,L,D,59,1,9,10,+7,35,0.17,1,10,0,0,0,0,0,0,38,2.6,18:12,--
520,Liam Reddox,2010-11,EDM,L,L,44,1,9,10,-8,20,0.23,1,9,0,0,0,1,0,0,85,1.2,15:00,33.1
521,Matt Niskanen,2010-11,"DAL,PIT",R,D,63,1,9,10,-3,50,0.16,1,5,0,5,0,0,0,0,77,1.3,16:32,--
522,Ryan O'Byrne,2010-11,"MTL,COL",R,D,67,0,10,10,-7,75,0.15,0,10,0,0,0,0,0,0,45,0.0,20:09,--
523,Ladislav Smid,2010-11,EDM,L,D,78,0,10,10,-10,85,0.13,0,9,0,1,0,0,0,0,48,0.0,20:17,--
524,Gilbert Brule,2010-11,EDM,R,C,41,7,2,9,-7,41,0.22,6,8,1,1,0,0,0,1,72,9.7,13:48,53.3
525,Tom Wandell,2010-11,DAL,L,C,75,7,2,9,-5,14,0.12,7,9,0,0,0,0,0,1,94,7.5,11:45,43.7
526,Jesse Joensuu,2010-11,NYI,L,L,42,6,3,9,-6,33,0.21,6,9,0,0,0,0,0,2,41,14.6,11:35,55.6
527,Benn Ferriero,2010-11,SJS,R,R,33,5,4,9,+8,9,0.27,4,8,1,1,0,0,0,1,56,8.9,13:05,18.2
528,Patrick Kaleta,2010-11,BUF,R,R,51,4,5,9,-4,78,0.18,3,8,0,0,1,1,0,0,65,6.2,10:11,41.7
529,Brad Staubitz,2010-11,MIN,R,R,71,4,5,9,-5,173,0.13,4,9,0,0,0,0,0,1,29,13.8,6:31,0.0
530,Zack Smith,2010-11,OTT,L,C,55,4,5,9,-11,120,0.16,4,9,0,0,0,0,0,0,78,5.1,12:36,53.9
531,Boyd Gordon,2010-11,WSH,R,C,60,3,6,9,-5,16,0.15,2,8,0,0,1,1,0,1,77,3.9,13:03,58.0
532,Ryan Carter,2010-11,"ANA,CAR,FLA",L,L,62,3,6,9,-1,66,0.15,3,8,0,0,0,1,0,0,63,4.8,10:01,50.6
533,Doug Weight,2010-11,NYI,L,C,18,2,7,9,-3,10,0.50,1,4,1,5,0,0,0,0,26,7.7,17:32,51.8
534,Hal Gill,2010-11,MTL,L,D,75,2,7,9,-9,43,0.12,2,8,0,0,0,1,0,1,62,3.2,19:49,--
535,Zenon Konopka,2010-11,NYI,L,C,82,2,7,9,-14,307,0.11,2,9,0,0,0,0,0,0,56,3.6,10:11,57.7
536,Shane O'Brien,2010-11,NSH,L,D,80,2,7,9,+1,83,0.11,2,9,0,0,0,0,0,0,50,4.0,17:07,--
537,Clayton Stoner,2010-11,MIN,L,D,57,2,7,9,+5,96,0.16,2,9,0,0,0,0,0,1,40,5.0,16:52,--
538,Chris Butler,2010-11,BUF,L,D,49,2,7,9,+8,26,0.18,2,8,0,1,0,0,0,0,52,3.9,18:10,--
539,Derek Joslin,2010-11,"SJS,CAR",L,D,34,2,7,9,+5,10,0.26,1,8,1,1,0,0,0,1,34,5.9,15:16,--
540,Mark Olver,2010-11,COL,L,C,18,2,7,9,-2,18,0.50,2,9,0,0,0,0,0,0,25,8.0,11:53,48.0
541,Chris Phillips,2010-11,OTT,L,D,82,1,8,9,-35,32,0.11,1,8,0,1,0,0,0,0,81,1.2,21:31,--
542,Nikita Nikitin,2010-11,STL,L,D,41,1,8,9,+1,10,0.22,1,5,0,4,0,0,0,0,46,2.2,16:24,--
543,Ryan McDonagh,2010-11,NYR,L,D,40,1,8,9,+16,14,0.23,1,7,0,0,0,2,0,1,27,3.7,18:44,--
544,Blake Geoffrion,2010-11,NSH,L,C,20,6,2,8,+3,7,0.40,6,8,0,0,0,0,0,1,24,25.0,8:16,46.5
545,Cody McLeod,2010-11,COL,L,L,71,5,3,8,-7,189,0.11,3,6,2,2,0,0,0,0,73,6.9,9:47,37.5
546,Marek Svatos,2010-11,"NSH,OTT",R,R,28,4,4,8,0,10,0.29,4,8,0,0,0,0,0,0,50,8.0,11:43,--
547,Andrew Murray,2010-11,CBJ,L,C,29,4,4,8,+2,4,0.28,4,7,0,0,0,1,0,1,48,8.3,11:23,46.3
548,Mattias Ritola,2010-11,TBL,L,C,31,4,4,8,-5,11,0.26,4,8,0,0,0,0,0,2,42,9.5,10:04,43.2
549,Karlis Skrastins,2010-11,DAL,L,D,74,3,5,8,-1,38,0.11,3,7,0,0,0,1,0,1,30,10.0,17:57,0.0
550,Niclas Wallin,2010-11,SJS,L,D,74,3,5,8,0,46,0.11,3,8,0,0,0,0,0,0,86,3.5,15:50,--
551,Alexandre Picard,2010-11,MTL,L,D,43,3,5,8,0,17,0.19,1,6,2,2,0,0,0,1,49,6.1,16:26,--
552,Mike Brown,2010-11,TOR,R,R,50,3,5,8,+1,69,0.16,2,6,1,1,0,1,0,0,59,5.1,10:06,26.7
553,Jonathon Blum,2010-11,NSH,R,D,23,3,5,8,+8,8,0.35,2,7,1,1,0,0,0,1,18,16.7,17:45,--
554,Marc-Andre Bergeron,2010-11,TBL,L,D,23,2,6,8,-10,8,0.35,2,5,0,3,0,0,1,1,37,5.4,14:19,--
555,Patrick O'Sullivan,2010-11,"CAR,MIN",L,C,31,2,6,8,-2,4,0.26,2,5,0,3,0,0,0,0,50,4.0,12:11,39.2
556,Michal Repik,2010-11,FLA,R,R,31,2,6,8,-6,22,0.26,2,7,0,1,0,0,0,0,54,3.7,12:47,42.9
557,Todd Marchant,2010-11,ANA,L,C,79,1,7,8,-18,26,0.10,1,6,0,1,0,1,0,0,63,1.6,13:17,48.0
558,Nick Boynton,2010-11,"CHI,PHI",R,D,51,1,7,8,-1,40,0.16,1,8,0,0,0,0,0,0,43,2.3,14:39,--
559,Mark Mancari,2010-11,BUF,R,R,20,1,7,8,-1,12,0.40,0,6,1,2,0,0,0,0,43,2.3,12:19,50.0
560,Kyle Cumiskey,2010-11,COL,L,D,18,1,7,8,-3,10,0.44,1,7,0,1,0,0,0,0,21,4.8,19:40,--
561,Adam Foote,2010-11,COL,R,D,47,0,8,8,-9,33,0.17,0,8,0,0,0,0,0,0,23,0.0,17:56,--
562,Jassen Cullimore,2010-11,CHI,L,D,36,0,8,8,+4,8,0.22,0,8,0,0,0,0,0,0,22,0.0,12:38,--
563,Anton Volchenkov,2010-11,NJD,L,D,57,0,8,8,+3,36,0.14,0,8,0,0,0,0,0,0,65,0.0,18:06,--
564,Tim Stapleton,2010-11,ATL,R,C,45,5,2,7,-10,12,0.16,4,6,1,1,0,0,1,1,44,11.4,11:07,48.4
565,David Perron,2010-11,STL,R,L,10,5,2,7,+7,12,0.70,5,6,0,0,0,1,0,0,29,17.2,18:25,--
566,Scott Nichol,2010-11,SJS,R,C,56,4,3,7,-3,50,0.13,4,7,0,0,0,0,0,0,61,6.6,9:45,59.4
567,Bill Thomas,2010-11,FLA,R,R,24,4,3,7,+1,6,0.29,4,7,0,0,0,0,0,2,33,12.1,8:30,59.1
568,Zach Boychuk,2010-11,CAR,L,L,23,4,3,7,-2,4,0.30,3,6,1,1,0,0,0,1,44,9.1,10:43,20.0
569,Andrei Loktionov,2010-11,LAK,L,C,19,4,3,7,+2,2,0.37,4,6,0,1,0,0,0,2,26,15.4,14:46,41.8
570,Nick Leddy,2010-11,CHI,L,D,46,4,3,7,-3,4,0.15,4,6,0,1,0,0,0,0,37,10.8,14:19,--
571,Sami Salo,2010-11,VAN,R,D,27,3,4,7,-3,14,0.26,2,4,1,3,0,0,0,0,39,7.7,20:21,--
572,Chris Porter,2010-11,STL,L,L,45,3,4,7,-4,16,0.16,3,7,0,0,0,0,0,1,55,5.5,10:23,54.6
573,Adam Cracknell,2010-11,STL,R,R,24,3,4,7,+1,8,0.29,3,7,0,0,0,0,0,0,26,11.5,8:55,39.0
574,Jordan Caron,2010-11,BOS,L,R,23,3,4,7,+3,6,0.30,3,7,0,0,0,0,0,1,27,11.1,12:40,14.3
575,Brent Sopel,2010-11,"ATL,MTL",R,D,71,2,5,7,+6,16,0.10,2,6,0,1,0,0,0,0,44,4.6,16:21,--
576,Tom Poti,2010-11,WSH,L,D,21,2,5,7,-4,8,0.33,2,6,0,1,0,0,0,0,20,10.0,18:22,--
577,Keith Ballard,2010-11,VAN,L,D,65,2,5,7,+10,53,0.11,2,7,0,0,0,0,0,0,53,3.8,15:54,--
578,Tom Pyatt,2010-11,MTL,L,L,61,2,5,7,-1,9,0.11,2,5,0,0,0,2,0,0,65,3.1,10:38,50.0
579,Matt Carkner,2010-11,OTT,R,D,50,1,6,7,0,136,0.14,1,6,0,0,0,1,0,0,40,2.5,14:53,--
580,Andreas Lilja,2010-11,ANA,L,D,52,1,6,7,-15,28,0.13,1,7,0,0,0,0,0,0,31,3.2,17:26,--
581,Andrew Alberts,2010-11,VAN,L,D,42,1,6,7,0,41,0.17,1,7,0,0,0,0,0,0,21,4.8,15:10,--
582,Josh Gorges,2010-11,MTL,L,D,36,1,6,7,-3,18,0.19,0,6,1,1,0,0,0,1,20,5.0,21:10,--
583,Adam Pardy,2010-11,CGY,L,D,30,1,6,7,+3,24,0.23,1,6,0,1,0,0,0,0,36,2.8,14:41,--
584,Anssi Salmela,2010-11,NJD,L,D,48,1,6,7,-11,14,0.15,1,7,0,0,0,0,1,1,57,1.8,17:24,--
585,Greg Zanon,2010-11,MIN,L,D,82,0,7,7,-5,48,0.09,0,5,0,1,0,1,0,0,55,0.0,21:33,--
586,Nikita Filatov,2010-11,CBJ,R,L,23,0,7,7,+3,8,0.30,0,4,0,3,0,0,0,0,31,0.0,12:19,--
587,Ales Kotalik,2010-11,CGY,R,R,26,4,2,6,-7,8,0.23,3,4,1,2,0,0,0,2,62,6.5,12:22,54.6
588,Daniel Carcillo,2010-11,PHI,L,L,57,4,2,6,-14,127,0.11,4,6,0,0,0,0,0,2,56,7.1,7:46,50.0
589,Zach Parise,2010-11,NJD,L,L,13,3,3,6,-1,6,0.46,3,5,0,1,0,0,0,1,49,6.1,19:51,36.4
590,Guillaume Latendresse,2010-11,MIN,L,L,11,3,3,6,+2,8,0.55,2,4,1,2,0,0,0,1,18,16.7,12:43,0.0
591,Toby Petersen,2010-11,DAL,L,C,60,2,4,6,-7,8,0.10,0,4,0,0,2,2,0,0,58,3.5,10:02,38.3
592,Mike Commodore,2010-11,CBJ,R,D,20,2,4,6,-8,44,0.30,2,3,0,2,0,1,0,2,32,6.3,18:34,0.0
593,Steve Eminger,2010-11,NYR,R,D,65,2,4,6,-5,22,0.09,2,5,0,1,0,0,0,1,23,8.7,15:51,--
594,Mark Stuart,2010-11,"BOS,ATL",L,D,54,2,4,6,0,47,0.11,2,6,0,0,0,0,0,1,41,4.9,15:39,100.0
595,Ethan Moreau,2010-11,CBJ,L,L,37,1,5,6,-9,24,0.16,1,5,0,1,0,0,1,1,56,1.8,12:29,29.4
596,Ryan Johnson,2010-11,CHI,L,C,34,1,5,6,-2,8,0.18,1,6,0,0,0,0,0,1,25,4.0,10:21,63.1
597,Paul Mara,2010-11,"ANA,MTL",L,D,53,1,5,6,+1,88,0.11,1,6,0,0,0,0,0,1,50,2.0,18:17,--
598,Mike Comrie,2010-11,PIT,L,C,21,1,5,6,-4,18,0.29,1,4,0,2,0,0,0,0,25,4.0,11:49,37.5
599,Tyler Sloan,2010-11,WSH,L,D,33,1,5,6,-6,14,0.18,1,6,0,0,0,0,0,0,12,8.3,12:30,--
600,Jamie McGinn,2010-11,SJS,L,L,49,1,5,6,-6,33,0.12,1,6,0,0,0,0,0,0,63,1.6,11:35,72.7
601,Colin White,2010-11,NJD,L,D,69,0,6,6,-2,48,0.09,0,5,0,0,0,1,0,0,50,0.0,18:51,--
602,Bruno Gervais,2010-11,NYI,R,D,53,0,6,6,-14,30,0.11,0,6,0,0,0,0,0,0,43,0.0,15:41,--
