#,Player,Season,Team,Shoots,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
603,Dylan Reese,2010-11,NYI,R,D,27,0,6,6,-12,15,0.22,0,6,0,0,0,0,0,0,23,0.0,14:49,--
604,Matthew Corrente,2010-11,NJD,R,D,22,0,6,6,-5,44,0.27,0,6,0,0,0,0,0,0,21,0.0,13:36,--
605,Jonas Holos,2010-11,COL,R,D,39,0,6,6,-3,10,0.15,0,4,0,1,0,1,0,0,36,0.0,18:03,--
606,Jean-Francois Jacques,2010-11,EDM,L,L,51,4,1,5,-6,63,0.10,4,5,0,0,0,0,0,0,28,14.3,7:04,31.3
607,Colin Fraser,2010-11,EDM,L,C,67,3,2,5,-2,60,0.07,2,4,0,0,1,1,0,0,57,5.3,10:17,44.6
608,Brett Sterling,2010-11,PIT,L,L,7,3,2,5,+1,16,0.71,2,3,1,2,0,0,0,0,14,21.4,15:07,66.7
609,Clay Wilson,2010-11,FLA,L,D,15,3,2,5,+4,6,0.33,3,4,0,1,0,0,0,0,22,13.6,14:51,--
610,Teemu Hartikainen,2010-11,EDM,L,C,12,3,2,5,-3,4,0.42,2,3,1,2,0,0,0,0,21,14.3,17:25,33.3
611,Matt Taormina,2010-11,NJD,L,D,17,3,2,5,-2,2,0.29,2,4,1,1,0,0,0,0,38,7.9,20:40,--
612,Jason Williams,2010-11,DAL,R,C,27,2,3,5,-2,6,0.19,2,4,0,1,0,0,0,1,18,11.1,8:07,40.9
613,Fredrik Sjostrom,2010-11,TOR,L,L,66,2,3,5,-5,14,0.08,2,5,0,0,0,0,0,0,62,3.2,11:13,33.3
614,Mark Fistric,2010-11,DAL,L,D,57,2,3,5,-10,44,0.09,2,4,0,0,0,1,0,1,26,7.7,14:23,--
615,Ryan White,2010-11,MTL,R,C,27,2,3,5,+5,38,0.19,2,5,0,0,0,0,0,0,30,6.7,8:55,40.6
616,Andrew Ebbett,2010-11,PHX,L,C,33,2,3,5,-1,4,0.15,1,4,0,0,1,1,0,1,23,8.7,10:01,45.4
617,Chris Drury,2010-11,NYR,R,C,24,1,4,5,+2,8,0.21,1,5,0,0,0,0,0,0,26,3.9,12:01,56.4
618,David Hale,2010-11,OTT,L,D,25,1,4,5,+7,6,0.20,1,5,0,0,0,0,0,1,20,5.0,16:19,--
619,Darcy Hordichuk,2010-11,FLA,L,L,64,1,4,5,-1,76,0.08,1,5,0,0,0,0,0,0,32,3.1,5:04,--
620,Shaone Morrisonn,2010-11,BUF,L,D,62,1,4,5,-2,32,0.08,1,5,0,0,0,0,1,1,44,2.3,16:10,--
621,Aaron Rome,2010-11,VAN,L,D,56,1,4,5,+1,53,0.09,1,3,0,2,0,0,0,0,50,2.0,17:25,--
622,Alexander Sulzer,2010-11,"NSH,FLA",L,D,40,1,4,5,-8,14,0.13,1,3,0,2,0,0,0,0,37,2.7,17:33,100.0
623,Cam Barker,2010-11,MIN,L,D,52,1,4,5,-10,34,0.10,1,3,0,2,0,0,1,1,44,2.3,16:24,--
624,Ryan O'Marra,2010-11,EDM,R,C,21,1,4,5,-2,13,0.24,1,4,0,1,0,0,0,0,13,7.7,11:01,42.1
625,Ty Wishart,2010-11,NYI,L,D,20,1,4,5,+5,10,0.25,0,3,1,1,0,1,0,0,23,4.4,16:49,--
626,Jeff Petry,2010-11,EDM,R,D,35,1,4,5,-12,10,0.14,1,2,0,3,0,0,0,0,41,2.4,20:22,--
627,Alexander Vasyunov,2010-11,NJD,R,L,18,1,4,5,0,0,0.28,1,5,0,0,0,0,0,0,18,5.6,11:29,--
628,Mattias Ohlund,2010-11,TBL,L,D,72,0,5,5,-7,70,0.07,0,4,0,1,0,0,0,0,39,0.0,18:43,--
629,Davis Drewiske,2010-11,LAK,L,D,38,0,5,5,-1,19,0.13,0,5,0,0,0,0,0,0,27,0.0,14:21,--
630,George Parros,2010-11,ANA,R,R,78,3,1,4,-4,171,0.05,3,4,0,0,0,0,0,1,33,9.1,6:25,25.0
631,Luke Adam,2010-11,BUF,L,C,19,3,1,4,-6,12,0.21,3,3,0,1,0,0,0,1,31,9.7,11:13,34.5
632,Zac Dalpe,2010-11,CAR,R,C,15,3,1,4,0,0,0.27,3,4,0,0,0,0,0,1,16,18.8,7:56,26.9
633,Craig Rivet,2010-11,"BUF,CBJ",R,D,37,2,2,4,-12,35,0.11,2,4,0,0,0,0,0,0,33,6.1,14:41,--
634,Jody Shelley,2010-11,PHI,L,L,58,2,2,4,0,127,0.07,2,4,0,0,0,0,0,0,31,6.5,6:11,50.0
635,Brian Sutherby,2010-11,DAL,L,C,51,2,2,4,-10,58,0.08,2,4,0,0,0,0,0,0,32,6.3,7:25,59.4
636,Alexandre Bolduc,2010-11,VAN,L,C,24,2,2,4,+1,21,0.17,2,4,0,0,0,0,0,1,21,9.5,7:26,45.4
637,Jakub Kindl,2010-11,DET,L,D,48,2,2,4,-6,36,0.08,2,4,0,0,0,0,0,0,62,3.2,13:37,--
638,Ryan Stoa,2010-11,COL,L,C,25,2,2,4,-4,20,0.16,2,2,0,2,0,0,0,1,45,4.4,13:21,40.0
639,Ryan Reaves,2010-11,STL,R,R,28,2,2,4,-1,78,0.14,2,4,0,0,0,0,0,1,16,12.5,6:48,0.0
640,Tom Sestito,2010-11,CBJ,L,L,9,2,2,4,-4,40,0.44,1,2,1,2,0,0,0,0,7,28.6,9:32,100.0
641,John McCarthy,2010-11,SJS,L,C,37,2,2,4,-8,8,0.11,2,4,0,0,0,0,0,0,41,4.9,8:45,36.1
642,Vladimir Zharkov,2010-11,NJD,L,R,38,2,2,4,+3,2,0.11,2,4,0,0,0,0,0,0,40,5.0,11:20,33.3
643,Jon Sim,2010-11,NYI,L,L,34,1,3,4,-10,22,0.12,1,3,0,1,0,0,0,0,38,2.6,11:24,45.5
644,Adam Mair,2010-11,NJD,R,C,65,1,3,4,-16,45,0.06,1,4,0,0,0,0,0,0,58,1.7,9:06,50.9
645,Trent Hunter,2010-11,NYI,R,R,17,1,3,4,-3,23,0.24,1,4,0,0,0,0,0,0,30,3.3,12:40,0.0
646,Cam Janssen,2010-11,STL,R,R,54,1,3,4,-6,131,0.07,1,4,0,0,0,0,0,0,16,6.3,4:53,--
647,Troy Bodie,2010-11,"ANA,CAR",R,R,59,1,3,4,-7,61,0.07,1,4,0,0,0,0,0,0,44,2.3,6:50,0.0
648,Brett Lebda,2010-11,TOR,L,D,41,1,3,4,-14,14,0.10,1,3,0,1,0,0,0,0,34,2.9,13:20,0.0
649,Scott Parse,2010-11,LAK,R,L,5,1,3,4,+5,0,0.80,1,4,0,0,0,0,0,0,6,16.7,13:47,--
650,Taylor Chorney,2010-11,EDM,L,D,12,1,3,4,-5,4,0.33,0,1,1,3,0,0,0,1,13,7.7,15:59,--
651,Peter Harrold,2010-11,LAK,R,D,19,1,3,4,+3,4,0.21,1,4,0,0,0,0,0,0,12,8.3,12:15,--
652,Ian Cole,2010-11,STL,L,D,26,1,3,4,+6,35,0.15,1,4,0,0,0,0,0,0,22,4.6,17:36,--
653,Oscar Moller,2010-11,LAK,R,R,13,1,3,4,-1,2,0.31,1,4,0,0,0,0,0,0,27,3.7,14:36,80.0
654,Andy Sutton,2010-11,ANA,L,D,39,0,4,4,+1,87,0.10,0,1,0,1,0,2,0,0,31,0.0,14:45,--
655,Zack Stortini,2010-11,EDM,R,R,32,0,4,4,-2,76,0.13,0,4,0,0,0,0,0,0,16,0.0,7:06,42.4
656,Krys Barch,2010-11,DAL,L,R,44,2,1,3,-7,80,0.07,2,3,0,0,0,0,0,0,16,12.5,5:13,50.0
657,Jeremy Colliton,2010-11,NYI,R,C,15,2,1,3,-7,10,0.20,0,1,2,2,0,0,0,0,7,28.6,11:53,61.9
658,John Mitchell,2010-11,TOR,L,C,23,2,1,3,-7,12,0.13,1,2,1,1,0,0,0,1,28,7.1,12:31,55.7
659,Brett MacLean,2010-11,PHX,R,L,13,2,1,3,0,2,0.23,1,2,1,1,0,0,0,2,16,12.5,8:46,50.0
660,Micheal Haley,2010-11,NYI,L,L,27,2,1,3,-4,85,0.11,2,3,0,0,0,0,0,0,13,15.4,8:02,35.0
661,Jay Beagle,2010-11,WSH,R,C,31,2,1,3,-2,8,0.10,2,3,0,0,0,0,0,2,27,7.4,10:30,55.2
662,Jeremy Morin,2010-11,CHI,R,L,9,2,1,3,+2,9,0.33,2,2,0,1,0,0,0,0,13,15.4,12:06,--
663,Andrei Markov,2010-11,MTL,L,D,7,1,2,3,+2,4,0.43,1,2,0,1,0,0,0,1,20,5.0,22:55,--
664,Nathan Oystrick,2010-11,STL,L,D,9,1,2,3,+1,9,0.33,0,2,1,1,0,0,0,0,11,9.1,12:10,--
665,David Van Der Gulik,2010-11,COL,L,L,6,1,2,3,+4,2,0.50,1,3,0,0,0,0,0,0,12,8.3,6:45,0.0
666,Jay Rosehill,2010-11,TOR,L,L,26,1,2,3,-6,71,0.12,1,3,0,0,0,0,0,0,12,8.3,5:12,--
667,Nick Johnson,2010-11,PIT,R,R,4,1,2,3,+1,5,0.75,1,3,0,0,0,0,0,0,10,10.0,16:44,--
668,Marc-Andre Gragnani,2010-11,BUF,L,D,9,1,2,3,0,2,0.33,1,1,0,2,0,0,1,1,11,9.1,15:17,--
669,T.J. Hensick,2010-11,STL,R,C,13,1,2,3,-5,2,0.23,1,2,0,1,0,0,0,0,12,8.3,9:05,37.9
670,Blair Jones,2010-11,TBL,R,C,18,1,2,3,-2,2,0.17,1,3,0,0,0,0,0,0,20,5.0,8:01,53.5
671,Andrew Desjardins,2010-11,SJS,L,L,17,1,2,3,-1,4,0.18,1,3,0,0,0,0,0,0,12,8.3,7:08,55.4
672,Eric Tangradi,2010-11,PIT,L,L,15,1,2,3,-4,10,0.20,1,3,0,0,0,0,0,0,18,5.6,11:12,33.3
673,Johan Harju,2010-11,TBL,L,L,10,1,2,3,-2,2,0.30,1,3,0,0,0,0,0,0,14,7.1,8:28,40.0
674,Philip McRae,2010-11,STL,L,C,15,1,2,3,-10,2,0.20,1,3,0,0,0,0,0,0,13,7.7,9:02,53.1
675,Mike Mottau,2010-11,NYI,L,D,20,0,3,3,-12,8,0.15,0,2,0,1,0,0,0,0,21,0.0,20:20,--
676,Mark Eaton,2010-11,NYI,L,D,34,0,3,3,-2,8,0.09,0,3,0,0,0,0,0,0,29,0.0,20:22,--
677,Eric Godard,2010-11,PIT,R,R,19,0,3,3,+4,105,0.16,0,3,0,0,0,0,0,0,1,0.0,5:10,--
678,Victor Oreskovich,2010-11,VAN,R,R,16,0,3,3,+1,8,0.19,0,3,0,0,0,0,0,0,19,0.0,7:54,50.0
679,Brian Lee,2010-11,OTT,R,D,50,0,3,3,-10,24,0.06,0,3,0,0,0,0,0,0,35,0.0,17:17,--
680,Kevin Westgarth,2010-11,LAK,R,R,56,0,3,3,-6,105,0.05,0,3,0,0,0,0,0,0,20,0.0,5:26,50.0
681,Justin Falk,2010-11,MIN,L,D,22,0,3,3,-4,6,0.14,0,3,0,0,0,0,0,0,7,0.0,14:09,--
682,Chris Mueller,2010-11,NSH,R,C,15,0,3,3,0,2,0.20,0,3,0,0,0,0,0,0,7,0.0,8:38,48.3
683,Craig Conroy,2010-11,CGY,R,C,18,2,0,2,-1,8,0.11,2,2,0,0,0,0,0,1,11,18.2,9:18,53.4
684,Trevor Gillies,2010-11,NYI,L,L,39,2,0,2,-3,165,0.05,2,2,0,0,0,0,0,0,9,22.2,3:04,0.0
685,Colton Orr,2010-11,TOR,R,R,46,2,0,2,-1,128,0.04,2,2,0,0,0,0,0,1,14,14.3,5:04,0.0
686,Jon Matsumoto,2010-11,CAR,L,C,13,2,0,2,-4,4,0.15,2,2,0,0,0,0,0,0,11,18.2,7:04,36.1
687,Keith Aulie,2010-11,TOR,L,D,40,2,0,2,-1,32,0.05,2,2,0,0,0,0,0,0,32,6.3,19:08,--
688,Peter Schaefer,2010-11,VAN,L,L,16,1,1,2,-3,2,0.13,1,2,0,0,0,0,0,0,10,10.0,9:41,39.4
689,Todd White,2010-11,NYR,L,C,18,1,1,2,-2,2,0.11,1,1,0,0,0,1,0,0,11,9.1,7:41,53.6
690,Alexandre Giroux,2010-11,EDM,L,L,8,1,1,2,-2,2,0.25,1,2,0,0,0,0,0,0,13,7.7,14:46,0.0
691,Derek Boogaard,2010-11,NYR,L,L,22,1,1,2,0,45,0.09,1,2,0,0,0,0,0,0,4,25.0,4:33,--
692,Freddy Meyer,2010-11,ATL,L,D,15,1,1,2,-7,8,0.13,1,2,0,0,0,0,0,0,11,9.1,15:16,--
693,Danny Syvret,2010-11,"ANA,PHI",L,D,10,1,1,2,-3,6,0.20,1,1,0,1,0,0,0,0,11,9.1,15:03,--
694,Andrew Gordon,2010-11,WSH,R,R,9,1,1,2,-2,0,0.22,1,2,0,0,0,0,0,0,5,20.0,8:40,--
695,Joe Vitale,2010-11,PIT,R,C,9,1,1,2,-1,13,0.22,1,1,0,1,0,0,0,0,13,7.7,10:34,56.3
696,Ben Maxwell,2010-11,ATL,L,C,12,1,1,2,-7,9,0.17,1,2,0,0,0,0,0,0,13,7.7,12:00,44.4
697,Lee Sweatt,2010-11,VAN,R,D,3,1,1,2,+4,2,0.67,1,2,0,0,0,0,0,1,4,25.0,13:23,--
698,Paul Byron,2010-11,BUF,L,L,8,1,1,2,0,2,0.25,1,2,0,0,0,0,0,0,5,20.0,10:57,40.9
699,Carson McMillan,2010-11,MIN,R,R,4,1,1,2,+1,0,0.50,1,2,0,0,0,0,0,0,5,20.0,9:20,39.1
700,Cody Hodgson,2010-11,VAN,R,C,8,1,1,2,+1,0,0.25,1,2,0,0,0,0,0,0,9,11.1,7:45,38.1
701,Patrice Cormier,2010-11,ATL,L,C,21,1,1,2,-5,4,0.10,1,2,0,0,0,0,0,0,27,3.7,9:39,58.2
702,Tomas Vincour,2010-11,DAL,R,C,24,1,1,2,-5,4,0.08,1,2,0,0,0,0,0,0,26,3.9,9:26,75.0
703,Casey Wellman,2010-11,MIN,R,C,15,1,1,2,-1,4,0.13,1,2,0,0,0,0,0,1,20,5.0,10:39,50.0
704,Aaron Volpatti,2010-11,VAN,L,L,15,1,1,2,-1,16,0.13,1,2,0,0,0,0,0,0,6,16.7,6:50,--
705,Nino Niederreiter,2010-11,NYI,L,R,9,1,1,2,-1,8,0.22,1,2,0,0,0,0,0,0,12,8.3,13:36,--
706,Jason Strudwick,2010-11,EDM,L,D,43,0,2,2,-16,23,0.05,0,2,0,0,0,0,0,0,9,0.0,15:04,--
707,DJ King,2010-11,WSH,L,L,16,0,2,2,-3,30,0.13,0,2,0,0,0,0,0,0,6,0.0,5:41,--
708,Stefan Meyer,2010-11,CGY,L,L,16,0,2,2,0,17,0.13,0,2,0,0,0,0,0,0,12,0.0,7:45,41.2
709,Kyle Chipchura,2010-11,ANA,L,C,40,0,2,2,+1,32,0.05,0,2,0,0,0,0,0,0,23,0.0,8:00,46.6
710,Aaron Gagnon,2010-11,DAL,R,C,19,0,2,2,-3,0,0.11,0,2,0,0,0,0,0,0,9,0.0,8:04,54.6
711,Tim Sestito,2010-11,NJD,L,L,36,0,2,2,-5,9,0.06,0,2,0,0,0,0,0,0,22,0.0,10:49,45.9
712,Brendan Mikkelson,2010-11,"ANA,CGY",L,D,24,0,2,2,-6,9,0.08,0,2,0,0,0,0,0,0,14,0.0,14:14,--
713,Mark Fraser,2010-11,NJD,L,D,26,0,2,2,+2,29,0.08,0,2,0,0,0,0,0,0,16,0.0,13:59,--
714,Chris VandeVelde,2010-11,EDM,L,C,12,0,2,2,-6,12,0.17,0,2,0,0,0,0,0,0,16,0.0,17:17,52.8
715,Jerome Samson,2010-11,CAR,R,R,23,0,2,2,0,0,0.09,0,2,0,0,0,0,0,0,28,0.0,6:51,66.7
716,Patrick Wiercioch,2010-11,OTT,L,D,8,0,2,2,0,4,0.25,0,1,0,1,0,0,0,0,3,0.0,13:54,--
717,Marco Scandella,2010-11,MIN,L,D,20,0,2,2,-9,2,0.10,0,2,0,0,0,0,0,0,13,0.0,14:58,--
718,Tomas Kubalik,2010-11,CBJ,R,R,4,0,2,2,-3,0,0.50,0,2,0,0,0,0,0,0,5,0.0,14:45,100.0
719,Philip Larsen,2010-11,DAL,R,D,6,0,2,2,+1,0,0.33,0,2,0,0,0,0,0,0,11,0.0,13:26,--
720,Brayden Schenn,2010-11,LAK,L,C,8,0,2,2,-1,0,0.25,0,2,0,0,0,0,0,0,11,0.0,11:15,33.3
721,David Koci,2010-11,COL,L,L,35,1,0,1,-5,80,0.03,1,1,0,0,0,0,0,0,9,11.1,4:05,--
722,Warren Peters,2010-11,MIN,L,C,11,1,0,1,-2,4,0.09,1,1,0,0,0,0,0,0,11,9.1,8:43,62.0
723,David Liffiton,2010-11,COL,L,D,4,1,0,1,+3,17,0.25,1,1,0,0,0,0,0,0,2,50.0,7:28,--
724,Paul Bissonnette,2010-11,PHX,L,L,48,1,0,1,+6,71,0.02,1,1,0,0,0,0,0,0,18,5.6,5:15,66.7
725,Dustin Boyd,2010-11,MTL,L,C,10,1,0,1,-6,2,0.10,1,1,0,0,0,0,0,0,8,12.5,9:50,41.8
726,Mario Bliznak,2010-11,VAN,L,C,4,1,0,1,+1,0,0.25,1,1,0,0,0,0,0,0,1,100.0,6:37,33.3
727,Jordan Hendry,2010-11,CHI,L,D,37,1,0,1,-2,4,0.03,1,1,0,0,0,0,0,0,35,2.9,10:42,0.0
728,Sergei Shirokov,2010-11,VAN,R,L,2,1,0,1,+1,0,0.50,1,1,0,0,0,0,0,0,6,16.7,10:18,--
729,Cory Emmerton,2010-11,DET,L,C,2,1,0,1,+1,0,0.50,1,1,0,0,0,0,0,0,3,33.3,8:21,0.0
730,Jan Mursak,2010-11,DET,R,L,19,1,0,1,-3,4,0.05,1,1,0,0,0,0,0,0,20,5.0,8:12,50.0
731,Sean Collins,2010-11,WSH,R,D,4,1,0,1,+2,0,0.25,1,1,0,0,0,0,0,1,4,25.0,14:45,--
732,Brad Mills,2010-11,NJD,R,C,4,1,0,1,+1,5,0.25,1,1,0,0,0,0,0,0,6,16.7,8:17,41.2
733,Colton Gillies,2010-11,MIN,L,C,7,1,0,1,-2,2,0.14,1,1,0,0,0,0,0,0,3,33.3,10:22,50.0
734,Maksim Mayorov,2010-11,CBJ,L,L,5,1,0,1,0,0,0.20,1,1,0,0,0,0,0,0,3,33.3,8:42,--
735,Mike Moore,2010-11,SJS,L,D,6,1,0,1,-1,7,0.17,1,1,0,0,0,0,0,0,5,20.0,10:07,--
736,Cameron Gaunce,2010-11,COL,L,D,11,1,0,1,-3,16,0.09,1,1,0,0,0,0,0,0,4,25.0,12:44,--
737,Ben Smith,2010-11,CHI,R,R,6,1,0,1,+1,0,0.17,1,1,0,0,0,0,0,0,6,16.7,13:47,75.0
738,Kyle Palmieri,2010-11,ANA,R,R,10,1,0,1,-1,0,0.10,1,1,0,0,0,0,0,0,10,10.0,8:41,--
739,Tomas Tatar,2010-11,DET,L,L,9,1,0,1,0,0,0.11,1,1,0,0,0,0,0,0,6,16.7,9:36,--
740,Alexander Urbom,2010-11,NJD,L,D,8,1,0,1,-2,0,0.13,1,1,0,0,0,0,0,1,5,20.0,12:35,--
741,Scott Timmins,2010-11,FLA,L,C,19,1,0,1,-8,8,0.05,1,1,0,0,0,0,0,0,13,7.7,10:49,46.9
742,Dave Scatchard,2010-11,STL,R,C,8,0,1,1,+1,6,0.13,0,1,0,0,0,0,0,0,6,0.0,4:45,46.2
743,Daymond Langkow,2010-11,CGY,L,C,4,0,1,1,+3,0,0.25,0,1,0,0,0,0,0,0,6,0.0,14:46,53.5
744,Brian Willsie,2010-11,WSH,R,R,1,0,1,1,0,0,1.00,0,1,0,0,0,0,0,0,0,--,6:15,--
745,Nolan Yonkman,2010-11,PHX,R,D,16,0,1,1,+5,39,0.06,0,1,0,0,0,0,0,0,8,0.0,12:08,--
746,Andrew Hutchinson,2010-11,PIT,R,D,5,0,1,1,-3,6,0.20,0,1,0,0,0,0,0,0,2,0.0,15:18,--
747,Michael Zigomanis,2010-11,TOR,R,C,8,0,1,1,0,4,0.13,0,1,0,0,0,0,0,0,7,0.0,6:59,52.5
748,Brian Fahey,2010-11,WSH,R,D,7,0,1,1,-1,2,0.14,0,1,0,0,0,0,0,0,4,0.0,11:49,--
749,Petr Prucha,2010-11,PHX,R,R,11,0,1,1,0,4,0.09,0,1,0,0,0,0,0,0,10,0.0,11:28,60.0
750,Joe Callahan,2010-11,FLA,R,D,27,0,1,1,-1,12,0.04,0,1,0,0,0,0,0,0,21,0.0,15:53,--
751,Kris Newbury,2010-11,NYR,L,C,11,0,1,1,-1,35,0.09,0,1,0,0,0,0,0,0,6,0.0,7:38,60.7
752,Patrick Rissmiller,2010-11,"ATL,FLA",L,L,10,0,1,1,-1,0,0.10,0,1,0,0,0,0,0,0,14,0.0,10:22,50.0
753,Andre Benoit,2010-11,OTT,L,D,8,0,1,1,-1,6,0.13,0,0,0,1,0,0,0,0,17,0.0,16:50,--
754,Corey Locke,2010-11,OTT,L,C,5,0,1,1,-1,0,0.20,0,1,0,0,0,0,0,0,6,0.0,9:10,21.9
755,Kyle Quincey,2010-11,COL,L,D,21,0,1,1,-5,18,0.05,0,1,0,0,0,0,0,0,39,0.0,19:35,--
756,Tyson Strachan,2010-11,STL,R,D,29,0,1,1,-10,39,0.03,0,1,0,0,0,0,0,0,28,0.0,12:08,--
757,Nigel Dawes,2010-11,"ATL,MTL",L,L,13,0,1,1,-6,0,0.08,0,1,0,0,0,0,0,0,12,0.0,9:49,--
758,Steve MacIntyre,2010-11,EDM,L,L,34,0,1,1,-1,93,0.03,0,1,0,0,0,0,0,0,6,0.0,3:32,--
759,Chad Kolarik,2010-11,NYR,R,C,4,0,1,1,-1,2,0.25,0,1,0,0,0,0,0,0,4,0.0,9:08,--
760,Mike Vernace,2010-11,TBL,L,D,10,0,1,1,-2,2,0.10,0,1,0,0,0,0,0,0,6,0.0,8:42,--
761,Rick Rypien,2010-11,VAN,R,C,9,0,1,1,-5,31,0.11,0,1,0,0,0,0,0,0,6,0.0,5:07,64.3
762,Matt Lashoff,2010-11,TOR,L,D,11,0,1,1,+1,6,0.09,0,0,0,1,0,0,0,0,8,0.0,13:50,--
763,Brett Sutter,2010-11,"CGY,CAR",L,L,5,0,1,1,-1,5,0.20,0,0,0,0,0,1,0,0,3,0.0,8:55,50.0
764,Tim Kennedy,2010-11,FLA,L,L,6,0,1,1,0,0,0.17,0,1,0,0,0,0,0,0,2,0.0,10:23,40.0
765,Andrey Zubarev,2010-11,ATL,L,D,4,0,1,1,-4,4,0.25,0,1,0,0,0,0,0,0,2,0.0,20:05,--
766,John Scott,2010-11,CHI,L,L,40,0,1,1,0,72,0.03,0,1,0,0,0,0,0,0,15,0.0,6:15,0.0
767,Derek Smith,2010-11,OTT,L,D,9,0,1,1,+3,0,0.11,0,1,0,0,0,0,0,0,13,0.0,15:19,--
768,Zach Hamill,2010-11,BOS,R,C,3,0,1,1,+1,0,0.33,0,1,0,0,0,0,0,0,1,0.0,10:28,31.3
769,Mark Katic,2010-11,NYI,L,D,11,0,1,1,-9,4,0.09,0,1,0,0,0,0,0,0,8,0.0,16:26,--
770,Drayson Bowman,2010-11,CAR,L,L,23,0,1,1,0,12,0.04,0,1,0,0,0,0,0,0,28,0.0,9:49,--
771,Jake Muzzin,2010-11,LAK,L,D,11,0,1,1,-2,0,0.09,0,1,0,0,0,0,0,0,8,0.0,13:43,--
772,Joe Colborne,2010-11,TOR,L,C,1,0,1,1,+1,0,1.00,0,1,0,0,0,0,0,0,1,0.0,18:41,33.3
773,Greg Nemisz,2010-11,CGY,R,R,6,0,1,1,-1,0,0.17,0,1,0,0,0,0,0,0,5,0.0,5:06,33.3
774,Lance Bouma,2010-11,CGY,L,L,16,0,1,1,-1,2,0.06,0,1,0,0,0,0,0,0,9,0.0,5:52,0.0
775,Justin DiBenedetto,2010-11,NYI,L,C,8,0,1,1,-2,2,0.13,0,1,0,0,0,0,0,0,6,0.0,9:04,--
776,Eric Wellwood,2010-11,PHI,L,L,3,0,1,1,+1,2,0.33,0,1,0,0,0,0,0,0,8,0.0,13:25,--
777,Christopher Tanev,2010-11,VAN,R,D,29,0,1,1,0,0,0.03,0,0,0,1,0,0,0,0,15,0.0,13:47,--
778,Peter Forsberg,2010-11,COL,L,C,2,0,0,0,-4,4,0.00,0,0,0,0,0,0,0,0,3,0.0,17:35,--
779,Wade Belak,2010-11,NSH,R,R,15,0,0,0,-1,18,0.00,0,0,0,0,0,0,0,0,4,0.0,3:47,--
780,Brad Lukowich,2010-11,DAL,L,D,5,0,0,0,+2,0,0.00,0,0,0,0,0,0,0,0,3,0.0,10:16,--
781,Shane Hnidy,2010-11,BOS,R,D,3,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,3,0.0,14:47,--
782,Josh Green,2010-11,ANA,L,C,12,0,0,0,-3,6,0.00,0,0,0,0,0,0,0,0,10,0.0,10:01,42.9
783,Steve Begin,2010-11,NSH,L,L,2,0,0,0,-2,4,0.00,0,0,0,0,0,0,0,0,2,0.0,9:49,--
784,Mark Parrish,2010-11,BUF,R,R,2,0,0,0,-2,0,0.00,0,0,0,0,0,0,0,0,0,--,11:47,--
785,Francis Lessard,2010-11,OTT,R,R,24,0,0,0,0,78,0.00,0,0,0,0,0,0,0,0,6,0.0,3:51,100.0
786,Matt Walker,2010-11,PHI,R,D,4,0,0,0,0,4,0.00,0,0,0,0,0,0,0,0,3,0.0,11:38,--
787,Jay Leach,2010-11,NJD,L,D,7,0,0,0,0,7,0.00,0,0,0,0,0,0,0,0,2,0.0,14:15,--
788,Jonas Andersson,2010-11,VAN,L,R,4,0,0,0,+1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,6:03,--
789,Doug Janik,2010-11,DET,L,D,7,0,0,0,-2,7,0.00,0,0,0,0,0,0,0,0,8,0.0,13:13,--
790,Jeff Taffe,2010-11,CHI,L,L,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,4:05,40.0
791,Matthew Lombardi,2010-11,NSH,L,C,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,6,0.0,14:50,55.2
792,Raitis Ivanans,2010-11,CGY,L,L,1,0,0,0,-1,5,0.00,0,0,0,0,0,0,0,0,0,--,8:20,--
793,Noah Welch,2010-11,ATL,L,D,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,17:33,--
794,Richard Petiot,2010-11,EDM,L,D,2,0,0,0,+1,2,0.00,0,0,0,0,0,0,0,0,1,0.0,13:05,--
795,Colin Stuart,2010-11,BUF,L,L,3,0,0,0,+1,2,0.00,0,0,0,0,0,0,0,0,5,0.0,13:09,50.0
796,Joel Perrault,2010-11,VAN,R,C,7,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,3,0.0,7:12,41.9
797,Aaron Voros,2010-11,ANA,L,L,12,0,0,0,-4,43,0.00,0,0,0,0,0,0,0,0,8,0.0,5:33,66.7
798,Ryan Hollweg,2010-11,PHX,L,L,3,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,6:33,--
799,Keith Aucoin,2010-11,WSH,L,C,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,11:47,33.3
800,Sheldon Brookbank,2010-11,ANA,R,D,40,0,0,0,-8,63,0.00,0,0,0,0,0,0,0,0,29,0.0,13:20,--
